NEWID,ALLOC,COST,PUB_FLAG,UCC,EXPNSQDY,EXPN_QDY,EXPNWKDY,EXPN_KDY,EXPNMO,EXPNMO_,EXPNYR,EXPNYR_
05689401,0,66.48000,1,470111,4,D,1,D,01,D,2024,D
05689401,0,46.99000,2,610310,6,D,3,D,01,D,2024,D
05689402,0,2.18000,2,100210,4,D,1,D,02,D,2024,D
05689402,0,3.73000,2,110110,4,D,1,D,02,D,2024,D
05689402,0,25.99000,2,170319,4,D,1,D,02,D,2024,D
05689411,0,1.99000,2,010310,5,D,4,D,01,D,2024,D
05689411,0,1.39000,2,020219,1,D,7,D,01,D,2024,D
05689411,0,1.39000,2,020219,2,D,1,D,01,D,2024,D
05689411,0,1.39000,2,020219,3,D,2,D,01,D,2024,D
05689411,0,1.39000,2,020219,5,D,4,D,01,D,2024,D
05689411,0,1.39000,2,020219,6,D,5,D,01,D,2024,D
05689411,0,1.39000,2,020219,7,D,6,D,01,D,2024,D
05689411,0,7.49000,2,040119,6,D,5,D,01,D,2024,D
05689411,0,12.99000,2,060119,5,D,4,D,01,D,2024,D
05689411,0,2.99000,2,080110,1,D,7,D,01,D,2024,D
05689411,0,2.99000,2,080110,2,D,1,D,01,D,2024,D
05689411,0,2.99000,2,080110,3,D,2,D,01,D,2024,D
05689411,0,2.99000,2,080110,5,D,4,D,01,D,2024,D
05689411,0,2.99000,2,080110,6,D,5,D,01,D,2024,D
05689411,0,2.99000,2,080110,7,D,6,D,01,D,2024,D
05689411,0,2.39000,2,090110,2,D,1,D,01,D,2024,D
05689411,0,1.99000,2,100210,7,D,6,D,01,D,2024,D
05689411,0,2.50000,2,100519,3,D,2,D,01,D,2024,D
05689411,0,3.99000,2,120410,6,D,5,D,01,D,2024,D
05689411,0,2.30000,2,120410,6,D,5,D,01,D,2024,D
05689411,0,0.50000,2,120410,6,D,5,D,01,D,2024,D
05689411,0,0.99000,2,120410,6,D,5,D,01,D,2024,D
05689411,0,1.07000,2,170210,7,D,6,D,01,D,2024,D
05689411,0,13.99000,2,170319,3,D,2,D,01,D,2024,D
05689411,0,2.99000,2,170539,5,D,4,D,01,D,2024,D
05689411,0,2.99000,2,170539,6,D,5,D,01,D,2024,D
05689411,0,35.00000,2,190400,1,D,7,D,01,D,2024,D
05689411,0,25.99000,2,190400,4,D,3,D,01,D,2024,D
05689411,0,24.99000,2,190400,7,D,6,D,01,D,2024,D
05689411,0,16.25000,2,200219,7,D,6,D,01,D,2024,D
05689411,0,35.78000,1,690114,4,D,3,D,01,D,2024,D
05689412,0,0.99000,2,010310,3,D,2,D,01,D,2024,D
05689412,0,1.39000,2,020219,1,D,7,D,01,D,2024,D
05689412,0,1.39000,2,020219,2,D,1,D,01,D,2024,D
05689412,0,1.39000,2,020219,3,D,2,D,01,D,2024,D
05689412,0,1.39000,2,020219,4,D,3,D,01,D,2024,D
05689412,0,1.39000,2,020219,6,D,5,D,01,D,2024,D
05689412,0,1.39000,2,020219,7,D,6,D,01,D,2024,D
05689412,0,8.99000,2,030519,2,D,1,D,01,D,2024,D
05689412,0,2.99000,2,040119,5,D,4,D,01,D,2024,D
05689412,0,1.99000,2,040319,7,D,6,D,01,D,2024,D
05689412,0,10.99000,2,060119,5,D,4,D,01,D,2024,D
05689412,0,2.99000,2,080110,1,D,7,D,01,D,2024,D
05689412,0,2.38000,2,080110,2,D,1,D,01,D,2024,D
05689412,0,2.89000,2,080110,3,D,2,D,01,D,2024,D
05689412,0,2.99000,2,080110,4,D,3,D,01,D,2024,D
05689412,0,2.99000,2,080110,5,D,4,D,01,D,2024,D
05689412,0,2.99000,2,080110,6,D,5,D,01,D,2024,D
05689412,0,2.99000,2,080110,7,D,6,D,01,D,2024,D
05689412,0,1.99000,2,090110,2,D,1,D,01,D,2024,D
05689412,0,2.99000,2,090110,3,D,2,D,01,D,2024,D
05689412,0,2.99000,2,090110,6,D,5,D,01,D,2024,D
05689412,0,2.99000,2,090110,7,D,6,D,01,D,2024,D
05689412,0,0.99000,2,100210,5,D,4,D,01,D,2024,D
05689412,0,1.99000,2,100210,7,D,6,D,01,D,2024,D
05689412,0,2.50000,2,100519,4,D,3,D,01,D,2024,D
05689412,0,0.99000,2,120110,2,D,1,D,01,D,2024,D
05689412,0,2.99000,2,120210,3,D,2,D,01,D,2024,D
05689412,0,2.00000,2,120310,5,D,4,D,01,D,2024,D
05689412,0,2.99000,2,120410,2,D,1,D,01,D,2024,D
05689412,0,1.99000,2,120410,3,D,2,D,01,D,2024,D
05689412,0,1.99000,2,120410,5,D,4,D,01,D,2024,D
05689412,0,1.99000,2,120410,5,D,4,D,01,D,2024,D
05689412,0,1.99000,2,160212,3,D,2,D,01,D,2024,D
05689412,0,13.99000,2,170319,4,D,3,D,01,D,2024,D
05689412,0,2.99000,2,170539,5,D,4,D,01,D,2024,D
05689412,0,2.00000,2,180110,5,D,4,D,01,D,2024,D
05689412,0,44.99000,2,190400,4,D,3,D,01,D,2024,D
05689412,0,45.99000,2,190400,6,D,5,D,01,D,2024,D
05689412,0,54.99000,2,190400,7,D,6,D,01,D,2024,D
05689412,0,30.00000,2,190500,1,D,7,D,01,D,2024,D
05689412,0,146.37000,1,270000,2,D,1,D,01,D,2024,D
05689421,0,8.29000,2,020219,2,D,6,D,01,D,2024,D
05689421,0,4.70000,2,020219,2,D,6,D,01,D,2024,D
05689421,0,9.42000,2,020310,2,D,6,D,01,D,2024,D
05689421,0,2.14000,2,090110,2,D,6,D,01,D,2024,D
05689421,0,12.19000,2,110410,2,D,6,D,01,D,2024,D
05689421,0,7.68000,2,120310,2,D,6,D,01,D,2024,D
05689421,0,4.70000,2,120310,2,D,6,D,01,D,2024,D
05689421,0,5.32000,2,120410,2,D,6,D,01,D,2024,D
05689421,0,3.37000,2,140349,2,D,6,D,01,D,2024,D
05689421,0,5.31000,2,150110,2,D,6,D,01,D,2024,D
05689421,0,4.70000,2,160320,2,D,6,D,01,D,2024,D
05689421,0,4.70000,2,170110,2,D,6,D,01,D,2024,D
05689421,0,5.93000,2,180220,2,D,6,D,01,D,2024,D
05689421,0,5.93000,2,180220,2,D,6,D,01,D,2024,D
05689421,0,2.14000,2,180510,2,D,6,D,01,D,2024,D
05689431,0,12.00000,2,190400,6,D,2,D,02,D,2024,D
05689431,1,39.25000,2,190500,5,D,1,D,02,D,2024,D
05689431,0,36.10000,1,470111,5,D,1,D,02,D,2024,D
05689431,1,5.00000,2,790420,5,D,1,D,02,D,2024,D
05689432,0,35.29000,1,470111,5,D,1,D,02,D,2024,D
05689451,1,45.14379,1,002100,1,D,4,D,01,D,2024,D
05689451,0,150.63000,1,004000,2,D,5,D,01,D,2024,D
05689451,0,100.42000,1,004000,2,D,5,D,01,D,2024,D
05689451,0,100.42000,1,004000,3,D,6,D,01,D,2024,D
05689451,0,502.09000,1,004000,5,D,1,D,01,D,2024,D
05689451,0,9.99000,2,080110,1,D,4,D,01,D,2024,D
05689451,0,2.16000,2,110210,1,D,4,D,01,D,2024,D
05689451,1,7.48472,2,110319,1,D,4,D,01,D,2024,D
05689451,1,7.48472,2,110319,1,D,4,D,01,D,2024,D
05689451,0,11.46000,2,110410,1,D,4,D,01,D,2024,D
05689451,0,12.12000,2,110410,1,D,4,D,01,D,2024,D
05689451,0,9.09000,2,110410,1,D,4,D,01,D,2024,D
05689451,0,9.09000,2,110410,1,D,4,D,01,D,2024,D
05689451,1,9.48528,2,110410,1,D,4,D,01,D,2024,D
05689451,1,9.48528,2,110410,1,D,4,D,01,D,2024,D
05689451,0,10.10000,2,110410,1,D,4,D,01,D,2024,D
05689451,0,5.04000,2,120410,1,D,4,D,01,D,2024,D
05689451,0,3.53000,2,120410,1,D,4,D,01,D,2024,D
05689451,0,3.53000,2,120410,1,D,4,D,01,D,2024,D
05689451,0,3.53000,2,120410,1,D,4,D,01,D,2024,D
05689451,0,6.05000,2,120410,1,D,4,D,01,D,2024,D
05689451,0,7.07000,2,170520,1,D,4,D,01,D,2024,D
05689451,0,8.89000,2,170520,1,D,4,D,01,D,2024,D
05689451,0,9.09000,2,180320,1,D,4,D,01,D,2024,D
05689451,0,97.65000,1,230110,4,D,7,D,01,D,2024,D
05689451,0,255.71000,1,260110,1,D,4,D,01,D,2024,D
05689451,0,279.33000,1,260210,1,D,4,D,01,D,2024,D
05689451,0,148.80000,1,270410,1,D,4,D,01,D,2024,D
05689451,0,10.11000,1,320903,1,D,4,D,01,D,2024,D
05689451,0,53.60000,2,320905,1,D,4,D,01,D,2024,D
05689451,0,4.03000,2,330410,1,D,4,D,01,D,2024,D
05689451,0,20.19000,2,330410,4,D,7,D,01,D,2024,D
05689451,0,4.67000,2,340110,1,D,4,D,01,D,2024,D
05689451,0,12.09000,2,550210,1,D,4,D,01,D,2024,D
05689451,0,50.53000,2,550219,1,D,4,D,01,D,2024,D
05689451,0,8.02000,1,550320,1,D,4,D,01,D,2024,D
05689451,1,85.35621,1,580000,1,D,4,D,01,D,2024,D
05689451,0,54.00000,1,580000,1,D,4,D,01,D,2024,D
05689451,0,87.00000,1,580000,2,D,5,D,01,D,2024,D
05689451,0,33.35000,2,640219,1,D,4,D,01,D,2024,D
05689451,0,113.98000,2,640310,4,D,7,D,01,D,2024,D
05689451,0,72.78000,2,640310,7,D,3,D,01,D,2024,D
05689451,0,12.12000,2,640410,1,D,4,D,01,D,2024,D
05689451,0,3.53000,2,660000,1,D,4,D,01,D,2024,D
05689451,0,6.05000,1,690111,1,D,4,D,01,D,2024,D
05689452,0,9.99000,2,020310,7,D,3,D,01,D,2024,D
05689452,0,5.55000,2,050319,1,D,4,D,01,D,2024,D
05689452,0,5.55000,2,050319,1,D,4,D,01,D,2024,D
05689452,0,5.55000,2,050319,1,D,4,D,01,D,2024,D
05689452,0,14.28000,2,050319,7,D,3,D,01,D,2024,D
05689452,0,10.99000,2,080110,1,D,4,D,01,D,2024,D
05689452,0,10.99000,2,080110,7,D,3,D,01,D,2024,D
05689452,0,3.29000,2,090110,1,D,4,D,01,D,2024,D
05689452,0,3.29000,2,090110,1,D,4,D,01,D,2024,D
05689452,0,3.29000,2,090110,1,D,4,D,01,D,2024,D
05689452,0,4.49000,2,090110,7,D,3,D,01,D,2024,D
05689452,0,6.49000,2,100410,1,D,4,D,01,D,2024,D
05689452,0,5.99000,2,100410,1,D,4,D,01,D,2024,D
05689452,0,6.49000,2,100410,7,D,3,D,01,D,2024,D
05689452,0,6.99000,2,100519,1,D,4,D,01,D,2024,D
05689452,0,2.34000,2,110210,1,D,4,D,01,D,2024,D
05689452,0,1.88000,2,110210,7,D,3,D,01,D,2024,D
05689452,0,10.10000,2,110410,1,D,4,D,01,D,2024,D
05689452,0,10.10000,2,110410,1,D,4,D,01,D,2024,D
05689452,0,10.10000,2,110410,1,D,4,D,01,D,2024,D
05689452,0,10.10000,2,110410,1,D,4,D,01,D,2024,D
05689452,0,10.10000,2,110410,1,D,4,D,01,D,2024,D
05689452,0,10.10000,2,110410,1,D,4,D,01,D,2024,D
05689452,0,10.10000,2,110410,7,D,3,D,01,D,2024,D
05689452,0,10.10000,2,110410,7,D,3,D,01,D,2024,D
05689452,0,10.10000,2,110410,7,D,3,D,01,D,2024,D
05689452,0,7.07000,2,110410,7,D,3,D,01,D,2024,D
05689452,0,5.85000,2,120110,1,D,4,D,01,D,2024,D
05689452,0,11.11000,2,120110,7,D,3,D,01,D,2024,D
05689452,0,3.83000,2,120210,7,D,3,D,01,D,2024,D
05689452,0,6.05000,2,120410,1,D,4,D,01,D,2024,D
05689452,0,5.55000,2,120410,1,D,4,D,01,D,2024,D
05689452,0,5.55000,2,120410,1,D,4,D,01,D,2024,D
05689452,0,3.53000,2,120410,1,D,4,D,01,D,2024,D
05689452,0,6.05000,2,120410,7,D,3,D,01,D,2024,D
05689452,0,3.53000,2,120410,7,D,3,D,01,D,2024,D
05689452,0,6.96000,2,150110,7,D,3,D,01,D,2024,D
05689452,0,8.89000,2,170520,1,D,4,D,01,D,2024,D
05689452,0,9.09000,2,180320,1,D,4,D,01,D,2024,D
05689452,0,9.09000,2,180611,1,D,4,D,01,D,2024,D
05689452,1,116.33986,1,270000,6,D,2,D,01,D,2024,D
05689452,0,10.10000,1,320903,7,D,3,D,01,D,2024,D
05689452,0,12.11000,2,330119,1,D,4,D,01,D,2024,D
05689452,0,13.13000,2,330510,1,D,4,D,01,D,2024,D
05689452,0,6.01000,2,330510,7,D,3,D,01,D,2024,D
05689452,0,4.87000,2,340110,1,D,4,D,01,D,2024,D
05689452,0,65.43000,1,470111,1,D,4,D,01,D,2024,D
05689452,0,272.85000,1,560210,1,D,4,D,01,D,2024,D
05689452,0,24.25000,2,610310,1,D,4,D,01,D,2024,D
05689452,0,5.05000,1,620221,4,D,7,D,01,D,2024,D
05689452,0,41.86000,2,640310,1,D,4,D,01,D,2024,D
05689452,0,36.99000,2,640310,1,D,4,D,01,D,2024,D
05689452,1,41.67865,1,650110,1,D,4,D,01,D,2024,D
05689452,1,18.97135,1,650210,1,D,4,D,01,D,2024,D
05689452,1,53.89014,1,690114,6,D,2,D,01,D,2024,D
05689471,0,5.08000,2,010210,7,D,2,D,01,D,2024,D
05689471,0,43.82000,2,020410,5,D,7,D,01,D,2024,D
05689471,0,3.55000,2,020610,3,D,5,D,01,D,2024,D
05689471,0,4.08000,2,100210,3,D,5,D,01,D,2024,D
05689471,0,12.78000,2,110410,2,D,4,D,01,D,2024,D
05689471,0,42.38000,2,190400,7,D,2,D,01,D,2024,D
05689471,0,7.25000,2,190400,7,D,2,D,01,D,2024,D
05689471,0,17.50000,2,190500,6,D,1,D,01,D,2024,D
05689471,0,32.60000,2,200119,3,D,5,D,01,D,2024,D
05689471,0,19.77000,2,200119,3,D,5,D,01,D,2024,D
05689471,0,6.73000,1,240120,4,D,6,D,01,D,2024,D
05689471,0,1.15000,1,240120,4,D,6,D,01,D,2024,D
05689471,0,1.68000,1,240120,4,D,6,D,01,D,2024,D
05689471,0,1.48000,1,240120,4,D,6,D,01,D,2024,D
05689471,0,2.68000,1,240120,4,D,6,D,01,D,2024,D
05689471,0,5.38000,1,240120,4,D,6,D,01,D,2024,D
05689471,0,335.04000,1,250210,1,D,3,D,01,D,2024,D
05689471,1,28.19668,1,250900,1,D,3,D,01,D,2024,D
05689471,1,104.23744,1,270000,1,D,3,D,01,D,2024,D
05689471,1,91.26084,1,270000,1,D,3,D,01,D,2024,D
05689471,1,70.47248,1,270210,1,D,3,D,01,D,2024,D
05689471,1,126.16842,1,270310,1,D,3,D,01,D,2024,D
05689471,0,85.19000,1,270410,1,D,3,D,01,D,2024,D
05689471,0,5.98000,2,320233,2,D,4,D,01,D,2024,D
05689471,0,5.08000,2,330410,2,D,4,D,01,D,2024,D
05689471,0,2.12000,2,330510,5,D,7,D,01,D,2024,D
05689471,0,2.60000,2,430130,7,D,2,D,01,D,2024,D
05689471,0,6.02000,2,430130,7,D,2,D,01,D,2024,D
05689471,0,30.49000,1,470111,4,D,6,D,01,D,2024,D
05689471,0,48.80000,1,470112,3,D,5,D,01,D,2024,D
05689471,0,60.00000,2,620926,2,D,4,D,01,D,2024,D
05689471,0,30.00000,2,620926,3,D,5,D,01,D,2024,D
05689471,0,20.00000,2,620926,4,D,6,D,01,D,2024,D
05689471,0,40.00000,2,620926,5,D,7,D,01,D,2024,D
05689471,0,9.59000,2,640219,7,D,2,D,01,D,2024,D
05689471,0,4.21000,2,640219,7,D,2,D,01,D,2024,D
05689471,0,16.01000,2,640310,7,D,2,D,01,D,2024,D
05689471,1,48.28414,1,690114,1,D,3,D,01,D,2024,D
05689472,0,1.83000,2,010320,6,D,1,D,01,D,2024,D
05689472,0,1.83000,2,010320,6,D,1,D,01,D,2024,D
05689472,0,2.23000,2,020310,6,D,1,D,01,D,2024,D
05689472,0,4.99000,2,020510,6,D,1,D,01,D,2024,D
05689472,0,3.45000,2,020510,7,D,2,D,01,D,2024,D
05689472,0,3.86000,2,020510,7,D,2,D,01,D,2024,D
05689472,0,6.72000,2,030110,6,D,1,D,01,D,2024,D
05689472,0,5.40000,2,050319,6,D,1,D,01,D,2024,D
05689472,0,10.14000,2,060119,6,D,1,D,01,D,2024,D
05689472,0,8.46000,2,060119,6,D,1,D,01,D,2024,D
05689472,0,5.40000,2,060310,6,D,1,D,01,D,2024,D
05689472,0,3.75000,2,100210,6,D,1,D,01,D,2024,D
05689472,0,4.08000,2,100210,7,D,2,D,01,D,2024,D
05689472,0,4.07000,2,100519,6,D,1,D,01,D,2024,D
05689472,0,4.06000,2,100519,7,D,2,D,01,D,2024,D
05689472,0,5.54000,2,110410,6,D,1,D,01,D,2024,D
05689472,0,7.76000,2,110410,6,D,1,D,01,D,2024,D
05689472,0,1.72000,2,120210,6,D,1,D,01,D,2024,D
05689472,0,0.82000,2,120310,6,D,1,D,01,D,2024,D
05689472,0,16.30000,2,140219,5,D,7,D,01,D,2024,D
05689472,0,16.30000,2,140219,5,D,7,D,01,D,2024,D
05689472,0,2.64000,2,140219,6,D,1,D,01,D,2024,D
05689472,0,1.82000,2,140219,6,D,1,D,01,D,2024,D
05689472,0,1.92000,2,140219,6,D,1,D,01,D,2024,D
05689472,0,2.23000,2,140219,6,D,1,D,01,D,2024,D
05689472,0,6.29000,2,150110,7,D,2,D,01,D,2024,D
05689472,0,20.39000,2,170319,7,D,2,D,01,D,2024,D
05689472,0,2.13000,2,180110,6,D,1,D,01,D,2024,D
05689472,0,1.92000,2,180110,6,D,1,D,01,D,2024,D
05689472,0,1.92000,2,180110,6,D,1,D,01,D,2024,D
05689472,0,5.12000,2,180410,6,D,1,D,01,D,2024,D
05689472,0,4.88000,2,180520,7,D,2,D,01,D,2024,D
05689472,0,3.36000,2,180710,6,D,1,D,01,D,2024,D
05689472,0,3.36000,2,180710,6,D,1,D,01,D,2024,D
05689472,0,4.67000,2,180710,6,D,1,D,01,D,2024,D
05689472,0,14.98000,2,190400,5,D,7,D,01,D,2024,D
05689472,0,8.19000,2,190400,5,D,7,D,01,D,2024,D
05689472,0,12.89000,2,190400,6,D,1,D,01,D,2024,D
05689472,0,10.68000,2,200119,5,D,7,D,01,D,2024,D
05689472,0,11.75000,2,200310,5,D,7,D,01,D,2024,D
05689472,0,13.84000,2,320233,7,D,2,D,01,D,2024,D
05689472,0,30.90000,1,470111,7,D,2,D,01,D,2024,D
05689472,0,48.00000,1,470112,5,D,7,D,01,D,2024,D
05689472,0,4.07000,2,610310,6,D,1,D,01,D,2024,D
05689472,0,4.77000,2,610310,7,D,2,D,01,D,2024,D
05689472,0,29.94000,1,610320,5,D,7,D,01,D,2024,D
05689472,0,158.01000,1,620410,5,D,7,D,01,D,2024,D
05689472,0,3.14000,2,640310,7,D,2,D,01,D,2024,D
05689481,0,3.99000,2,010210,5,D,1,D,01,D,2024,D
05689481,0,3.95000,2,010210,6,D,2,D,01,D,2024,D
05689481,0,2.85000,2,010310,1,D,4,D,01,D,2024,D
05689481,0,4.29000,2,020310,6,D,2,D,01,D,2024,D
05689481,0,2.99000,2,020510,6,D,2,D,01,D,2024,D
05689481,0,3.00000,2,020620,5,D,1,D,01,D,2024,D
05689481,0,3.49000,2,020820,6,D,2,D,01,D,2024,D
05689481,0,8.50000,2,030519,1,D,4,D,01,D,2024,D
05689481,0,3.00000,2,040119,1,D,4,D,01,D,2024,D
05689481,0,16.99000,2,060119,6,D,2,D,01,D,2024,D
05689481,0,5.49000,2,100119,5,D,1,D,01,D,2024,D
05689481,0,7.18000,2,100210,5,D,1,D,01,D,2024,D
05689481,0,1.63000,2,110210,5,D,1,D,01,D,2024,D
05689481,0,5.99000,2,110319,5,D,1,D,01,D,2024,D
05689481,0,5.99000,2,110319,5,D,1,D,01,D,2024,D
05689481,0,6.56000,2,110410,5,D,1,D,01,D,2024,D
05689481,0,2.99000,2,110410,5,D,1,D,01,D,2024,D
05689481,0,1.85000,2,110410,6,D,2,D,01,D,2024,D
05689481,0,5.37000,2,110410,6,D,2,D,01,D,2024,D
05689481,0,2.99000,2,110410,6,D,2,D,01,D,2024,D
05689481,0,7.57000,2,110410,6,D,2,D,01,D,2024,D
05689481,0,0.90000,2,120110,1,D,4,D,01,D,2024,D
05689481,0,2.75000,2,120410,1,D,4,D,01,D,2024,D
05689481,0,1.79000,2,120410,6,D,2,D,01,D,2024,D
05689481,0,1.89000,2,120410,6,D,2,D,01,D,2024,D
05689481,0,1.00000,2,140219,1,D,4,D,01,D,2024,D
05689481,0,1.69000,2,140219,1,D,4,D,01,D,2024,D
05689481,0,3.00000,2,150219,1,D,4,D,01,D,2024,D
05689481,0,29.94000,2,170539,5,D,1,D,01,D,2024,D
05689481,0,3.19000,2,180220,1,D,4,D,01,D,2024,D
05689481,0,2.89000,2,180310,6,D,2,D,01,D,2024,D
05689481,0,2.72000,2,180410,1,D,4,D,01,D,2024,D
05689481,0,1.75000,2,180510,1,D,4,D,01,D,2024,D
05689481,0,1.00000,2,180510,1,D,4,D,01,D,2024,D
05689481,0,7.16000,2,180510,5,D,1,D,01,D,2024,D
05689481,0,3.89000,2,180510,6,D,2,D,01,D,2024,D
05689481,0,1.69000,2,180510,6,D,2,D,01,D,2024,D
05689481,0,2.49000,2,180520,5,D,1,D,01,D,2024,D
05689481,0,8.00000,2,180611,5,D,1,D,01,D,2024,D
05689481,0,2.39000,2,180710,1,D,4,D,01,D,2024,D
05689481,0,7.77000,2,180710,5,D,1,D,01,D,2024,D
05689481,0,9.98000,2,180710,6,D,2,D,01,D,2024,D
05689481,0,16.49000,2,180710,6,D,2,D,01,D,2024,D
05689481,0,73.68000,1,470111,5,D,1,D,01,D,2024,D
05689481,0,33.99000,2,610310,6,D,2,D,01,D,2024,D
05689482,0,4.59000,2,010320,5,D,1,D,01,D,2024,D
05689482,0,5.29000,2,020310,2,D,5,D,01,D,2024,D
05689482,0,3.00000,2,020310,5,D,1,D,01,D,2024,D
05689482,0,7.99000,2,020410,2,D,5,D,01,D,2024,D
05689482,0,16.99000,2,060119,2,D,5,D,01,D,2024,D
05689482,0,3.79000,2,090110,5,D,1,D,01,D,2024,D
05689482,0,15.96000,2,100119,5,D,1,D,01,D,2024,D
05689482,0,6.00000,2,100210,5,D,1,D,01,D,2024,D
05689482,0,8.39000,2,100519,5,D,1,D,01,D,2024,D
05689482,0,1.90000,2,110210,2,D,5,D,01,D,2024,D
05689482,0,1.89000,2,110210,5,D,1,D,01,D,2024,D
05689482,0,4.99000,2,120110,5,D,1,D,01,D,2024,D
05689482,0,4.99000,2,120410,2,D,5,D,01,D,2024,D
05689482,0,3.51000,2,180410,2,D,5,D,01,D,2024,D
05689482,1,1.90000,2,180410,2,D,5,D,01,D,2024,D
05689482,0,5.96000,2,180510,2,D,5,D,01,D,2024,D
05689482,0,8.00000,2,180611,2,D,5,D,01,D,2024,D
05689482,0,13.98000,2,180710,2,D,5,D,01,D,2024,D
05689482,0,6.09000,2,330510,2,D,5,D,01,D,2024,D
05689482,0,4.28000,2,330510,5,D,1,D,01,D,2024,D
05689561,0,16.22000,1,004000,2,D,5,D,01,D,2024,D
05689561,0,2.33000,2,010320,4,D,7,D,01,D,2024,D
05689561,0,4.06000,2,020219,4,D,7,D,01,D,2024,D
05689561,0,5.09000,2,020610,4,D,7,D,01,D,2024,D
05689561,0,8.13000,2,020810,4,D,7,D,01,D,2024,D
05689561,0,7.04000,2,030110,4,D,7,D,01,D,2024,D
05689561,0,5.92000,2,030110,4,D,7,D,01,D,2024,D
05689561,0,5.28000,2,040119,4,D,7,D,01,D,2024,D
05689561,0,6.55000,2,050319,4,D,7,D,01,D,2024,D
05689561,0,7.51000,2,060119,4,D,7,D,01,D,2024,D
05689561,0,8.05000,2,070230,4,D,7,D,01,D,2024,D
05689561,0,3.04000,2,080110,4,D,7,D,01,D,2024,D
05689561,0,5.59000,2,090110,4,D,7,D,01,D,2024,D
05689561,0,2.03000,2,100210,4,D,7,D,01,D,2024,D
05689561,0,6.10000,2,100210,4,D,7,D,01,D,2024,D
05689561,0,5.08000,2,100410,4,D,7,D,01,D,2024,D
05689561,0,0.74000,2,110210,4,D,7,D,01,D,2024,D
05689561,0,2.00000,2,110410,4,D,7,D,01,D,2024,D
05689561,0,8.10000,2,110410,4,D,7,D,01,D,2024,D
05689561,0,5.08000,2,120110,4,D,7,D,01,D,2024,D
05689561,0,1.54000,2,120110,4,D,7,D,01,D,2024,D
05689561,0,4.06000,2,120310,4,D,7,D,01,D,2024,D
05689561,0,3.71000,2,120310,4,D,7,D,01,D,2024,D
05689561,0,0.38000,2,120410,4,D,7,D,01,D,2024,D
05689561,0,0.51000,2,120410,4,D,7,D,01,D,2024,D
05689561,0,1.87000,2,120410,4,D,7,D,01,D,2024,D
05689561,0,6.10000,2,120410,4,D,7,D,01,D,2024,D
05689561,0,3.03000,2,140219,4,D,7,D,01,D,2024,D
05689561,0,9.74000,2,170110,4,D,7,D,01,D,2024,D
05689561,0,5.42000,2,170210,4,D,7,D,01,D,2024,D
05689561,0,10.18000,2,180210,4,D,7,D,01,D,2024,D
05689561,0,2.84000,2,180310,4,D,7,D,01,D,2024,D
05689561,0,6.10000,2,180410,4,D,7,D,01,D,2024,D
05689561,0,2.84000,2,180510,4,D,7,D,01,D,2024,D
05689561,0,1.92000,2,180510,4,D,7,D,01,D,2024,D
05689561,0,6.60000,2,180710,4,D,7,D,01,D,2024,D
05689561,0,10.57000,2,190400,1,D,4,D,01,D,2024,D
05689561,0,9.75000,2,190400,2,D,5,D,01,D,2024,D
05689561,0,61.90000,2,190400,3,D,6,D,01,D,2024,D
05689561,0,11.29000,2,190400,6,D,2,D,01,D,2024,D
05689561,0,7.53000,2,190400,6,D,2,D,01,D,2024,D
05689561,0,14.36000,2,190400,7,D,3,D,01,D,2024,D
05689561,1,11.48000,2,190500,3,D,6,D,01,D,2024,D
05689561,0,30.33000,2,200219,4,D,7,D,01,D,2024,D
05689561,0,71.87000,1,470111,6,D,2,D,01,D,2024,D
05689561,0,36.67000,1,600900,3,D,6,D,01,D,2024,D
05689561,0,9.59000,2,610310,6,D,2,D,01,D,2024,D
05689561,0,64.93000,1,620111,1,D,4,D,01,D,2024,D
05689561,1,26.00000,2,790420,3,D,6,D,01,D,2024,D
05689562,0,32.44000,1,004190,3,D,6,D,02,D,2024,D
05689562,0,2110.62000,1,009000,3,D,6,D,02,D,2024,D
05689562,0,2.03000,2,010320,4,D,7,D,02,D,2024,D
05689562,0,4.06000,2,020219,4,D,7,D,02,D,2024,D
05689562,0,7.11000,2,020510,4,D,7,D,02,D,2024,D
05689562,0,3.55000,2,020810,4,D,7,D,02,D,2024,D
05689562,0,3.05000,2,040119,4,D,7,D,02,D,2024,D
05689562,0,6.11000,2,040119,4,D,7,D,02,D,2024,D
05689562,0,5.30000,2,060119,4,D,7,D,02,D,2024,D
05689562,0,5.94000,2,060119,4,D,7,D,02,D,2024,D
05689562,0,5.00000,2,060310,4,D,7,D,02,D,2024,D
05689562,0,5.08000,2,060310,4,D,7,D,02,D,2024,D
05689562,0,3.04000,2,080110,4,D,7,D,02,D,2024,D
05689562,0,4.06000,2,100119,4,D,7,D,02,D,2024,D
05689562,0,2.03000,2,100119,4,D,7,D,02,D,2024,D
05689562,0,3.55000,2,100210,4,D,7,D,02,D,2024,D
05689562,0,4.06000,2,100410,4,D,7,D,02,D,2024,D
05689562,0,4.57000,2,100519,4,D,7,D,02,D,2024,D
05689562,0,3.86000,2,100519,4,D,7,D,02,D,2024,D
05689562,0,1.33000,2,110210,4,D,7,D,02,D,2024,D
05689562,0,4.05000,2,110410,4,D,7,D,02,D,2024,D
05689562,0,1.87000,2,120110,4,D,7,D,02,D,2024,D
05689562,0,4.06000,2,120210,4,D,7,D,02,D,2024,D
05689562,0,3.35000,2,120310,4,D,7,D,02,D,2024,D
