NEWID,UCC,AMOUNT,IMPNUM,PUB_FLAG,AMOUNT_
05727522,900180,2307,4,1,NA
05727522,900180,2350,5,1,NA
05727522,900190,5000,1,1,NA
05727522,900190,5000,2,1,NA
05727522,900190,5000,3,1,NA
05727522,900190,5000,4,1,NA
05727522,900190,5000,5,1,NA
05727522,980000,181221,1,1,T
05727522,980000,181221,2,1,T
05727522,980000,181221,3,1,T
05727522,980000,181221,4,1,T
05727522,980000,181221,5,1,T
05727541,900000,144000,1,1,NA
05727541,900000,144000,2,1,NA
05727541,900000,144000,3,1,NA
05727541,900000,144000,4,1,NA
05727541,900000,144000,5,1,NA
05727541,900030,10436,1,1,NA
05727541,900030,10436,2,1,NA
05727541,900030,10436,3,1,NA
05727541,900030,10436,4,1,NA
05727541,900030,10436,5,1,NA
05727541,900180,121512,1,1,T
05727541,900180,121512,2,1,T
05727541,900180,121512,3,1,T
05727541,900180,121512,4,1,T
05727541,900180,121512,5,1,T
05727541,980000,275948,1,1,T
05727541,980000,275948,2,1,T
05727541,980000,275948,3,1,T
05727541,980000,275948,4,1,T
05727541,980000,275948,5,1,T
05727542,900000,144000,1,1,NA
05727542,900000,144000,2,1,NA
05727542,900000,144000,3,1,NA
05727542,900000,144000,4,1,NA
05727542,900000,144000,5,1,NA
05727542,900030,10436,1,1,NA
05727542,900030,10436,2,1,NA
05727542,900030,10436,3,1,NA
05727542,900030,10436,4,1,NA
05727542,900030,10436,5,1,NA
05727542,900180,121512,1,1,T
05727542,900180,121512,2,1,T
05727542,900180,121512,3,1,T
05727542,900180,121512,4,1,T
05727542,900180,121512,5,1,T
05727542,980000,275948,1,1,T
05727542,980000,275948,2,1,T
05727542,980000,275948,3,1,T
05727542,980000,275948,4,1,T
05727542,980000,275948,5,1,T
05727561,900000,90000,1,1,NA
05727561,900000,90000,2,1,NA
05727561,900000,90000,3,1,NA
05727561,900000,90000,4,1,NA
05727561,900000,90000,5,1,NA
05727561,980000,90000,1,1,NA
05727561,980000,90000,2,1,NA
05727561,980000,90000,3,1,NA
05727561,980000,90000,4,1,NA
05727561,980000,90000,5,1,NA
05727562,900000,90000,1,1,NA
05727562,900000,90000,2,1,NA
05727562,900000,90000,3,1,NA
05727562,900000,90000,4,1,NA
05727562,900000,90000,5,1,NA
05727562,980000,90000,1,1,NA
05727562,980000,90000,2,1,NA
05727562,980000,90000,3,1,NA
05727562,980000,90000,4,1,NA
05727562,980000,90000,5,1,NA
05727621,900000,74989,1,1,NA
05727621,900000,74166,2,1,NA
05727621,900000,73790,3,1,NA
05727621,900000,71825,4,1,NA
05727621,900000,75297,5,1,NA
05727621,900030,4990,1,1,NA
05727621,900030,4990,2,1,NA
05727621,900030,4990,3,1,NA
05727621,900030,4990,4,1,NA
05727621,900030,4990,5,1,NA
05727621,980000,79979,1,1,NA
05727621,980000,79156,2,1,NA
05727621,980000,78780,3,1,NA
05727621,980000,76815,4,1,NA
05727621,980000,80287,5,1,NA
05727622,900000,70608,1,1,NA
05727622,900000,69149,2,1,NA
05727622,900000,72777,3,1,NA
05727622,900000,77265,4,1,NA
05727622,900000,67970,5,1,NA
05727622,900030,4990,1,1,NA
05727622,900030,4990,2,1,NA
05727622,900030,4990,3,1,NA
05727622,900030,4990,4,1,NA
05727622,900030,4990,5,1,NA
05727622,980000,75598,1,1,NA
05727622,980000,74139,2,1,NA
05727622,980000,77767,3,1,NA
05727622,980000,82255,4,1,NA
05727622,980000,72960,5,1,NA
05727661,900000,7441,1,1,NA
05727661,900000,7441,2,1,NA
05727661,900000,7441,3,1,NA
05727661,900000,7441,4,1,NA
05727661,900000,7441,5,1,NA
05727661,900180,5,1,1,NA
05727661,900180,5,2,1,NA
05727661,900180,5,3,1,NA
05727661,900180,5,4,1,NA
05727661,900180,5,5,1,NA
05727661,900210,15432,1,1,NA
05727661,900210,15432,2,1,NA
05727661,900210,15432,3,1,NA
05727661,900210,15432,4,1,NA
05727661,900210,15432,5,1,NA
05727661,980000,22878,1,1,NA
05727661,980000,22878,2,1,NA
05727661,980000,22878,3,1,NA
05727661,980000,22878,4,1,NA
05727661,980000,22878,5,1,NA
05727662,900000,7441,1,1,NA
05727662,900000,7441,2,1,NA
05727662,900000,7441,3,1,NA
05727662,900000,7441,4,1,NA
05727662,900000,7441,5,1,NA
05727662,900180,5,1,1,NA
05727662,900180,5,2,1,NA
05727662,900180,5,3,1,NA
05727662,900180,5,4,1,NA
05727662,900180,5,5,1,NA
05727662,900210,15432,1,1,NA
05727662,900210,15432,2,1,NA
05727662,900210,15432,3,1,NA
05727662,900210,15432,4,1,NA
05727662,900210,15432,5,1,NA
05727662,980000,22878,1,1,NA
05727662,980000,22878,2,1,NA
05727662,980000,22878,3,1,NA
05727662,980000,22878,4,1,NA
05727662,980000,22878,5,1,NA
05727691,800940,4437,1,1,NA
05727691,800940,4437,2,1,NA
05727691,800940,4437,3,1,NA
05727691,800940,4437,4,1,NA
05727691,800940,4437,5,1,NA
05727691,900000,168000,1,1,NA
05727691,900000,168000,2,1,NA
05727691,900000,168000,3,1,NA
05727691,900000,168000,4,1,NA
05727691,900000,168000,5,1,NA
05727691,900160,1,1,1,NA
05727691,900160,1,2,1,NA
05727691,900160,1,3,1,NA
05727691,900160,1,4,1,NA
05727691,900160,1,5,1,NA
05727691,900180,1,1,1,NA
05727691,900180,1,2,1,NA
05727691,900180,1,3,1,NA
05727691,900180,1,4,1,NA
05727691,900180,1,5,1,NA
05727691,980000,168002,1,1,NA
05727691,980000,168002,2,1,NA
05727691,980000,168002,3,1,NA
05727691,980000,168002,4,1,NA
05727691,980000,168002,5,1,NA
05727692,800940,4437,1,1,NA
05727692,800940,4437,2,1,NA
05727692,800940,4437,3,1,NA
05727692,800940,4437,4,1,NA
05727692,800940,4437,5,1,NA
05727692,900000,168000,1,1,NA
05727692,900000,168000,2,1,NA
05727692,900000,168000,3,1,NA
05727692,900000,168000,4,1,NA
05727692,900000,168000,5,1,NA
05727692,900160,1,1,1,NA
05727692,900160,1,2,1,NA
05727692,900160,1,3,1,NA
05727692,900160,1,4,1,NA
05727692,900160,1,5,1,NA
05727692,900180,1,1,1,NA
05727692,900180,1,2,1,NA
05727692,900180,1,3,1,NA
05727692,900180,1,4,1,NA
05727692,900180,1,5,1,NA
05727692,980000,168002,1,1,NA
05727692,980000,168002,2,1,NA
05727692,980000,168002,3,1,NA
05727692,980000,168002,4,1,NA
05727692,980000,168002,5,1,NA
05727701,900000,125193,1,1,NA
05727701,900000,107069,2,1,NA
05727701,900000,146679,3,1,NA
05727701,900000,45801,4,1,NA
05727701,900000,213165,5,1,NA
05727701,980000,125193,1,1,NA
05727701,980000,107069,2,1,NA
05727701,980000,146679,3,1,NA
05727701,980000,45801,4,1,NA
05727701,980000,213165,5,1,NA
05727702,900000,125126,1,1,NA
05727702,900000,129152,2,1,NA
05727702,900000,91861,3,1,NA
05727702,900000,122391,4,1,NA
05727702,900000,29191,5,1,NA
05727702,980000,125126,1,1,NA
05727702,980000,129152,2,1,NA
05727702,980000,91861,3,1,NA
05727702,980000,122391,4,1,NA
05727702,980000,29191,5,1,NA
05727741,800940,17651,1,1,T
05727741,800940,17651,2,1,T
05727741,800940,17651,3,1,T
05727741,800940,17651,4,1,T
05727741,800940,17651,5,1,T
05727741,900000,80000,1,1,NA
05727741,900000,80000,2,1,NA
05727741,900000,80000,3,1,NA
05727741,900000,80000,4,1,NA
05727741,900000,80000,5,1,NA
05727741,900160,149584,1,1,T
05727741,900160,149584,2,1,T
05727741,900160,149584,3,1,T
05727741,900160,149584,4,1,T
05727741,900160,149584,5,1,T
05727741,980000,229584,1,1,T
05727741,980000,229584,2,1,T
05727741,980000,229584,3,1,T
05727741,980000,229584,4,1,T
05727741,980000,229584,5,1,T
05727742,800940,6489,1,1,NA
05727742,800940,9770,2,1,NA
05727742,800940,6120,3,1,NA
05727742,800940,6120,4,1,NA
05727742,800940,8210,5,1,NA
05727742,900000,80000,1,1,NA
05727742,900000,80000,2,1,NA
05727742,900000,80000,3,1,NA
05727742,900000,80000,4,1,NA
05727742,900000,80000,5,1,NA
05727742,900160,2412,1,1,NA
05727742,900160,23853,2,1,NA
05727742,900160,1,3,1,NA
05727742,900160,1,4,1,NA
05727742,900160,13658,5,1,NA
05727742,980000,82412,1,1,NA
05727742,980000,103853,2,1,NA
05727742,980000,80001,3,1,NA
05727742,980000,80001,4,1,NA
05727742,980000,93658,5,1,NA
05727751,900030,29864,1,1,NA
05727751,900030,29864,2,1,NA
05727751,900030,29864,3,1,NA
05727751,900030,29864,4,1,NA
05727751,900030,29864,5,1,NA
05727751,900170,6996,1,1,NA
05727751,900170,6996,2,1,NA
05727751,900170,6996,3,1,NA
05727751,900170,6996,4,1,NA
05727751,900170,6996,5,1,NA
05727751,900180,6030,1,1,NA
05727751,900180,7698,2,1,NA
05727751,900180,6455,3,1,NA
05727751,900180,9966,4,1,NA
05727751,900180,7889,5,1,NA
05727751,980000,42890,1,1,NA
05727751,980000,44558,2,1,NA
05727751,980000,43315,3,1,NA
05727751,980000,46826,4,1,NA
05727751,980000,44749,5,1,NA
05727752,900030,29864,1,1,NA
05727752,900030,29864,2,1,NA
05727752,900030,29864,3,1,NA
05727752,900030,29864,4,1,NA
05727752,900030,29864,5,1,NA
05727752,900170,6996,1,1,NA
05727752,900170,6996,2,1,NA
05727752,900170,6996,3,1,NA
05727752,900170,6996,4,1,NA
05727752,900170,6996,5,1,NA
05727752,900180,5108,1,1,NA
05727752,900180,9045,2,1,NA
05727752,900180,5982,3,1,NA
05727752,900180,5427,4,1,NA
05727752,900180,5881,5,1,NA
05727752,980000,41968,1,1,NA
05727752,980000,45905,2,1,NA
05727752,980000,42842,3,1,NA
05727752,980000,42287,4,1,NA
05727752,980000,42741,5,1,NA
05727861,900000,72000,1,1,NA
05727861,900000,72000,2,1,NA
05727861,900000,72000,3,1,NA
05727861,900000,72000,4,1,NA
05727861,900000,72000,5,1,NA
05727861,980000,72000,1,1,NA
05727861,980000,72000,2,1,NA
05727861,980000,72000,3,1,NA
05727861,980000,72000,4,1,NA
05727861,980000,72000,5,1,NA
05727862,900000,72000,1,1,NA
05727862,900000,72000,2,1,NA
05727862,900000,72000,3,1,NA
05727862,900000,72000,4,1,NA
05727862,900000,72000,5,1,NA
05727862,980000,72000,1,1,NA
05727862,980000,72000,2,1,NA
05727862,980000,72000,3,1,NA
05727862,980000,72000,4,1,NA
05727862,980000,72000,5,1,NA
05727871,900000,150000,1,1,NA
05727871,900000,150000,2,1,NA
05727871,900000,150000,3,1,NA
05727871,900000,150000,4,1,NA
05727871,900000,150000,5,1,NA
05727871,900030,18656,1,1,NA
05727871,900030,18656,2,1,NA
05727871,900030,18656,3,1,NA
05727871,900030,18656,4,1,NA
05727871,900030,18656,5,1,NA
05727871,980000,168656,1,1,NA
05727871,980000,168656,2,1,NA
05727871,980000,168656,3,1,NA
05727871,980000,168656,4,1,NA
05727871,980000,168656,5,1,NA
05727872,900000,150000,1,1,NA
05727872,900000,150000,2,1,NA
05727872,900000,150000,3,1,NA
05727872,900000,150000,4,1,NA
05727872,900000,150000,5,1,NA
05727872,900030,18656,1,1,NA
05727872,900030,18656,2,1,NA
05727872,900030,18656,3,1,NA
05727872,900030,18656,4,1,NA
05727872,900030,18656,5,1,NA
05727872,980000,168656,1,1,NA
05727872,980000,168656,2,1,NA
05727872,980000,168656,3,1,NA
05727872,980000,168656,4,1,NA
05727872,980000,168656,5,1,NA
05727891,900000,200000,1,1,NA
05727891,900000,200000,2,1,NA
05727891,900000,200000,3,1,NA
05727891,900000,200000,4,1,NA
05727891,900000,200000,5,1,NA
05727891,900180,400,1,1,NA
05727891,900180,400,2,1,NA
05727891,900180,400,3,1,NA
05727891,900180,400,4,1,NA
05727891,900180,400,5,1,NA
05727891,900190,5000,1,1,NA
05727891,900190,5000,2,1,NA
05727891,900190,5000,3,1,NA
05727891,900190,5000,4,1,NA
05727891,900190,5000,5,1,NA
05727891,980000,205400,1,1,NA
05727891,980000,205400,2,1,NA
05727891,980000,205400,3,1,NA
05727891,980000,205400,4,1,NA
05727891,980000,205400,5,1,NA
05727892,900000,200000,1,1,NA
05727892,900000,200000,2,1,NA
05727892,900000,200000,3,1,NA
05727892,900000,200000,4,1,NA
05727892,900000,200000,5,1,NA
05727892,900180,400,1,1,NA
05727892,900180,400,2,1,NA
05727892,900180,400,3,1,NA
05727892,900180,400,4,1,NA
05727892,900180,400,5,1,NA
05727892,900190,5000,1,1,NA
05727892,900190,5000,2,1,NA
05727892,900190,5000,3,1,NA
05727892,900190,5000,4,1,NA
05727892,900190,5000,5,1,NA
05727892,980000,205400,1,1,NA
05727892,980000,205400,2,1,NA
05727892,980000,205400,3,1,NA
05727892,980000,205400,4,1,NA
05727892,980000,205400,5,1,NA
05727961,900030,25784,1,1,NA
05727961,900030,42896,2,1,NA
05727961,900030,24296,3,1,NA
05727961,900030,31724,4,1,NA
05727961,900030,23804,5,1,NA
05727961,980000,25784,1,1,NA
05727961,980000,42896,2,1,NA
05727961,980000,24296,3,1,NA
05727961,980000,31724,4,1,NA
05727961,980000,23804,5,1,NA
05727962,900030,25784,1,1,NA
05727962,900030,29840,2,1,NA
05727962,900030,24128,3,1,NA
05727962,900030,43232,4,1,NA
05727962,900030,43880,5,1,NA
05727962,980000,25784,1,1,NA
05727962,980000,29840,2,1,NA
05727962,980000,24128,3,1,NA
05727962,980000,43232,4,1,NA
05727962,980000,43880,5,1,NA
05727991,900000,95635,1,1,NA
05727991,900000,65743,2,1,NA
05727991,900000,71856,3,1,NA
05727991,900000,55250,4,1,NA
05727991,900000,71450,5,1,NA
05727991,980000,95635,1,1,NA
05727991,980000,65743,2,1,NA
05727991,980000,71856,3,1,NA
05727991,980000,55250,4,1,NA
05727991,980000,71450,5,1,NA
05727992,900000,140058,1,1,NA
05727992,900000,49540,2,1,NA
05727992,900000,13437,3,1,NA
05727992,900000,55685,4,1,NA
05727992,900000,75623,5,1,NA
05727992,980000,140058,1,1,NA
05727992,980000,49540,2,1,NA
05727992,980000,13437,3,1,NA
05727992,980000,55685,4,1,NA
05727992,980000,75623,5,1,NA
05728041,800940,5508,1,1,NA
05728041,800940,5508,2,1,NA
05728041,800940,5508,3,1,NA
05728041,800940,5508,4,1,NA
05728041,800940,5508,5,1,NA
05728041,900000,70000,1,1,NA
05728041,900000,70000,2,1,NA
05728041,900000,70000,3,1,NA
05728041,900000,70000,4,1,NA
05728041,900000,70000,5,1,NA
05728041,900160,1000,1,1,NA
05728041,900160,1000,2,1,NA
05728041,900160,1000,3,1,NA
05728041,900160,1000,4,1,NA
05728041,900160,1000,5,1,NA
05728041,900210,11400,1,1,NA
05728041,900210,11400,2,1,NA
05728041,900210,11400,3,1,NA
05728041,900210,11400,4,1,NA
05728041,900210,11400,5,1,NA
05728041,980000,82400,1,1,NA
05728041,980000,82400,2,1,NA
05728041,980000,82400,3,1,NA
05728041,980000,82400,4,1,NA
05728041,980000,82400,5,1,NA
05728042,800940,5508,1,1,NA
05728042,800940,5508,2,1,NA
05728042,800940,5508,3,1,NA
05728042,800940,5508,4,1,NA
05728042,800940,5508,5,1,NA
05728042,900000,70000,1,1,NA
05728042,900000,70000,2,1,NA
05728042,900000,70000,3,1,NA
05728042,900000,70000,4,1,NA
05728042,900000,70000,5,1,NA
05728042,900160,1000,1,1,NA
05728042,900160,1000,2,1,NA
05728042,900160,1000,3,1,NA
05728042,900160,1000,4,1,NA
05728042,900160,1000,5,1,NA
05728042,900210,11400,1,1,NA
05728042,900210,11400,2,1,NA
05728042,900210,11400,3,1,NA
05728042,900210,11400,4,1,NA
05728042,900210,11400,5,1,NA
05728042,980000,82400,1,1,NA
05728042,980000,82400,2,1,NA
05728042,980000,82400,3,1,NA
05728042,980000,82400,4,1,NA
05728042,980000,82400,5,1,NA
05728051,900030,14280,1,1,NA
05728051,900030,14280,2,1,NA
05728051,900030,14280,3,1,NA
05728051,900030,14280,4,1,NA
05728051,900030,14280,5,1,NA
05728051,900150,276,1,1,NA
05728051,900150,276,2,1,NA
05728051,900150,276,3,1,NA
05728051,900150,276,4,1,NA
05728051,900150,276,5,1,NA
05728051,980000,14556,1,1,NA
05728051,980000,14556,2,1,NA
05728051,980000,14556,3,1,NA
05728051,980000,14556,4,1,NA
05728051,980000,14556,5,1,NA
05728052,900030,14280,1,1,NA
05728052,900030,14280,2,1,NA
05728052,900030,14280,3,1,NA
05728052,900030,14280,4,1,NA
05728052,900030,14280,5,1,NA
05728052,900150,276,1,1,NA
05728052,900150,276,2,1,NA
05728052,900150,276,3,1,NA
05728052,900150,276,4,1,NA
05728052,900150,276,5,1,NA
05728052,980000,14556,1,1,NA
05728052,980000,14556,2,1,NA
05728052,980000,14556,3,1,NA
05728052,980000,14556,4,1,NA
05728052,980000,14556,5,1,NA
05728061,900000,79720,1,1,NA
05728061,900000,77611,2,1,NA
05728061,900000,85278,3,1,NA
05728061,900000,78959,4,1,NA
05728061,900000,77489,5,1,NA
05728061,980000,79720,1,1,NA
05728061,980000,77611,2,1,NA
05728061,980000,85278,3,1,NA
05728061,980000,78959,4,1,NA
05728061,980000,77489,5,1,NA
05728062,900000,84082,1,1,NA
05728062,900000,80840,2,1,NA
05728062,900000,77050,3,1,NA
05728062,900000,83436,4,1,NA
05728062,900000,80963,5,1,NA
05728062,980000,84082,1,1,NA
05728062,980000,80840,2,1,NA
05728062,980000,77050,3,1,NA
05728062,980000,83436,4,1,NA
05728062,980000,80963,5,1,NA
05728071,900000,50000,1,1,NA
05728071,900000,50000,2,1,NA
05728071,900000,50000,3,1,NA
05728071,900000,50000,4,1,NA
05728071,900000,50000,5,1,NA
05728071,900210,4140,1,1,NA
05728071,900210,4140,2,1,NA
05728071,900210,4140,3,1,NA
05728071,900210,4140,4,1,NA
05728071,900210,4140,5,1,NA
05728071,980000,54140,1,1,NA
05728071,980000,54140,2,1,NA
05728071,980000,54140,3,1,NA
05728071,980000,54140,4,1,NA
05728071,980000,54140,5,1,NA
05728072,900000,50000,1,1,NA
05728072,900000,50000,2,1,NA
05728072,900000,50000,3,1,NA
05728072,900000,50000,4,1,NA
05728072,900000,50000,5,1,NA
05728072,900210,4140,1,1,NA
05728072,900210,4140,2,1,NA
05728072,900210,4140,3,1,NA
05728072,900210,4140,4,1,NA
05728072,900210,4140,5,1,NA
05728072,980000,54140,1,1,NA
05728072,980000,54140,2,1,NA
05728072,980000,54140,3,1,NA
05728072,980000,54140,4,1,NA
05728072,980000,54140,5,1,NA
05728081,900000,260000,1,1,NA
05728081,900000,260000,2,1,NA
05728081,900000,260000,3,1,NA
05728081,900000,260000,4,1,NA
05728081,900000,260000,5,1,NA
05728081,980000,260000,1,1,NA
05728081,980000,260000,2,1,NA
05728081,980000,260000,3,1,NA
05728081,980000,260000,4,1,NA
05728081,980000,260000,5,1,NA
05728082,900000,260000,1,1,NA
05728082,900000,260000,2,1,NA
05728082,900000,260000,3,1,NA
05728082,900000,260000,4,1,NA
05728082,900000,260000,5,1,NA
05728082,980000,260000,1,1,NA
05728082,980000,260000,2,1,NA
05728082,980000,260000,3,1,NA
05728082,980000,260000,4,1,NA
05728082,980000,260000,5,1,NA
05728091,900000,486271,1,1,T
05728091,900000,486271,2,1,T
05728091,900000,486271,3,1,T
05728091,900000,486271,4,1,T
05728091,900000,486271,5,1,T
05728091,900180,1,1,1,NA
05728091,900180,1,2,1,NA
05728091,900180,1,3,1,NA
05728091,900180,1,4,1,NA
05728091,900180,1,5,1,NA
05728091,980000,486272,1,1,T
05728091,980000,486272,2,1,T
05728091,980000,486272,3,1,T
05728091,980000,486272,4,1,T
05728091,980000,486272,5,1,T
05728092,900000,486271,1,1,T
05728092,900000,486271,2,1,T
05728092,900000,486271,3,1,T
05728092,900000,486271,4,1,T
05728092,900000,486271,5,1,T
05728092,900180,1,1,1,NA
05728092,900180,1,2,1,NA
05728092,900180,1,3,1,NA
05728092,900180,1,4,1,NA
05728092,900180,1,5,1,NA
05728092,980000,486272,1,1,T
05728092,980000,486272,2,1,T
05728092,980000,486272,3,1,T
05728092,980000,486272,4,1,T
05728092,980000,486272,5,1,T
05728111,900000,31391,1,1,NA
05728111,900000,175229,2,1,NA
05728111,900000,90046,3,1,NA
05728111,900000,107653,4,1,NA
05728111,900000,54920,5,1,NA
05728111,980000,31391,1,1,NA
05728111,980000,175229,2,1,NA
05728111,980000,90046,3,1,NA
05728111,980000,107653,4,1,NA
05728111,980000,54920,5,1,NA
05728112,900000,48713,1,1,NA
05728112,900000,162500,2,1,NA
05728112,900000,54046,3,1,NA
05728112,900000,64744,4,1,NA
05728112,900000,66723,5,1,NA
05728112,980000,48713,1,1,NA
05728112,980000,162500,2,1,NA
05728112,980000,54046,3,1,NA
05728112,980000,64744,4,1,NA
05728112,980000,66723,5,1,NA
05728121,900030,32952,1,1,NA
05728121,900030,43788,2,1,NA
05728121,900030,25812,3,1,NA
05728121,900030,22788,4,1,NA
05728121,900030,73140,5,1,NA
05728121,980000,32952,1,1,NA
05728121,980000,43788,2,1,NA
05728121,980000,25812,3,1,NA
05728121,980000,22788,4,1,NA
05728121,980000,73140,5,1,NA
05728122,900030,33936,1,1,NA
05728122,900030,34836,2,1,NA
05728122,900030,57720,3,1,NA
05728122,900030,34884,4,1,NA
05728122,900030,15480,5,1,NA
05728122,900150,7320,1,1,NA
05728122,900150,6468,2,1,NA
05728122,900150,1392,3,1,NA
05728122,900150,7536,4,1,NA
05728122,900150,216,5,1,NA
05728122,900170,97463,1,1,T
05728122,900170,97463,2,1,T
05728122,900170,97463,3,1,T
05728122,900170,97463,4,1,T
05728122,900170,97463,5,1,T
05728122,980000,137421,1,1,T
05728122,980000,137421,2,1,T
05728122,980000,137421,3,1,T
05728122,980000,137421,4,1,T
05728122,980000,137421,5,1,T
05728151,900030,37792,1,1,NA
05728151,900030,37792,2,1,NA
05728151,900030,37792,3,1,NA
05728151,900030,37792,4,1,NA
05728151,900030,37792,5,1,NA
05728151,900170,30000,1,1,NA
05728151,900170,30000,2,1,NA
05728151,900170,30000,3,1,NA
05728151,900170,30000,4,1,NA
05728151,900170,30000,5,1,NA
05728151,980000,67792,1,1,NA
05728151,980000,67792,2,1,NA
05728151,980000,67792,3,1,NA
05728151,980000,67792,4,1,NA
05728151,980000,67792,5,1,NA
05728152,900030,37792,1,1,NA
05728152,900030,37792,2,1,NA
05728152,900030,37792,3,1,NA
05728152,900030,37792,4,1,NA
05728152,900030,37792,5,1,NA
05728152,900170,30000,1,1,NA
05728152,900170,30000,2,1,NA
05728152,900170,30000,3,1,NA
05728152,900170,30000,4,1,NA
05728152,900170,30000,5,1,NA
05728152,980000,67792,1,1,NA
05728152,980000,67792,2,1,NA
05728152,980000,67792,3,1,NA
05728152,980000,67792,4,1,NA
05728152,980000,67792,5,1,NA
05728211,900000,236063,1,1,NA
05728211,900000,196914,2,1,NA
05728211,900000,200364,3,1,NA
05728211,900000,233784,4,1,NA
05728211,900000,236377,5,1,NA
05728211,980000,236063,1,1,NA
05728211,980000,196914,2,1,NA
05728211,980000,200364,3,1,NA
05728211,980000,233784,4,1,NA
05728211,980000,236377,5,1,NA
05728212,900000,402814,1,1,T
05728212,900000,402814,2,1,T
05728212,900000,402814,3,1,T
05728212,900000,402814,4,1,T
05728212,900000,402814,5,1,T
05728212,980000,402814,1,1,T
05728212,980000,402814,2,1,T
05728212,980000,402814,3,1,T
05728212,980000,402814,4,1,T
05728212,980000,402814,5,1,T
05728271,900000,120000,1,1,NA
05728271,900000,120000,2,1,NA
05728271,900000,120000,3,1,NA
05728271,900000,120000,4,1,NA
05728271,900000,120000,5,1,NA
05728271,900180,871,1,1,NA
05728271,900180,48,2,1,NA
05728271,900180,286,3,1,NA
05728271,900180,94,4,1,NA
05728271,900180,112,5,1,NA
05728271,980000,120871,1,1,NA
05728271,980000,120048,2,1,NA
05728271,980000,120286,3,1,NA
05728271,980000,120094,4,1,NA
05728271,980000,120112,5,1,NA
05728272,900000,120000,1,1,NA
05728272,900000,120000,2,1,NA
05728272,900000,120000,3,1,NA
05728272,900000,120000,4,1,NA
05728272,900000,120000,5,1,NA
05728272,900180,44,1,1,NA
05728272,900180,13,2,1,NA
05728272,900180,88,3,1,NA
05728272,900180,30,4,1,NA
05728272,900180,78,5,1,NA
05728272,980000,120044,1,1,NA
05728272,980000,120013,2,1,NA
05728272,980000,120088,3,1,NA
05728272,980000,120030,4,1,NA
05728272,980000,120078,5,1,NA
05728281,900030,70648,1,1,NA
05728281,900030,49792,2,1,NA
05728281,900030,61720,3,1,NA
05728281,900030,54160,4,1,NA
05728281,900030,56032,5,1,NA
05728281,900170,17037,1,1,NA
05728281,900170,15071,2,1,NA
05728281,900170,18474,3,1,NA
05728281,900170,15477,4,1,NA
05728281,900170,15903,5,1,NA
05728281,980000,87685,1,1,NA
05728281,980000,64863,2,1,NA
05728281,980000,80194,3,1,NA
05728281,980000,69637,4,1,NA
05728281,980000,71935,5,1,NA
05728282,900030,53524,1,1,NA
05728282,900030,57604,2,1,NA
05728282,900030,59320,3,1,NA
05728282,900030,57916,4,1,NA
05728282,900030,63940,5,1,NA
05728282,900170,19629,1,1,NA
05728282,900170,17836,2,1,NA
05728282,900170,15611,3,1,NA
05728282,900170,19167,4,1,NA
05728282,900170,18296,5,1,NA
05728282,980000,73153,1,1,NA
05728282,980000,75440,2,1,NA
05728282,980000,74931,3,1,NA
05728282,980000,77083,4,1,NA
05728282,980000,82236,5,1,NA
05728361,900000,177506,1,1,NA
05728361,900000,204640,2,1,NA
05728361,900000,185724,3,1,NA
05728361,900000,227758,4,1,NA
05728361,900000,213200,5,1,NA
05728361,980000,177506,1,1,NA
05728361,980000,204640,2,1,NA
05728361,980000,185724,3,1,NA
05728361,980000,227758,4,1,NA
05728361,980000,213200,5,1,NA
05728362,900000,470249,1,1,T
05728362,900000,470249,2,1,T
05728362,900000,470249,3,1,T
05728362,900000,470249,4,1,T
05728362,900000,470249,5,1,T
05728362,980000,470249,1,1,T
05728362,980000,470249,2,1,T
05728362,980000,470249,3,1,T
05728362,980000,470249,4,1,T
05728362,980000,470249,5,1,T
05728381,800940,7494,1,1,NA
05728381,800940,8495,2,1,NA
05728381,800940,7611,3,1,NA
05728381,800940,13709,4,1,NA
05728381,800940,6579,5,1,NA
05728381,900000,170200,1,1,NA
05728381,900000,170200,2,1,NA
05728381,900000,170200,3,1,NA
05728381,900000,170200,4,1,NA
05728381,900000,170200,5,1,NA
05728381,900160,5980,1,1,NA
05728381,900160,12523,2,1,NA
05728381,900160,6748,3,1,NA
05728381,900160,46599,4,1,NA
05728381,900160,1,5,1,NA
05728381,980000,176180,1,1,NA
05728381,980000,182723,2,1,NA
05728381,980000,176948,3,1,NA
05728381,980000,216799,4,1,NA
05728381,980000,170201,5,1,NA
05728382,800940,17651,1,1,T
05728382,800940,17651,2,1,T
05728382,800940,17651,3,1,T
05728382,800940,17651,4,1,T
05728382,800940,17651,5,1,T
05728382,900000,170200,1,1,NA
05728382,900000,170200,2,1,NA
05728382,900000,170200,3,1,NA
05728382,900000,170200,4,1,NA
05728382,900000,170200,5,1,NA
05728382,900160,28427,1,1,NA
05728382,900160,16773,2,1,NA
05728382,900160,80000,3,1,NA
05728382,900160,102082,4,1,NA
05728382,900160,4817,5,1,NA
05728382,980000,198627,1,1,NA
05728382,980000,186973,2,1,NA
05728382,980000,250200,3,1,NA
05728382,980000,272282,4,1,NA
05728382,980000,175017,5,1,NA
05728391,900000,150000,1,1,NA
05728391,900000,150000,2,1,NA
05728391,900000,150000,3,1,NA
05728391,900000,150000,4,1,NA
05728391,900000,150000,5,1,NA
05728391,980000,150000,1,1,NA
05728391,980000,150000,2,1,NA
05728391,980000,150000,3,1,NA
05728391,980000,150000,4,1,NA
