NEWID,UCC,AMOUNT,IMPNUM,PUB_FLAG,AMOUNT_
05874891,980000,160800,4,1,NA
05874891,980000,160800,5,1,NA
05874892,900000,160800,1,1,NA
05874892,900000,160800,2,1,NA
05874892,900000,160800,3,1,NA
05874892,900000,160800,4,1,NA
05874892,900000,160800,5,1,NA
05874892,980000,160800,1,1,NA
05874892,980000,160800,2,1,NA
05874892,980000,160800,3,1,NA
05874892,980000,160800,4,1,NA
05874892,980000,160800,5,1,NA
05874901,900000,40000,1,1,NA
05874901,900000,40000,2,1,NA
05874901,900000,40000,3,1,NA
05874901,900000,40000,4,1,NA
05874901,900000,40000,5,1,NA
05874901,900160,149584,1,1,T
05874901,900160,149584,2,1,T
05874901,900160,149584,3,1,T
05874901,900160,149584,4,1,T
05874901,900160,149584,5,1,T
05874901,980000,189584,1,1,T
05874901,980000,189584,2,1,T
05874901,980000,189584,3,1,T
05874901,980000,189584,4,1,T
05874901,980000,189584,5,1,T
05874902,900000,40000,1,1,NA
05874902,900000,40000,2,1,NA
05874902,900000,40000,3,1,NA
05874902,900000,40000,4,1,NA
05874902,900000,40000,5,1,NA
05874902,900160,149584,1,1,T
05874902,900160,149584,2,1,T
05874902,900160,149584,3,1,T
05874902,900160,149584,4,1,T
05874902,900160,149584,5,1,T
05874902,980000,189584,1,1,T
05874902,980000,189584,2,1,T
05874902,980000,189584,3,1,T
05874902,980000,189584,4,1,T
05874902,980000,189584,5,1,T
05874931,900000,233000,1,1,NA
05874931,900000,233000,2,1,NA
05874931,900000,233000,3,1,NA
05874931,900000,233000,4,1,NA
05874931,900000,233000,5,1,NA
05874931,900140,3000,1,1,NA
05874931,900140,3000,2,1,NA
05874931,900140,3000,3,1,NA
05874931,900140,3000,4,1,NA
05874931,900140,3000,5,1,NA
05874931,900180,5,1,1,NA
05874931,900180,5,2,1,NA
05874931,900180,5,3,1,NA
05874931,900180,5,4,1,NA
05874931,900180,5,5,1,NA
05874931,980000,236005,1,1,NA
05874931,980000,236005,2,1,NA
05874931,980000,236005,3,1,NA
05874931,980000,236005,4,1,NA
05874931,980000,236005,5,1,NA
05874932,900000,233000,1,1,NA
05874932,900000,233000,2,1,NA
05874932,900000,233000,3,1,NA
05874932,900000,233000,4,1,NA
05874932,900000,233000,5,1,NA
05874932,900140,3000,1,1,NA
05874932,900140,3000,2,1,NA
05874932,900140,3000,3,1,NA
05874932,900140,3000,4,1,NA
05874932,900140,3000,5,1,NA
05874932,900180,5,1,1,NA
05874932,900180,5,2,1,NA
05874932,900180,5,3,1,NA
05874932,900180,5,4,1,NA
05874932,900180,5,5,1,NA
05874932,980000,236005,1,1,NA
05874932,980000,236005,2,1,NA
05874932,980000,236005,3,1,NA
05874932,980000,236005,4,1,NA
05874932,980000,236005,5,1,NA
05874951,900030,13684,1,1,NA
05874951,900030,13684,2,1,NA
05874951,900030,13684,3,1,NA
05874951,900030,13684,4,1,NA
05874951,900030,13684,5,1,NA
05874951,900170,100000,1,1,NA
05874951,900170,100000,2,1,NA
05874951,900170,100000,3,1,NA
05874951,900170,100000,4,1,NA
05874951,900170,100000,5,1,NA
05874951,900190,30000,1,1,NA
05874951,900190,30000,2,1,NA
05874951,900190,30000,3,1,NA
05874951,900190,30000,4,1,NA
05874951,900190,30000,5,1,NA
05874951,980000,143684,1,1,NA
05874951,980000,143684,2,1,NA
05874951,980000,143684,3,1,NA
05874951,980000,143684,4,1,NA
05874951,980000,143684,5,1,NA
05874952,900030,13684,1,1,NA
05874952,900030,13684,2,1,NA
05874952,900030,13684,3,1,NA
05874952,900030,13684,4,1,NA
05874952,900030,13684,5,1,NA
05874952,900170,100000,1,1,NA
05874952,900170,100000,2,1,NA
05874952,900170,100000,3,1,NA
05874952,900170,100000,4,1,NA
05874952,900170,100000,5,1,NA
05874952,900190,30000,1,1,NA
05874952,900190,30000,2,1,NA
05874952,900190,30000,3,1,NA
05874952,900190,30000,4,1,NA
05874952,900190,30000,5,1,NA
05874952,980000,143684,1,1,NA
05874952,980000,143684,2,1,NA
05874952,980000,143684,3,1,NA
05874952,980000,143684,4,1,NA
05874952,980000,143684,5,1,NA
05874971,900000,120000,1,1,NA
05874971,900000,120000,2,1,NA
05874971,900000,120000,3,1,NA
05874971,900000,120000,4,1,NA
05874971,900000,120000,5,1,NA
05874971,980000,120000,1,1,NA
05874971,980000,120000,2,1,NA
05874971,980000,120000,3,1,NA
05874971,980000,120000,4,1,NA
05874971,980000,120000,5,1,NA
05874972,900000,120000,1,1,NA
05874972,900000,120000,2,1,NA
05874972,900000,120000,3,1,NA
05874972,900000,120000,4,1,NA
05874972,900000,120000,5,1,NA
05874972,980000,120000,1,1,NA
05874972,980000,120000,2,1,NA
05874972,980000,120000,3,1,NA
05874972,980000,120000,4,1,NA
05874972,980000,120000,5,1,NA
05874981,900120,279,1,1,NA
05874981,900120,553,2,1,NA
05874981,900120,174,3,1,NA
05874981,900120,131,4,1,NA
05874981,900120,225,5,1,NA
05874981,900150,2400,1,1,NA
05874981,900150,2400,2,1,NA
05874981,900150,2400,3,1,NA
05874981,900150,2400,4,1,NA
05874981,900150,2400,5,1,NA
05874981,980000,2679,1,1,NA
05874981,980000,2953,2,1,NA
05874981,980000,2574,3,1,NA
05874981,980000,2531,4,1,NA
05874981,980000,2625,5,1,NA
05874982,900120,16,1,1,NA
05874982,900120,256,2,1,NA
05874982,900120,2537,3,1,NA
05874982,900120,297,4,1,NA
05874982,900120,482,5,1,NA
05874982,900150,2400,1,1,NA
05874982,900150,2400,2,1,NA
05874982,900150,2400,3,1,NA
05874982,900150,2400,4,1,NA
05874982,900150,2400,5,1,NA
05874982,980000,2416,1,1,NA
05874982,980000,2656,2,1,NA
05874982,980000,4937,3,1,NA
05874982,980000,2697,4,1,NA
05874982,980000,2882,5,1,NA
05874991,900030,15584,1,1,NA
05874991,900030,15584,2,1,NA
05874991,900030,15584,3,1,NA
05874991,900030,15584,4,1,NA
05874991,900030,15584,5,1,NA
05874991,900160,10000,1,1,NA
05874991,900160,10000,2,1,NA
05874991,900160,10000,3,1,NA
05874991,900160,10000,4,1,NA
05874991,900160,10000,5,1,NA
05874991,980000,25584,1,1,NA
05874991,980000,25584,2,1,NA
05874991,980000,25584,3,1,NA
05874991,980000,25584,4,1,NA
05874991,980000,25584,5,1,NA
05874992,900030,15584,1,1,NA
05874992,900030,15584,2,1,NA
05874992,900030,15584,3,1,NA
05874992,900030,15584,4,1,NA
05874992,900030,15584,5,1,NA
05874992,900160,10000,1,1,NA
05874992,900160,10000,2,1,NA
05874992,900160,10000,3,1,NA
05874992,900160,10000,4,1,NA
05874992,900160,10000,5,1,NA
05874992,980000,25584,1,1,NA
05874992,980000,25584,2,1,NA
05874992,980000,25584,3,1,NA
05874992,980000,25584,4,1,NA
05874992,980000,25584,5,1,NA
05875001,900000,80000,1,1,NA
05875001,900000,80000,2,1,NA
05875001,900000,80000,3,1,NA
05875001,900000,80000,4,1,NA
05875001,900000,80000,5,1,NA
05875001,980000,80000,1,1,NA
05875001,980000,80000,2,1,NA
05875001,980000,80000,3,1,NA
05875001,980000,80000,4,1,NA
05875001,980000,80000,5,1,NA
05875002,900000,80000,1,1,NA
05875002,900000,80000,2,1,NA
05875002,900000,80000,3,1,NA
05875002,900000,80000,4,1,NA
05875002,900000,80000,5,1,NA
05875002,980000,80000,1,1,NA
05875002,980000,80000,2,1,NA
05875002,980000,80000,3,1,NA
05875002,980000,80000,4,1,NA
05875002,980000,80000,5,1,NA
05875011,800940,7736,1,1,NA
05875011,800940,8135,2,1,NA
05875011,800940,8033,3,1,NA
05875011,800940,7894,4,1,NA
05875011,800940,7943,5,1,NA
05875011,900000,104110,1,1,NA
05875011,900000,102758,2,1,NA
05875011,900000,101936,3,1,NA
05875011,900000,103241,4,1,NA
05875011,900000,95515,5,1,NA
05875011,900160,30000,1,1,NA
05875011,900160,30000,2,1,NA
05875011,900160,30000,3,1,NA
05875011,900160,30000,4,1,NA
05875011,900160,30000,5,1,NA
05875011,980000,134110,1,1,NA
05875011,980000,132758,2,1,NA
05875011,980000,131936,3,1,NA
05875011,980000,133241,4,1,NA
05875011,980000,125515,5,1,NA
05875012,800940,8261,1,1,NA
05875012,800940,8271,2,1,NA
05875012,800940,8186,3,1,NA
05875012,800940,8380,4,1,NA
05875012,800940,8103,5,1,NA
05875012,900000,111843,1,1,NA
05875012,900000,108825,2,1,NA
05875012,900000,97102,3,1,NA
05875012,900000,105749,4,1,NA
05875012,900000,107432,5,1,NA
05875012,900160,30000,1,1,NA
05875012,900160,30000,2,1,NA
05875012,900160,30000,3,1,NA
05875012,900160,30000,4,1,NA
05875012,900160,30000,5,1,NA
05875012,980000,141843,1,1,NA
05875012,980000,138825,2,1,NA
05875012,980000,127102,3,1,NA
05875012,980000,135749,4,1,NA
05875012,980000,137432,5,1,NA
05875061,800940,17651,1,1,T
05875061,800940,17651,2,1,T
05875061,800940,17651,3,1,T
05875061,800940,17651,4,1,T
05875061,800940,17651,5,1,T
05875061,900000,80000,1,1,NA
05875061,900000,80000,2,1,NA
05875061,900000,80000,3,1,NA
05875061,900000,80000,4,1,NA
05875061,900000,80000,5,1,NA
05875061,900160,13907,1,1,NA
05875061,900160,100000,2,1,NA
05875061,900160,30442,3,1,NA
05875061,900160,12214,4,1,NA
05875061,900160,1,5,1,NA
05875061,980000,93907,1,1,NA
05875061,980000,180000,2,1,NA
05875061,980000,110442,3,1,NA
05875061,980000,92214,4,1,NA
05875061,980000,80001,5,1,NA
05875062,800940,17651,1,1,T
05875062,800940,17651,2,1,T
05875062,800940,17651,3,1,T
05875062,800940,17651,4,1,T
05875062,800940,17651,5,1,T
05875062,900000,80000,1,1,NA
05875062,900000,80000,2,1,NA
05875062,900000,80000,3,1,NA
05875062,900000,80000,4,1,NA
05875062,900000,80000,5,1,NA
05875062,900160,30629,1,1,NA
05875062,900160,14445,2,1,NA
05875062,900160,95139,3,1,NA
05875062,900160,7614,4,1,NA
05875062,900160,22971,5,1,NA
05875062,980000,110629,1,1,NA
05875062,980000,94445,2,1,NA
05875062,980000,175139,3,1,NA
05875062,980000,87614,4,1,NA
05875062,980000,102971,5,1,NA
05875071,900030,57544,1,1,NA
05875071,900030,57544,2,1,NA
05875071,900030,57544,3,1,NA
05875071,900030,57544,4,1,NA
05875071,900030,57544,5,1,NA
05875071,900170,47000,1,1,NA
05875071,900170,47000,2,1,NA
05875071,900170,47000,3,1,NA
05875071,900170,47000,4,1,NA
05875071,900170,47000,5,1,NA
05875071,900180,288,1,1,NA
05875071,900180,288,2,1,NA
05875071,900180,288,3,1,NA
05875071,900180,288,4,1,NA
05875071,900180,288,5,1,NA
05875071,980000,104832,1,1,NA
05875071,980000,104832,2,1,NA
05875071,980000,104832,3,1,NA
05875071,980000,104832,4,1,NA
05875071,980000,104832,5,1,NA
05875072,900030,57544,1,1,NA
05875072,900030,57544,2,1,NA
05875072,900030,57544,3,1,NA
05875072,900030,57544,4,1,NA
05875072,900030,57544,5,1,NA
05875072,900170,47000,1,1,NA
05875072,900170,47000,2,1,NA
05875072,900170,47000,3,1,NA
05875072,900170,47000,4,1,NA
05875072,900170,47000,5,1,NA
05875072,900180,288,1,1,NA
05875072,900180,288,2,1,NA
05875072,900180,288,3,1,NA
05875072,900180,288,4,1,NA
05875072,900180,288,5,1,NA
05875072,980000,104832,1,1,NA
05875072,980000,104832,2,1,NA
05875072,980000,104832,3,1,NA
05875072,980000,104832,4,1,NA
05875072,980000,104832,5,1,NA
05875081,900030,53320,1,1,NA
05875081,900030,53320,2,1,NA
05875081,900030,53320,3,1,NA
05875081,900030,53320,4,1,NA
05875081,900030,53320,5,1,NA
05875081,900090,943,1,1,NA
05875081,900090,943,2,1,NA
05875081,900090,943,3,1,NA
05875081,900090,943,4,1,NA
05875081,900090,943,5,1,NA
05875081,900170,200,1,1,NA
05875081,900170,200,2,1,NA
05875081,900170,200,3,1,NA
05875081,900170,200,4,1,NA
05875081,900170,200,5,1,NA
05875081,980000,54463,1,1,NA
05875081,980000,54463,2,1,NA
05875081,980000,54463,3,1,NA
05875081,980000,54463,4,1,NA
05875081,980000,54463,5,1,NA
05875082,900030,53320,1,1,NA
05875082,900030,53320,2,1,NA
05875082,900030,53320,3,1,NA
05875082,900030,53320,4,1,NA
05875082,900030,53320,5,1,NA
05875082,900090,943,1,1,NA
05875082,900090,943,2,1,NA
05875082,900090,943,3,1,NA
05875082,900090,943,4,1,NA
05875082,900090,943,5,1,NA
05875082,900170,200,1,1,NA
05875082,900170,200,2,1,NA
05875082,900170,200,3,1,NA
05875082,900170,200,4,1,NA
05875082,900170,200,5,1,NA
05875082,980000,54463,1,1,NA
05875082,980000,54463,2,1,NA
05875082,980000,54463,3,1,NA
05875082,980000,54463,4,1,NA
05875082,980000,54463,5,1,NA
05875101,900000,140000,1,1,NA
05875101,900000,140000,2,1,NA
05875101,900000,140000,3,1,NA
05875101,900000,140000,4,1,NA
05875101,900000,140000,5,1,NA
05875101,980000,140000,1,1,NA
05875101,980000,140000,2,1,NA
05875101,980000,140000,3,1,NA
05875101,980000,140000,4,1,NA
05875101,980000,140000,5,1,NA
05875102,900000,140000,1,1,NA
05875102,900000,140000,2,1,NA
05875102,900000,140000,3,1,NA
05875102,900000,140000,4,1,NA
05875102,900000,140000,5,1,NA
05875102,980000,140000,1,1,NA
05875102,980000,140000,2,1,NA
05875102,980000,140000,3,1,NA
05875102,980000,140000,4,1,NA
05875102,980000,140000,5,1,NA
05875191,900000,125338,1,1,NA
05875191,900000,127824,2,1,NA
05875191,900000,129041,3,1,NA
05875191,900000,127338,4,1,NA
05875191,900000,125893,5,1,NA
05875191,980000,125338,1,1,NA
05875191,980000,127824,2,1,NA
05875191,980000,129041,3,1,NA
05875191,980000,127338,4,1,NA
05875191,980000,125893,5,1,NA
05875192,900000,128005,1,1,NA
05875192,900000,128690,2,1,NA
05875192,900000,122316,3,1,NA
05875192,900000,129699,4,1,NA
05875192,900000,123942,5,1,NA
05875192,980000,128005,1,1,NA
05875192,980000,128690,2,1,NA
05875192,980000,122316,3,1,NA
05875192,980000,129699,4,1,NA
05875192,980000,123942,5,1,NA
05875242,900000,133120,1,1,NA
05875242,900000,133120,2,1,NA
05875242,900000,133120,3,1,NA
05875242,900000,133120,4,1,NA
05875242,900000,133120,5,1,NA
05875242,900180,1,1,1,NA
05875242,900180,1,2,1,NA
05875242,900180,1,3,1,NA
05875242,900180,1,4,1,NA
05875242,900180,1,5,1,NA
05875242,980000,133121,1,1,NA
05875242,980000,133121,2,1,NA
05875242,980000,133121,3,1,NA
05875242,980000,133121,4,1,NA
05875242,980000,133121,5,1,NA
05875271,900030,43744,1,1,NA
05875271,900030,43744,2,1,NA
05875271,900030,43744,3,1,NA
05875271,900030,43744,4,1,NA
05875271,900030,43744,5,1,NA
05875271,900170,595,1,1,NA
05875271,900170,595,2,1,NA
05875271,900170,595,3,1,NA
05875271,900170,595,4,1,NA
05875271,900170,595,5,1,NA
05875271,900180,309,1,1,NA
05875271,900180,309,2,1,NA
05875271,900180,309,3,1,NA
05875271,900180,309,4,1,NA
05875271,900180,309,5,1,NA
05875271,980000,44648,1,1,NA
05875271,980000,44648,2,1,NA
05875271,980000,44648,3,1,NA
05875271,980000,44648,4,1,NA
05875271,980000,44648,5,1,NA
05875272,900030,43744,1,1,NA
05875272,900030,43744,2,1,NA
05875272,900030,43744,3,1,NA
05875272,900030,43744,4,1,NA
05875272,900030,43744,5,1,NA
05875272,900170,595,1,1,NA
05875272,900170,595,2,1,NA
05875272,900170,595,3,1,NA
05875272,900170,595,4,1,NA
05875272,900170,595,5,1,NA
05875272,900180,309,1,1,NA
05875272,900180,309,2,1,NA
05875272,900180,309,3,1,NA
05875272,900180,309,4,1,NA
05875272,900180,309,5,1,NA
05875272,980000,44648,1,1,NA
05875272,980000,44648,2,1,NA
05875272,980000,44648,3,1,NA
05875272,980000,44648,4,1,NA
05875272,980000,44648,5,1,NA
05875281,900030,64192,1,1,NA
05875281,900030,64192,2,1,NA
05875281,900030,64192,3,1,NA
05875281,900030,64192,4,1,NA
05875281,900030,64192,5,1,NA
05875281,980000,64192,1,1,NA
05875281,980000,64192,2,1,NA
05875281,980000,64192,3,1,NA
05875281,980000,64192,4,1,NA
05875281,980000,64192,5,1,NA
05875282,900030,64192,1,1,NA
05875282,900030,64192,2,1,NA
05875282,900030,64192,3,1,NA
05875282,900030,64192,4,1,NA
05875282,900030,64192,5,1,NA
05875282,980000,64192,1,1,NA
05875282,980000,64192,2,1,NA
05875282,980000,64192,3,1,NA
05875282,980000,64192,4,1,NA
05875282,980000,64192,5,1,NA
05875301,900030,41416,1,1,NA
05875301,900030,41416,2,1,NA
05875301,900030,41416,3,1,NA
05875301,900030,41416,4,1,NA
05875301,900030,41416,5,1,NA
05875301,900180,38000,1,1,NA
05875301,900180,38000,2,1,NA
05875301,900180,38000,3,1,NA
05875301,900180,38000,4,1,NA
05875301,900180,38000,5,1,NA
05875301,980000,79416,1,1,NA
05875301,980000,79416,2,1,NA
05875301,980000,79416,3,1,NA
05875301,980000,79416,4,1,NA
05875301,980000,79416,5,1,NA
05875302,900030,41416,1,1,NA
05875302,900030,41416,2,1,NA
05875302,900030,41416,3,1,NA
05875302,900030,41416,4,1,NA
05875302,900030,41416,5,1,NA
05875302,900180,38000,1,1,NA
05875302,900180,38000,2,1,NA
05875302,900180,38000,3,1,NA
05875302,900180,38000,4,1,NA
05875302,900180,38000,5,1,NA
05875302,980000,79416,1,1,NA
05875302,980000,79416,2,1,NA
05875302,980000,79416,3,1,NA
05875302,980000,79416,4,1,NA
05875302,980000,79416,5,1,NA
05875331,900030,17816,1,1,NA
05875331,900030,17816,2,1,NA
05875331,900030,17816,3,1,NA
05875331,900030,17816,4,1,NA
05875331,900030,17816,5,1,NA
05875331,900150,2160,1,1,NA
05875331,900150,2160,2,1,NA
05875331,900150,2160,3,1,NA
05875331,900150,2160,4,1,NA
05875331,900150,2160,5,1,NA
05875331,980000,19976,1,1,NA
05875331,980000,19976,2,1,NA
05875331,980000,19976,3,1,NA
05875331,980000,19976,4,1,NA
05875331,980000,19976,5,1,NA
05875332,900030,17816,1,1,NA
05875332,900030,17816,2,1,NA
05875332,900030,17816,3,1,NA
05875332,900030,17816,4,1,NA
05875332,900030,17816,5,1,NA
05875332,900150,2160,1,1,NA
05875332,900150,2160,2,1,NA
05875332,900150,2160,3,1,NA
05875332,900150,2160,4,1,NA
05875332,900150,2160,5,1,NA
05875332,980000,19976,1,1,NA
05875332,980000,19976,2,1,NA
05875332,980000,19976,3,1,NA
05875332,980000,19976,4,1,NA
05875332,980000,19976,5,1,NA
05875351,900000,20000,1,1,NA
05875351,900000,20000,2,1,NA
05875351,900000,20000,3,1,NA
05875351,900000,20000,4,1,NA
05875351,900000,20000,5,1,NA
05875351,900030,24572,1,1,NA
05875351,900030,24572,2,1,NA
05875351,900030,24572,3,1,NA
05875351,900030,24572,4,1,NA
05875351,900030,24572,5,1,NA
05875351,900140,6000,1,1,NA
05875351,900140,6000,2,1,NA
05875351,900140,6000,3,1,NA
05875351,900140,6000,4,1,NA
05875351,900140,6000,5,1,NA
05875351,900170,4778,1,1,NA
05875351,900170,4778,2,1,NA
05875351,900170,4778,3,1,NA
05875351,900170,4778,4,1,NA
05875351,900170,4778,5,1,NA
05875351,980000,55350,1,1,NA
05875351,980000,55350,2,1,NA
05875351,980000,55350,3,1,NA
05875351,980000,55350,4,1,NA
05875351,980000,55350,5,1,NA
05875352,900000,20000,1,1,NA
05875352,900000,20000,2,1,NA
05875352,900000,20000,3,1,NA
05875352,900000,20000,4,1,NA
05875352,900000,20000,5,1,NA
05875352,900030,24572,1,1,NA
05875352,900030,24572,2,1,NA
05875352,900030,24572,3,1,NA
05875352,900030,24572,4,1,NA
05875352,900030,24572,5,1,NA
05875352,900140,6000,1,1,NA
05875352,900140,6000,2,1,NA
05875352,900140,6000,3,1,NA
05875352,900140,6000,4,1,NA
05875352,900140,6000,5,1,NA
05875352,900170,4778,1,1,NA
05875352,900170,4778,2,1,NA
05875352,900170,4778,3,1,NA
05875352,900170,4778,4,1,NA
05875352,900170,4778,5,1,NA
05875352,980000,55350,1,1,NA
05875352,980000,55350,2,1,NA
05875352,980000,55350,3,1,NA
05875352,980000,55350,4,1,NA
05875352,980000,55350,5,1,NA
05875441,900030,27896,1,1,NA
05875441,900030,27896,2,1,NA
05875441,900030,27896,3,1,NA
05875441,900030,27896,4,1,NA
05875441,900030,27896,5,1,NA
05875441,900180,320,1,1,NA
05875441,900180,320,2,1,NA
05875441,900180,320,3,1,NA
05875441,900180,320,4,1,NA
05875441,900180,320,5,1,NA
05875441,980000,28216,1,1,NA
05875441,980000,28216,2,1,NA
05875441,980000,28216,3,1,NA
05875441,980000,28216,4,1,NA
05875441,980000,28216,5,1,NA
05875442,900030,27896,1,1,NA
05875442,900030,27896,2,1,NA
05875442,900030,27896,3,1,NA
05875442,900030,27896,4,1,NA
05875442,900030,27896,5,1,NA
05875442,900180,320,1,1,NA
05875442,900180,320,2,1,NA
05875442,900180,320,3,1,NA
05875442,900180,320,4,1,NA
05875442,900180,320,5,1,NA
05875442,980000,28216,1,1,NA
05875442,980000,28216,2,1,NA
05875442,980000,28216,3,1,NA
05875442,980000,28216,4,1,NA
05875442,980000,28216,5,1,NA
05875472,900030,31312,1,1,NA
05875472,900030,31312,2,1,NA
05875472,900030,31312,3,1,NA
05875472,900030,31312,4,1,NA
05875472,900030,31312,5,1,NA
05875472,900170,939,1,1,NA
05875472,900170,939,2,1,NA
05875472,900170,939,3,1,NA
05875472,900170,939,4,1,NA
05875472,900170,939,5,1,NA
05875472,980000,32251,1,1,NA
05875472,980000,32251,2,1,NA
05875472,980000,32251,3,1,NA
05875472,980000,32251,4,1,NA
05875472,980000,32251,5,1,NA
05875531,900000,95000,1,1,NA
05875531,900000,95000,2,1,NA
05875531,900000,95000,3,1,NA
05875531,900000,95000,4,1,NA
05875531,900000,95000,5,1,NA
05875531,980000,95000,1,1,NA
05875531,980000,95000,2,1,NA
05875531,980000,95000,3,1,NA
05875531,980000,95000,4,1,NA
05875531,980000,95000,5,1,NA
05875532,900000,95000,1,1,NA
05875532,900000,95000,2,1,NA
05875532,900000,95000,3,1,NA
05875532,900000,95000,4,1,NA
05875532,900000,95000,5,1,NA
05875532,980000,95000,1,1,NA
05875532,980000,95000,2,1,NA
05875532,980000,95000,3,1,NA
05875532,980000,95000,4,1,NA
05875532,980000,95000,5,1,NA
05875561,900000,315000,1,1,NA
05875561,900000,315000,2,1,NA
05875561,900000,315000,3,1,NA
05875561,900000,315000,4,1,NA
05875561,900000,315000,5,1,NA
05875561,980000,315000,1,1,NA
05875561,980000,315000,2,1,NA
05875561,980000,315000,3,1,NA
05875561,980000,315000,4,1,NA
05875561,980000,315000,5,1,NA
05875562,900000,315000,1,1,NA
05875562,900000,315000,2,1,NA
05875562,900000,315000,3,1,NA
05875562,900000,315000,4,1,NA
05875562,900000,315000,5,1,NA
05875562,980000,315000,1,1,NA
05875562,980000,315000,2,1,NA
05875562,980000,315000,3,1,NA
05875562,980000,315000,4,1,NA
05875562,980000,315000,5,1,NA
05875571,800940,2454,1,1,NA
05875571,800940,6203,2,1,NA
05875571,800940,177,3,1,NA
05875571,800940,3994,4,1,NA
05875571,800940,5083,5,1,NA
05875571,900000,822,1,1,NA
05875571,900000,1048,2,1,NA
05875571,900000,229,3,1,NA
05875571,900000,53,4,1,NA
05875571,900000,2961,5,1,NA
05875571,900030,32096,1,1,NA
05875571,900030,32096,2,1,NA
05875571,900030,32096,3,1,NA
05875571,900030,32096,4,1,NA
05875571,900030,32096,5,1,NA
05875571,900160,28188,1,1,NA
05875571,900160,74005,2,1,NA
05875571,900160,13623,3,1,NA
05875571,900160,27829,4,1,NA
05875571,900160,81268,5,1,NA
05875571,980000,61106,1,1,NA
05875571,980000,107149,2,1,NA
05875571,980000,45948,3,1,NA
05875571,980000,59978,4,1,NA
05875571,980000,116325,5,1,NA
05875572,800940,1230,1,1,NA
05875572,800940,1514,2,1,NA
05875572,800940,1982,3,1,NA
05875572,800940,4584,4,1,NA
05875572,800940,4315,5,1,NA
05875572,900000,238,1,1,NA
05875572,900000,1413,2,1,NA
05875572,900000,399,3,1,NA
05875572,900000,3925,4,1,NA
05875572,900000,2151,5,1,NA
05875572,900030,32096,1,1,NA
05875572,900030,32096,2,1,NA
05875572,900030,32096,3,1,NA
05875572,900030,32096,4,1,NA
05875572,900030,32096,5,1,NA
05875572,900160,19378,1,1,NA
05875572,900160,14071,2,1,NA
05875572,900160,21945,3,1,NA
05875572,900160,42681,4,1,NA
05875572,900160,28175,5,1,NA
05875572,980000,51712,1,1,NA
05875572,980000,47580,2,1,NA
05875572,980000,54440,3,1,NA
05875572,980000,78702,4,1,NA
05875572,980000,62422,5,1,NA
05875581,900000,69000,1,1,NA
05875581,900000,69000,2,1,NA
05875581,900000,69000,3,1,NA
05875581,900000,69000,4,1,NA
05875581,900000,69000,5,1,NA
05875581,900030,14096,1,1,NA
05875581,900030,14096,2,1,NA
05875581,900030,14096,3,1,NA
05875581,900030,14096,4,1,NA
05875581,900030,14096,5,1,NA
05875581,980000,83096,1,1,NA
05875581,980000,83096,2,1,NA
05875581,980000,83096,3,1,NA
05875581,980000,83096,4,1,NA
05875581,980000,83096,5,1,NA
05875582,900000,69000,1,1,NA
05875582,900000,69000,2,1,NA
05875582,900000,69000,3,1,NA
05875582,900000,69000,4,1,NA
05875582,900000,69000,5,1,NA
05875582,900030,14096,1,1,NA
05875582,900030,14096,2,1,NA
05875582,900030,14096,3,1,NA
05875582,900030,14096,4,1,NA
05875582,900030,14096,5,1,NA
05875582,980000,83096,1,1,NA
05875582,980000,83096,2,1,NA
05875582,980000,83096,3,1,NA
05875582,980000,83096,4,1,NA
05875582,980000,83096,5,1,NA
05875591,900000,3600,1,1,NA
05875591,900000,3600,2,1,NA
05875591,900000,3600,3,1,NA
05875591,900000,3600,4,1,NA
05875591,900000,3600,5,1,NA
05875591,900030,66808,1,1,NA
05875591,900030,66808,2,1,NA
05875591,900030,66808,3,1,NA
05875591,900030,66808,4,1,NA
05875591,900030,66808,5,1,NA
05875591,900170,36000,1,1,NA
05875591,900170,36000,2,1,NA
05875591,900170,36000,3,1,NA
05875591,900170,36000,4,1,NA
05875591,900170,36000,5,1,NA
05875591,980000,106408,1,1,NA
05875591,980000,106408,2,1,NA
05875591,980000,106408,3,1,NA
05875591,980000,106408,4,1,NA
05875591,980000,106408,5,1,NA
05875592,900000,3600,1,1,NA
05875592,900000,3600,2,1,NA
05875592,900000,3600,3,1,NA
05875592,900000,3600,4,1,NA
05875592,900000,3600,5,1,NA
05875592,900030,66808,1,1,NA
05875592,900030,66808,2,1,NA
05875592,900030,66808,3,1,NA
05875592,900030,66808,4,1,NA
05875592,900030,66808,5,1,NA
05875592,900170,36000,1,1,NA
05875592,900170,36000,2,1,NA
05875592,900170,36000,3,1,NA
05875592,900170,36000,4,1,NA
05875592,900170,36000,5,1,NA
05875592,980000,106408,1,1,NA
05875592,980000,106408,2,1,NA
05875592,980000,106408,3,1,NA
05875592,980000,106408,4,1,NA
05875592,980000,106408,5,1,NA
05875671,800940,17651,1,1,T
05875671,800940,17651,2,1,T
05875671,800940,17651,3,1,T
05875671,800940,17651,4,1,T
05875671,800940,17651,5,1,T
05875671,900000,37572,1,1,NA
05875671,900000,195,2,1,NA
05875671,900000,3748,3,1,NA
05875671,900000,12242,4,1,NA
05875671,900000,33860,5,1,NA
05875671,900030,31136,1,1,NA
05875671,900030,59732,2,1,NA
05875671,900030,31136,3,1,NA
05875671,900030,20180,4,1,NA
05875671,900030,21488,5,1,NA
05875671,900160,79488,1,1,NA
