NEWID,UCC,AMOUNT,AMOUNT_,PUB_FLAG
05775021,980000,85000,NA,1
05775021,980010,2,NA,1
05775021,980020,32,NA,1
05775021,980030,2,NA,1
05775021,980040,2,NA,1
05775021,980090,100,NA,1
05775021,980210,100,NA,1
05775021,980230,100,NA,1
05775021,980281,100,NA,1
05775021,980286,100,NA,1
05775021,980300,100,NA,1
05775021,980330,100,NA,1
05775022,900000,85000,NA,1
05775022,980000,85000,NA,1
05775022,980010,2,NA,1
05775022,980020,32,NA,1
05775022,980030,2,NA,1
05775022,980040,2,NA,1
05775022,980090,100,NA,1
05775022,980210,100,NA,1
05775022,980230,100,NA,1
05775022,980281,100,NA,1
05775022,980286,100,NA,1
05775022,980300,100,NA,1
05775022,980330,100,NA,1
05775041,900000,103554,NA,1
05775041,900180,5,NA,1
05775041,980000,103559,NA,1
05775041,980010,2,NA,1
05775041,980020,62,NA,1
05775041,980030,1,NA,1
05775041,980040,3,NA,1
05775041,980090,100,NA,1
05775041,980210,100,NA,1
05775041,980230,100,NA,1
05775041,980270,100,NA,1
05775041,980286,100,NA,1
05775041,980310,100,NA,1
05775041,980330,100,NA,1
05775042,900000,109975,NA,1
05775042,900180,5,NA,1
05775042,980000,109980,NA,1
05775042,980010,2,NA,1
05775042,980020,76,NA,1
05775042,980030,1,NA,1
05775042,980040,3,NA,1
05775042,980060,2,NA,1
05775042,980090,100,NA,1
05775042,980210,100,NA,1
05775042,980230,100,NA,1
05775042,980270,100,NA,1
05775042,980286,100,NA,1
05775042,980310,100,NA,1
05775042,980330,100,NA,1
05775101,900000,65000,NA,1
05775101,980000,65000,NA,1
05775101,980010,6,NA,1
05775101,980020,37,NA,1
05775101,980030,2,NA,1
05775101,980040,2,NA,1
05775101,980050,3,NA,1
05775101,980210,100,NA,1
05775101,980260,100,NA,1
05775101,980281,100,NA,1
05775101,980285,100,NA,1
05775101,980300,100,NA,1
05775101,980330,100,NA,1
05775102,900000,65000,NA,1
05775102,980000,65000,NA,1
05775102,980010,6,NA,1
05775102,980020,37,NA,1
05775102,980030,2,NA,1
05775102,980040,2,NA,1
05775102,980050,3,NA,1
05775102,980210,100,NA,1
05775102,980260,100,NA,1
05775102,980281,100,NA,1
05775102,980285,100,NA,1
05775102,980300,100,NA,1
05775102,980330,100,NA,1
05775111,900030,12296,NA,1
05775111,980000,12296,NA,1
05775111,980010,1,NA,1
05775111,980020,69,NA,1
05775111,980040,1,NA,1
05775111,980060,1,NA,1
05775111,980090,100,NA,1
05775111,980220,100,NA,1
05775111,980240,100,NA,1
05775111,980281,100,NA,1
05775111,980286,100,NA,1
05775111,980300,100,NA,1
05775111,980330,100,NA,1
05775112,900030,12296,NA,1
05775112,980000,12296,NA,1
05775112,980010,1,NA,1
05775112,980020,69,NA,1
05775112,980040,1,NA,1
05775112,980060,1,NA,1
05775112,980090,100,NA,1
05775112,980220,100,NA,1
05775112,980240,100,NA,1
05775112,980281,100,NA,1
05775112,980286,100,NA,1
05775112,980300,100,NA,1
05775112,980330,100,NA,1
05775121,900090,7440,NA,1
05775121,900150,2148,NA,1
05775121,980000,9588,NA,1
05775121,980010,1,NA,1
05775121,980020,61,NA,1
05775121,980040,1,NA,1
05775121,980090,100,NA,1
05775121,980220,100,NA,1
05775121,980240,100,NA,1
05775121,980281,100,NA,1
05775121,980285,100,NA,1
05775121,980290,100,NA,1
05775121,980330,100,NA,1
05775122,900090,7440,NA,1
05775122,900150,2148,NA,1
05775122,980000,9588,NA,1
05775122,980010,1,NA,1
05775122,980020,61,NA,1
05775122,980040,1,NA,1
05775122,980090,100,NA,1
05775122,980220,100,NA,1
05775122,980240,100,NA,1
05775122,980281,100,NA,1
05775122,980285,100,NA,1
05775122,980290,100,NA,1
05775122,980330,100,NA,1
05775151,900000,50000,NA,1
05775151,980000,50000,NA,1
05775151,980010,1,NA,1
05775151,980020,44,NA,1
05775151,980030,1,NA,1
05775151,980040,2,NA,1
05775151,980090,100,NA,1
05775151,980210,100,NA,1
05775151,980230,100,NA,1
05775151,980281,100,NA,1
05775151,980286,100,NA,1
05775151,980310,100,NA,1
05775151,980330,100,NA,1
05775152,900000,50000,NA,1
05775152,980000,50000,NA,1
05775152,980010,1,NA,1
05775152,980020,44,NA,1
05775152,980030,1,NA,1
05775152,980040,2,NA,1
05775152,980090,100,NA,1
05775152,980210,100,NA,1
05775152,980230,100,NA,1
05775152,980281,100,NA,1
05775152,980286,100,NA,1
05775152,980310,100,NA,1
05775152,980330,100,NA,1
05775171,900170,5400,NA,1
05775171,980000,5400,NA,1
05775171,980010,2,NA,1
05775171,980020,73,NA,1
05775171,980040,3,NA,1
05775171,980060,1,NA,1
05775171,980090,100,NA,1
05775171,980210,100,NA,1
05775171,980230,100,NA,1
05775171,980281,100,NA,1
05775171,980285,100,NA,1
05775171,980310,100,NA,1
05775171,980330,100,NA,1
05775172,900170,5400,NA,1
05775172,980000,5400,NA,1
05775172,980010,2,NA,1
05775172,980020,73,NA,1
05775172,980040,3,NA,1
05775172,980060,1,NA,1
05775172,980090,100,NA,1
05775172,980210,100,NA,1
05775172,980230,100,NA,1
05775172,980281,100,NA,1
05775172,980285,100,NA,1
05775172,980310,100,NA,1
05775172,980330,100,NA,1
05775271,800932,9500,NA,1
05775271,900000,150000,NA,1
05775271,900180,2,NA,1
05775271,900210,9600,NA,1
05775271,980000,159602,NA,1
05775271,980010,4,NA,1
05775271,980020,55,NA,1
05775271,980030,2,NA,1
05775271,980040,3,NA,1
05775271,980050,1,NA,1
05775271,980090,100,NA,1
05775271,980210,100,NA,1
05775271,980230,100,NA,1
05775271,980281,100,NA,1
05775271,980286,100,NA,1
05775271,980310,100,NA,1
05775271,980330,100,NA,1
05775272,800932,9500,NA,1
05775272,900000,150000,NA,1
05775272,900180,2,NA,1
05775272,900210,9600,NA,1
05775272,980000,159602,NA,1
05775272,980010,4,NA,1
05775272,980020,55,NA,1
05775272,980030,2,NA,1
05775272,980040,3,NA,1
05775272,980050,1,NA,1
05775272,980090,100,NA,1
05775272,980210,100,NA,1
05775272,980230,100,NA,1
05775272,980281,100,NA,1
05775272,980286,100,NA,1
05775272,980310,100,NA,1
05775272,980330,100,NA,1
05775301,900000,156775,NA,1
05775301,980000,156775,NA,1
05775301,980010,2,NA,1
05775301,980020,63,NA,1
05775301,980030,2,NA,1
05775301,980040,2,NA,1
05775301,980090,100,NA,1
05775301,980220,100,NA,1
05775301,980230,100,NA,1
05775301,980281,100,NA,1
05775301,980286,100,NA,1
05775301,980310,100,NA,1
05775301,980330,100,NA,1
05775302,900000,159426,NA,1
05775302,980000,159426,NA,1
05775302,980010,2,NA,1
05775302,980020,63,NA,1
05775302,980030,2,NA,1
05775302,980040,2,NA,1
05775302,980090,100,NA,1
05775302,980220,100,NA,1
05775302,980230,100,NA,1
05775302,980281,100,NA,1
05775302,980286,100,NA,1
05775302,980310,100,NA,1
05775302,980330,100,NA,1
05775311,800932,18800,NA,1
05775311,900000,195000,NA,1
05775311,900180,869,NA,1
05775311,900190,15000,NA,1
05775311,980000,210869,NA,1
05775311,980010,2,NA,1
05775311,980020,52,NA,1
05775311,980030,2,NA,1
05775311,980040,4,NA,1
05775311,980090,100,NA,1
05775311,980220,100,NA,1
05775311,980240,100,NA,1
05775311,980281,100,NA,1
05775311,980286,100,NA,1
05775311,980310,100,NA,1
05775311,980330,100,NA,1
05775312,800932,18800,NA,1
05775312,900000,195000,NA,1
05775312,900180,869,NA,1
05775312,900190,15000,NA,1
05775312,980000,210869,NA,1
05775312,980010,2,NA,1
05775312,980020,52,NA,1
05775312,980030,2,NA,1
05775312,980040,4,NA,1
05775312,980090,100,NA,1
05775312,980220,100,NA,1
05775312,980240,100,NA,1
05775312,980281,100,NA,1
05775312,980286,100,NA,1
05775312,980310,100,NA,1
05775312,980330,100,NA,1
05775321,800932,10000,NA,1
05775321,900000,168480,NA,1
05775321,980000,168480,NA,1
05775321,980010,2,NA,1
05775321,980020,27,NA,1
05775321,980030,2,NA,1
05775321,980040,2,NA,1
05775321,980090,100,NA,1
05775321,980220,100,NA,1
05775321,980230,100,NA,1
05775321,980281,100,NA,1
05775321,980286,100,NA,1
05775321,980310,100,NA,1
05775321,980330,100,NA,1
05775322,800932,10000,NA,1
05775322,900000,172631,NA,1
05775322,980000,172631,NA,1
05775322,980010,2,NA,1
05775322,980020,27,NA,1
05775322,980030,2,NA,1
05775322,980040,2,NA,1
05775322,980090,100,NA,1
05775322,980220,100,NA,1
05775322,980230,100,NA,1
05775322,980281,100,NA,1
05775322,980286,100,NA,1
05775322,980310,100,NA,1
05775322,980330,100,NA,1
05775341,800932,117731,T,1
05775341,900000,330000,NA,1
05775341,900180,20000,NA,1
05775341,980000,350000,NA,1
05775341,980010,3,NA,1
05775341,980020,60,NA,1
05775341,980030,2,NA,1
05775341,980040,2,NA,1
05775341,980060,2,NA,1
05775341,980090,100,NA,1
05775341,980220,100,NA,1
05775341,980240,100,NA,1
05775341,980282,100,NA,1
05775341,980286,100,NA,1
05775341,980310,100,NA,1
05775341,980330,100,NA,1
05775342,800932,117731,T,1
05775342,900000,330000,NA,1
05775342,900180,20000,NA,1
05775342,980000,350000,NA,1
05775342,980010,3,NA,1
05775342,980020,60,NA,1
05775342,980030,2,NA,1
05775342,980040,2,NA,1
05775342,980060,2,NA,1
05775342,980090,100,NA,1
05775342,980220,100,NA,1
05775342,980240,100,NA,1
05775342,980282,100,NA,1
05775342,980286,100,NA,1
05775342,980310,100,NA,1
05775342,980330,100,NA,1
05775371,900000,105648,NA,1
05775371,980000,105648,NA,1
05775371,980010,2,NA,1
05775371,980020,53,NA,1
05775371,980030,2,NA,1
05775371,980040,3,NA,1
05775371,980090,100,NA,1
05775371,980220,100,NA,1
05775371,980230,100,NA,1
05775371,980282,100,NA,1
05775371,980286,100,NA,1
05775371,980300,100,NA,1
05775371,980330,100,NA,1
05775372,900000,100409,NA,1
05775372,980000,100409,NA,1
05775372,980010,2,NA,1
05775372,980020,53,NA,1
05775372,980030,2,NA,1
05775372,980040,3,NA,1
05775372,980090,100,NA,1
05775372,980220,100,NA,1
05775372,980230,100,NA,1
05775372,980282,100,NA,1
05775372,980286,100,NA,1
05775372,980300,100,NA,1
05775372,980330,100,NA,1
05775381,900030,22496,NA,1
05775381,980000,22496,NA,1
05775381,980010,1,NA,1
05775381,980020,78,NA,1
05775381,980060,1,NA,1
05775381,980210,100,NA,1
05775381,980260,100,NA,1
05775381,980281,100,NA,1
05775381,980285,100,NA,1
05775381,980300,100,NA,1
05775382,900030,22496,NA,1
05775382,980000,22496,NA,1
05775382,980010,1,NA,1
05775382,980020,78,NA,1
05775382,980060,1,NA,1
05775382,980210,100,NA,1
05775382,980260,100,NA,1
05775382,980281,100,NA,1
05775382,980285,100,NA,1
05775382,980300,100,NA,1
05775421,800932,64866,T,1
05775421,800940,17651,T,1
05775421,900000,40000,NA,1
05775421,900090,11400,NA,1
05775421,900160,194584,T,1
05775421,900180,8000,NA,1
05775421,980000,253984,T,1
05775421,980010,3,NA,1
05775421,980020,52,NA,1
05775421,980030,2,NA,1
05775421,980040,2,NA,1
05775421,980090,100,NA,1
05775421,980210,100,NA,1
05775421,980230,100,NA,1
05775421,980281,100,NA,1
05775421,980286,100,NA,1
05775421,980310,100,NA,1
05775421,980330,100,NA,1
05775422,800932,64866,T,1
05775422,800940,17651,T,1
05775422,900000,40000,NA,1
05775422,900090,11400,NA,1
05775422,900160,194584,T,1
05775422,900180,8000,NA,1
05775422,980000,253984,T,1
05775422,980010,3,NA,1
05775422,980020,52,NA,1
05775422,980030,2,NA,1
05775422,980040,2,NA,1
05775422,980090,100,NA,1
05775422,980210,100,NA,1
05775422,980230,100,NA,1
05775422,980281,100,NA,1
05775422,980286,100,NA,1
05775422,980310,100,NA,1
05775422,980330,100,NA,1
05775431,800940,4590,NA,1
05775431,900000,60000,NA,1
05775431,900030,25200,NA,1
05775431,900160,1,NA,1
05775431,980000,85201,NA,1
05775431,980010,1,NA,1
05775431,980020,69,NA,1
05775431,980030,1,NA,1
05775431,980040,1,NA,1
05775431,980060,1,NA,1
05775431,980210,100,NA,1
05775431,980260,100,NA,1
05775431,980282,100,NA,1
05775431,980286,100,NA,1
05775431,980310,100,NA,1
05775431,980330,100,NA,1
05775432,800940,4590,NA,1
05775432,900000,60000,NA,1
05775432,900030,25200,NA,1
05775432,900160,1,NA,1
05775432,980000,85201,NA,1
05775432,980010,1,NA,1
05775432,980020,69,NA,1
05775432,980030,1,NA,1
05775432,980040,1,NA,1
05775432,980060,1,NA,1
05775432,980210,100,NA,1
05775432,980260,100,NA,1
05775432,980282,100,NA,1
05775432,980286,100,NA,1
05775432,980310,100,NA,1
05775432,980330,100,NA,1
05775491,900030,25986,NA,1
05775491,900170,66535,NA,1
05775491,900180,121512,T,1
05775491,980000,214033,T,1
05775491,980010,2,NA,1
05775491,980020,88,T,1
05775491,980040,1,NA,1
05775491,980060,2,NA,1
05775491,980090,100,NA,1
05775491,980220,100,NA,1
05775491,980240,100,NA,1
05775491,980281,100,NA,1
05775491,980286,100,NA,1
05775491,980310,100,NA,1
05775491,980330,100,NA,1
05775492,900030,25511,NA,1
05775492,900170,97463,T,1
05775492,900180,121512,T,1
05775492,980000,244486,T,1
05775492,980010,2,NA,1
05775492,980020,88,T,1
05775492,980040,1,NA,1
05775492,980060,2,NA,1
05775492,980090,100,NA,1
05775492,980220,100,NA,1
05775492,980240,100,NA,1
05775492,980281,100,NA,1
05775492,980286,100,NA,1
05775492,980310,100,NA,1
05775492,980330,100,NA,1
05775561,800932,64866,T,1
05775561,800940,17651,T,1
05775561,900000,205000,NA,1
05775561,900160,149584,T,1
05775561,900180,3000,NA,1
05775561,900220,4800,NA,1
05775561,980000,357584,T,1
05775561,980010,2,NA,1
05775561,980020,37,NA,1
05775561,980030,2,NA,1
05775561,980040,2,NA,1
05775561,980090,100,NA,1
05775561,980210,100,NA,1
05775561,980230,100,NA,1
05775561,980281,100,NA,1
05775561,980286,100,NA,1
05775561,980310,100,NA,1
05775561,980330,100,NA,1
05775562,800932,64866,T,1
05775562,800940,17651,T,1
05775562,900000,205000,NA,1
05775562,900160,149584,T,1
05775562,900180,3000,NA,1
05775562,900220,4800,NA,1
05775562,980000,357584,T,1
05775562,980010,2,NA,1
05775562,980020,37,NA,1
05775562,980030,2,NA,1
05775562,980040,2,NA,1
05775562,980090,100,NA,1
05775562,980210,100,NA,1
05775562,980230,100,NA,1
05775562,980281,100,NA,1
05775562,980286,100,NA,1
05775562,980310,100,NA,1
05775562,980330,100,NA,1
05775661,900030,22496,NA,1
05775661,980000,22496,NA,1
05775661,980010,1,NA,1
05775661,980020,80,NA,1
05775661,980040,1,NA,1
05775661,980060,1,NA,1
05775661,980090,100,NA,1
05775661,980220,100,NA,1
05775661,980240,100,NA,1
05775661,980281,100,NA,1
05775661,980285,100,NA,1
05775661,980300,100,NA,1
05775661,980330,100,NA,1
05775662,900030,22496,NA,1
05775662,980000,22496,NA,1
05775662,980010,1,NA,1
05775662,980020,80,NA,1
05775662,980040,1,NA,1
05775662,980060,1,NA,1
05775662,980090,100,NA,1
05775662,980220,100,NA,1
05775662,980240,100,NA,1
05775662,980281,100,NA,1
05775662,980285,100,NA,1
05775662,980300,100,NA,1
05775662,980330,100,NA,1
05775771,800932,2100,NA,1
05775771,900000,75000,NA,1
05775771,900180,922,NA,1
05775771,980000,75922,NA,1
05775771,980010,1,NA,1
05775771,980020,23,NA,1
05775771,980030,1,NA,1
05775771,980040,1,NA,1
05775771,980220,100,NA,1
05775771,980260,100,NA,1
05775771,980281,100,NA,1
05775771,980286,100,NA,1
05775771,980310,100,NA,1
05775771,980330,100,NA,1
05775772,800932,2100,NA,1
05775772,900000,75000,NA,1
05775772,900180,820,NA,1
05775772,980000,75820,NA,1
05775772,980010,1,NA,1
05775772,980020,23,NA,1
05775772,980030,1,NA,1
05775772,980040,1,NA,1
05775772,980220,100,NA,1
05775772,980260,100,NA,1
05775772,980281,100,NA,1
05775772,980286,100,NA,1
05775772,980310,100,NA,1
05775772,980330,100,NA,1
05775781,900000,75000,NA,1
05775781,900160,20000,NA,1
05775781,980000,95000,NA,1
05775781,980010,6,NA,1
05775781,980020,21,NA,1
05775781,980030,3,NA,1
05775781,980040,2,NA,1
05775781,980050,2,NA,1
05775781,980090,100,NA,1
05775781,980210,100,NA,1
05775781,980240,100,NA,1
05775781,980270,100,NA,1
05775781,980286,100,NA,1
05775781,980300,100,NA,1
05775781,980330,100,NA,1
05775782,900000,75000,NA,1
05775782,900160,20000,NA,1
05775782,980000,95000,NA,1
05775782,980010,6,NA,1
05775782,980020,21,NA,1
05775782,980030,3,NA,1
05775782,980040,2,NA,1
05775782,980050,2,NA,1
05775782,980090,100,NA,1
05775782,980210,100,NA,1
05775782,980240,100,NA,1
05775782,980270,100,NA,1
05775782,980286,100,NA,1
05775782,980300,100,NA,1
05775782,980330,100,NA,1
05775831,900000,200000,NA,1
05775831,900160,10000,NA,1
05775831,900180,56,NA,1
05775831,980000,210056,NA,1
05775831,980010,3,NA,1
05775831,980020,55,NA,1
05775831,980030,2,NA,1
05775831,980040,3,NA,1
05775831,980090,100,NA,1
05775831,980210,100,NA,1
05775831,980230,100,NA,1
05775831,980281,100,NA,1
05775831,980286,100,NA,1
05775831,980310,100,NA,1
05775831,980330,100,NA,1
05775832,900000,200000,NA,1
05775832,900160,10000,NA,1
05775832,900180,67,NA,1
05775832,980000,210067,NA,1
05775832,980010,3,NA,1
05775832,980020,55,NA,1
05775832,980030,2,NA,1
05775832,980040,3,NA,1
05775832,980090,100,NA,1
05775832,980210,100,NA,1
05775832,980230,100,NA,1
05775832,980281,100,NA,1
05775832,980286,100,NA,1
05775832,980310,100,NA,1
05775832,980330,100,NA,1
05775841,900030,50296,NA,1
05775841,900180,2000,NA,1
05775841,980000,52296,NA,1
05775841,980010,2,NA,1
05775841,980020,83,NA,1
05775841,980040,3,NA,1
05775841,980060,2,NA,1
05775841,980090,100,NA,1
05775841,980210,100,NA,1
05775841,980240,100,NA,1
05775841,980281,100,NA,1
05775841,980286,100,NA,1
05775841,980290,100,NA,1
05775841,980330,100,NA,1
05775842,900030,50296,NA,1
05775842,900180,2000,NA,1
05775842,980000,52296,NA,1
05775842,980010,2,NA,1
05775842,980020,83,NA,1
05775842,980040,3,NA,1
05775842,980060,2,NA,1
05775842,980090,100,NA,1
05775842,980210,100,NA,1
05775842,980240,100,NA,1
05775842,980281,100,NA,1
05775842,980286,100,NA,1
05775842,980290,100,NA,1
05775842,980330,100,NA,1
05775851,900000,109834,NA,1
05775851,900030,36447,NA,1
05775851,980000,146282,NA,1
05775851,980010,3,NA,1
05775851,980020,65,NA,1
05775851,980030,2,NA,1
05775851,980040,1,NA,1
05775851,980060,2,NA,1
05775851,980220,100,NA,1
05775851,980260,100,NA,1
05775851,980281,100,NA,1
05775851,980285,100,NA,1
05775851,980300,100,NA,1
05775851,980330,100,NA,1
05775852,900000,121440,NA,1
05775852,900030,33260,NA,1
05775852,980000,154700,NA,1
05775852,980010,3,NA,1
05775852,980020,65,NA,1
05775852,980030,2,NA,1
05775852,980040,1,NA,1
05775852,980060,2,NA,1
05775852,980220,100,NA,1
05775852,980260,100,NA,1
05775852,980281,100,NA,1
05775852,980285,100,NA,1
05775852,980300,100,NA,1
05775852,980330,100,NA,1
05775891,900000,70000,NA,1
05775891,900030,15752,NA,1
05775891,900170,500,NA,1
05775891,980000,86252,NA,1
05775891,980010,2,NA,1
05775891,980020,80,NA,1
05775891,980030,1,NA,1
05775891,980040,2,NA,1
05775891,980060,1,NA,1
05775891,980090,100,NA,1
05775891,980210,100,NA,1
05775891,980240,100,NA,1
05775891,980281,100,NA,1
05775891,980286,100,NA,1
05775891,980310,100,NA,1
05775891,980330,100,NA,1
05775892,900000,70000,NA,1
05775892,900030,15752,NA,1
05775892,900170,500,NA,1
05775892,980000,86252,NA,1
05775892,980010,2,NA,1
05775892,980020,80,NA,1
05775892,980030,1,NA,1
05775892,980040,2,NA,1
05775892,980060,1,NA,1
05775892,980090,100,NA,1
05775892,980210,100,NA,1
05775892,980240,100,NA,1
05775892,980281,100,NA,1
05775892,980286,100,NA,1
05775892,980310,100,NA,1
05775892,980330,100,NA,1
05775951,900000,56000,NA,1
05775951,900030,17024,NA,1
05775951,980000,73024,NA,1
05775951,980010,2,NA,1
05775951,980020,43,NA,1
05775951,980030,2,NA,1
05775951,980040,2,NA,1
05775951,980220,100,NA,1
05775951,980260,100,NA,1
05775951,980281,100,NA,1
05775951,980286,100,NA,1
05775951,980310,100,NA,1
05775951,980330,100,NA,1
05775952,900000,56000,NA,1
05775952,900030,17024,NA,1
05775952,980000,73024,NA,1
05775952,980010,2,NA,1
05775952,980020,43,NA,1
05775952,980030,2,NA,1
05775952,980040,2,NA,1
05775952,980220,100,NA,1
05775952,980260,100,NA,1
05775952,980281,100,NA,1
05775952,980286,100,NA,1
05775952,980310,100,NA,1
05775952,980330,100,NA,1
05775981,900000,162381,NA,1
05775981,980000,162381,NA,1
05775981,980010,2,NA,1
05775981,980020,53,NA,1
05775981,980030,2,NA,1
05775981,980040,2,NA,1
05775981,980090,100,NA,1
05775981,980210,100,NA,1
05775981,980230,100,NA,1
05775981,980270,100,NA,1
05775981,980286,100,NA,1
05775981,980310,100,NA,1
05775981,980330,100,NA,1
05775982,900000,149306,NA,1
05775982,980000,149306,NA,1
05775982,980010,2,NA,1
05775982,980020,53,NA,1
05775982,980030,2,NA,1
05775982,980040,2,NA,1
05775982,980090,100,NA,1
05775982,980210,100,NA,1
05775982,980230,100,NA,1
05775982,980270,100,NA,1
05775982,980286,100,NA,1
05775982,980310,100,NA,1
05775982,980330,100,NA,1
05776031,900000,135547,NA,1
05776031,980000,135547,NA,1
05776031,980010,2,NA,1
05776031,980020,49,NA,1
05776031,980030,1,NA,1
05776031,980040,3,NA,1
05776031,980090,100,NA,1
05776031,980210,100,NA,1
05776031,980240,100,NA,1
05776031,980281,100,NA,1
05776031,980286,100,NA,1
05776031,980310,100,NA,1
05776031,980330,100,NA,1
05776032,900000,75192,NA,1
05776032,980000,75192,NA,1
05776032,980010,2,NA,1
05776032,980020,49,NA,1
05776032,980030,1,NA,1
05776032,980040,3,NA,1
05776032,980090,100,NA,1
05776032,980210,100,NA,1
05776032,980240,100,NA,1
05776032,980281,100,NA,1
05776032,980286,100,NA,1
05776032,980310,100,NA,1
05776032,980330,100,NA,1
05776061,900030,48000,NA,1
05776061,980000,48000,NA,1
05776061,980010,2,NA,1
05776061,980020,72,NA,1
05776061,980040,2,NA,1
05776061,980060,2,NA,1
05776061,980090,100,NA,1
05776061,980220,100,NA,1
05776061,980230,100,NA,1
05776061,980281,100,NA,1
05776061,980286,100,NA,1
05776061,980300,100,NA,1
05776061,980330,100,NA,1
05776062,900030,48000,NA,1
05776062,980000,48000,NA,1
05776062,980010,2,NA,1
05776062,980020,72,NA,1
05776062,980040,2,NA,1
05776062,980060,2,NA,1
05776062,980090,100,NA,1
05776062,980220,100,NA,1
05776062,980230,100,NA,1
05776062,980281,100,NA,1
05776062,980286,100,NA,1
05776062,980300,100,NA,1
05776062,980330,100,NA,1
05776071,900000,149281,NA,1
05776071,900180,67,NA,1
05776071,980000,149348,NA,1
05776071,980010,2,NA,1
05776071,980020,49,NA,1
05776071,980030,2,NA,1
05776071,980040,2,NA,1
05776071,980090,100,NA,1
05776071,980210,100,NA,1
05776071,980240,100,NA,1
05776071,980281,100,NA,1
05776071,980286,100,NA,1
05776071,980310,100,NA,1
05776071,980330,100,NA,1
05776072,900000,148981,NA,1
05776072,900180,153,NA,1
05776072,980000,149133,NA,1
05776072,980010,2,NA,1
05776072,980020,49,NA,1
05776072,980030,2,NA,1
05776072,980040,2,NA,1
05776072,980090,100,NA,1
05776072,980210,100,NA,1
05776072,980240,100,NA,1
05776072,980281,100,NA,1
05776072,980286,100,NA,1
05776072,980310,100,NA,1
05776072,980330,100,NA,1
05776081,900000,14000,NA,1
05776081,900030,56156,NA,1
05776081,900170,53000,NA,1
05776081,900180,5500,NA,1
05776081,980000,128656,NA,1
05776081,980010,2,NA,1
05776081,980020,71,NA,1
05776081,980030,1,NA,1
05776081,980040,2,NA,1
05776081,980060,2,NA,1
05776081,980090,100,NA,1
05776081,980210,100,NA,1
05776081,980240,100,NA,1
05776081,980281,100,NA,1
05776081,980286,100,NA,1
05776081,980310,100,NA,1
05776081,980330,100,NA,1
05776082,900000,14000,NA,1
05776082,900030,56156,NA,1
05776082,900170,53000,NA,1
05776082,900180,5500,NA,1
05776082,980000,128656,NA,1
05776082,980010,2,NA,1
05776082,980020,71,NA,1
05776082,980030,1,NA,1
05776082,980040,2,NA,1
05776082,980060,2,NA,1
05776082,980090,100,NA,1
05776082,980210,100,NA,1
05776082,980240,100,NA,1
05776082,980281,100,NA,1
05776082,980286,100,NA,1
05776082,980310,100,NA,1
05776082,980330,100,NA,1
05776111,900000,80604,NA,1
05776111,980000,80604,NA,1
05776111,980010,1,NA,1
05776111,980020,36,NA,1
05776111,980030,1,NA,1
05776111,980040,1,NA,1
05776111,980220,100,NA,1
05776111,980260,100,NA,1
05776111,980270,100,NA,1
05776111,980286,100,NA,1
05776111,980310,100,NA,1
05776111,980330,100,NA,1
05776112,900000,76930,NA,1
05776112,980000,76930,NA,1
05776112,980010,1,NA,1
05776112,980020,36,NA,1
05776112,980030,1,NA,1
05776112,980040,1,NA,1
05776112,980220,100,NA,1
05776112,980260,100,NA,1
05776112,980270,100,NA,1
05776112,980286,100,NA,1
05776112,980310,100,NA,1
05776112,980330,100,NA,1
05776141,900000,44000,NA,1
05776141,900210,2600,NA,1
05776141,980000,46600,NA,1
05776141,980010,1,NA,1
05776141,980020,46,NA,1
05776141,980030,1,NA,1
05776141,980040,1,NA,1
05776141,980210,100,NA,1
05776141,980260,100,NA,1
05776141,980281,100,NA,1
05776141,980286,100,NA,1
05776141,980310,100,NA,1
05776141,980330,100,NA,1
05776142,900000,44000,NA,1
05776142,900210,2600,NA,1
05776142,980000,46600,NA,1
05776142,980010,1,NA,1
05776142,980020,46,NA,1
05776142,980030,1,NA,1
05776142,980040,1,NA,1
05776142,980210,100,NA,1
05776142,980260,100,NA,1
05776142,980281,100,NA,1
05776142,980286,100,NA,1
05776142,980310,100,NA,1
05776142,980330,100,NA,1
05776191,800910,6182,NA,1
05776191,800940,13005,NA,1
05776191,900000,204400,NA,1
05776191,900160,20000,NA,1
05776191,980000,224400,NA,1
05776191,980010,5,NA,1
05776191,980020,40,NA,1
05776191,980030,3,NA,1
05776191,980040,3,NA,1
05776191,980050,2,NA,1
05776191,980090,100,NA,1
05776191,980220,100,NA,1
05776191,980230,100,NA,1
05776191,980281,100,NA,1
05776191,980286,100,NA,1
05776191,980310,100,NA,1
05776191,980330,100,NA,1
05776192,800910,6182,NA,1
05776192,800940,13005,NA,1
05776192,900000,204400,NA,1
05776192,900160,20000,NA,1
05776192,980000,224400,NA,1
05776192,980010,5,NA,1
05776192,980020,40,NA,1
05776192,980030,3,NA,1
05776192,980040,3,NA,1
05776192,980050,2,NA,1
05776192,980090,100,NA,1
05776192,980220,100,NA,1
05776192,980230,100,NA,1
05776192,980281,100,NA,1
05776192,980286,100,NA,1
05776192,980310,100,NA,1
05776192,980330,100,NA,1
05776201,900000,157475,NA,1
05776201,980000,157475,NA,1
05776201,980010,2,NA,1
05776201,980020,45,NA,1
05776201,980030,2,NA,1
05776201,980040,1,NA,1
05776201,980210,100,NA,1
05776201,980260,100,NA,1
05776201,980282,100,NA,1
05776201,980286,100,NA,1
05776201,980310,100,NA,1
05776201,980330,100,NA,1
05776202,900000,434094,T,1
05776202,980000,434094,T,1
05776202,980010,2,NA,1
05776202,980020,45,NA,1
