NEWID,UCC,AMOUNT,AMOUNT_,PUB_FLAG
05720202,900030,14600,NA,1
05720202,980000,93044,NA,1
05720202,980010,3,NA,1
05720202,980020,67,NA,1
05720202,980030,2,NA,1
05720202,980040,3,NA,1
05720202,980060,2,NA,1
05720202,980090,100,NA,1
05720202,980220,100,NA,1
05720202,980240,100,NA,1
05720202,980281,100,NA,1
05720202,980286,100,NA,1
05720202,980310,100,NA,1
05720202,980330,100,NA,1
05720221,900000,356271,T,1
05720221,900160,45843,NA,1
05720221,900170,89949,NA,1
05720221,980000,492063,T,1
05720221,980010,4,NA,1
05720221,980020,49,NA,1
05720221,980030,2,NA,1
05720221,980040,3,NA,1
05720221,980050,2,NA,1
05720221,980090,100,NA,1
05720221,980220,100,NA,1
05720221,980230,100,NA,1
05720221,980281,100,NA,1
05720221,980286,100,NA,1
05720221,980310,100,NA,1
05720221,980330,100,NA,1
05720222,900000,356271,T,1
05720222,900160,43508,NA,1
05720222,900170,97463,T,1
05720222,980000,497243,T,1
05720222,980010,4,NA,1
05720222,980020,49,NA,1
05720222,980030,2,NA,1
05720222,980040,3,NA,1
05720222,980050,2,NA,1
05720222,980090,100,NA,1
05720222,980220,100,NA,1
05720222,980230,100,NA,1
05720222,980281,100,NA,1
05720222,980286,100,NA,1
05720222,980310,100,NA,1
05720222,980330,100,NA,1
05720231,900000,48857,NA,1
05720231,900030,25167,NA,1
05720231,900170,5085,NA,1
05720231,980000,79109,NA,1
05720231,980010,2,NA,1
05720231,980020,66,NA,1
05720231,980030,1,NA,1
05720231,980040,2,NA,1
05720231,980060,1,NA,1
05720231,980090,100,NA,1
05720231,980220,100,NA,1
05720231,980240,100,NA,1
05720231,980281,100,NA,1
05720231,980286,100,NA,1
05720231,980310,100,NA,1
05720231,980330,100,NA,1
05720232,900000,34517,NA,1
05720232,900030,20494,NA,1
05720232,900170,15029,NA,1
05720232,980000,70040,NA,1
05720232,980010,2,NA,1
05720232,980020,66,NA,1
05720232,980030,1,NA,1
05720232,980040,2,NA,1
05720232,980060,1,NA,1
05720232,980090,100,NA,1
05720232,980220,100,NA,1
05720232,980240,100,NA,1
05720232,980281,100,NA,1
05720232,980286,100,NA,1
05720232,980310,100,NA,1
05720232,980330,100,NA,1
05720261,900000,140000,NA,1
05720261,980000,140000,NA,1
05720261,980010,6,NA,1
05720261,980020,41,NA,1
05720261,980030,1,NA,1
05720261,980040,1,NA,1
05720261,980050,4,NA,1
05720261,980220,100,NA,1
05720261,980260,100,NA,1
05720261,980281,100,NA,1
05720261,980286,100,NA,1
05720261,980310,100,NA,1
05720261,980330,100,NA,1
05720262,900000,140000,NA,1
05720262,980000,140000,NA,1
05720262,980010,6,NA,1
05720262,980020,41,NA,1
05720262,980030,1,NA,1
05720262,980040,1,NA,1
05720262,980050,4,NA,1
05720262,980220,100,NA,1
05720262,980260,100,NA,1
05720262,980281,100,NA,1
05720262,980286,100,NA,1
05720262,980310,100,NA,1
05720262,980330,100,NA,1
05720301,800932,600,NA,1
05720301,900000,30000,NA,1
05720301,980000,30000,NA,1
05720301,980010,2,NA,1
05720301,980020,37,NA,1
05720301,980030,1,NA,1
05720301,980040,1,NA,1
05720301,980050,1,NA,1
05720301,980220,100,NA,1
05720301,980260,100,NA,1
05720301,980270,100,NA,1
05720301,980286,100,NA,1
05720301,980300,100,NA,1
05720301,980330,100,NA,1
05720302,800932,600,NA,1
05720302,900000,30000,NA,1
05720302,980000,30000,NA,1
05720302,980010,2,NA,1
05720302,980020,37,NA,1
05720302,980030,1,NA,1
05720302,980040,1,NA,1
05720302,980050,1,NA,1
05720302,980220,100,NA,1
05720302,980260,100,NA,1
05720302,980270,100,NA,1
05720302,980286,100,NA,1
05720302,980300,100,NA,1
05720302,980330,100,NA,1
05720311,800700,40,NA,1
05720311,900000,8000,NA,1
05720311,900160,40000,NA,1
05720311,900180,48000,NA,1
05720311,980000,96000,NA,1
05720311,980010,6,NA,1
05720311,980020,38,NA,1
05720311,980030,2,NA,1
05720311,980040,4,NA,1
05720311,980050,4,NA,1
05720311,980090,100,NA,1
05720311,980220,100,NA,1
05720311,980230,100,NA,1
05720311,980281,100,NA,1
05720311,980285,100,NA,1
05720311,980300,100,NA,1
05720311,980330,100,NA,1
05720312,800700,40,NA,1
05720312,900000,8000,NA,1
05720312,900160,40000,NA,1
05720312,900180,48000,NA,1
05720312,980000,96000,NA,1
05720312,980010,6,NA,1
05720312,980020,38,NA,1
05720312,980030,2,NA,1
05720312,980040,4,NA,1
05720312,980050,4,NA,1
05720312,980090,100,NA,1
05720312,980220,100,NA,1
05720312,980230,100,NA,1
05720312,980281,100,NA,1
05720312,980285,100,NA,1
05720312,980300,100,NA,1
05720312,980330,100,NA,1
05720341,900000,98000,NA,1
05720341,980000,98000,NA,1
05720341,980010,1,NA,1
05720341,980020,64,NA,1
05720341,980030,1,NA,1
05720341,980040,1,NA,1
05720341,980220,100,NA,1
05720341,980260,100,NA,1
05720341,980281,100,NA,1
05720341,980286,100,NA,1
05720341,980310,100,NA,1
05720341,980330,100,NA,1
05720342,900000,98000,NA,1
05720342,980000,98000,NA,1
05720342,980010,1,NA,1
05720342,980020,64,NA,1
05720342,980030,1,NA,1
05720342,980040,1,NA,1
05720342,980220,100,NA,1
05720342,980260,100,NA,1
05720342,980281,100,NA,1
05720342,980286,100,NA,1
05720342,980310,100,NA,1
05720342,980330,100,NA,1
05720371,900000,67575,NA,1
05720371,980000,67575,NA,1
05720371,980010,2,NA,1
05720371,980020,48,NA,1
05720371,980030,2,NA,1
05720371,980040,3,NA,1
05720371,980090,100,NA,1
05720371,980210,100,NA,1
05720371,980230,100,NA,1
05720371,980281,100,NA,1
05720371,980286,100,NA,1
05720371,980300,100,NA,1
05720371,980330,100,NA,1
05720372,900000,66525,NA,1
05720372,980000,66525,NA,1
05720372,980010,2,NA,1
05720372,980020,48,NA,1
05720372,980030,2,NA,1
05720372,980040,3,NA,1
05720372,980090,100,NA,1
05720372,980210,100,NA,1
05720372,980230,100,NA,1
05720372,980281,100,NA,1
05720372,980286,100,NA,1
05720372,980300,100,NA,1
05720372,980330,100,NA,1
05720441,800932,5000,NA,1
05720441,900000,28700,NA,1
05720441,980000,28700,NA,1
05720441,980010,2,NA,1
05720441,980020,59,NA,1
05720441,980030,2,NA,1
05720441,980040,2,NA,1
05720441,980090,100,NA,1
05720441,980210,100,NA,1
05720441,980240,100,NA,1
05720441,980281,100,NA,1
05720441,980286,100,NA,1
05720441,980310,100,NA,1
05720441,980330,100,NA,1
05720442,800932,5000,NA,1
05720442,900000,28700,NA,1
05720442,980000,28700,NA,1
05720442,980010,2,NA,1
05720442,980020,59,NA,1
05720442,980030,2,NA,1
05720442,980040,2,NA,1
05720442,980090,100,NA,1
05720442,980210,100,NA,1
05720442,980240,100,NA,1
05720442,980281,100,NA,1
05720442,980286,100,NA,1
05720442,980310,100,NA,1
05720442,980330,100,NA,1
05720461,900000,89300,NA,1
05720461,900030,11899,NA,1
05720461,980000,101199,NA,1
05720461,980010,2,NA,1
05720461,980020,41,NA,1
05720461,980030,2,NA,1
05720461,980040,3,NA,1
05720461,980060,1,NA,1
05720461,980090,100,NA,1
05720461,980220,100,NA,1
05720461,980240,100,NA,1
05720461,980281,100,NA,1
05720461,980285,100,NA,1
05720461,980310,100,NA,1
05720461,980330,100,NA,1
05720462,900000,89300,NA,1
05720462,900030,11899,NA,1
05720462,980000,101199,NA,1
05720462,980010,2,NA,1
05720462,980020,41,NA,1
05720462,980030,2,NA,1
05720462,980040,3,NA,1
05720462,980060,1,NA,1
05720462,980090,100,NA,1
05720462,980220,100,NA,1
05720462,980240,100,NA,1
05720462,980281,100,NA,1
05720462,980285,100,NA,1
05720462,980310,100,NA,1
05720462,980330,100,NA,1
05720471,900030,42616,NA,1
05720471,980000,42616,NA,1
05720471,980010,2,NA,1
05720471,980020,88,T,1
05720471,980040,2,NA,1
05720471,980060,2,NA,1
05720471,980090,100,NA,1
05720471,980220,100,NA,1
05720471,980240,100,NA,1
05720471,980281,100,NA,1
05720471,980286,100,NA,1
05720471,980300,100,NA,1
05720471,980330,100,NA,1
05720472,900030,35918,NA,1
05720472,980000,35918,NA,1
05720472,980010,2,NA,1
05720472,980020,88,T,1
05720472,980040,2,NA,1
05720472,980060,2,NA,1
05720472,980090,100,NA,1
05720472,980220,100,NA,1
05720472,980240,100,NA,1
05720472,980281,100,NA,1
05720472,980286,100,NA,1
05720472,980300,100,NA,1
05720472,980330,100,NA,1
05720511,900030,16001,NA,1
05720511,900170,26966,NA,1
05720511,980000,42967,NA,1
05720511,980010,1,NA,1
05720511,980020,81,NA,1
05720511,980060,1,NA,1
05720511,980090,100,NA,1
05720511,980210,100,NA,1
05720511,980250,100,NA,1
05720511,980283,100,NA,1
05720511,980286,100,NA,1
05720511,980310,100,NA,1
05720512,900030,12341,NA,1
05720512,980000,12341,NA,1
05720512,980010,1,NA,1
05720512,980020,81,NA,1
05720512,980060,1,NA,1
05720512,980090,100,NA,1
05720512,980210,100,NA,1
05720512,980250,100,NA,1
05720512,980283,100,NA,1
05720512,980286,100,NA,1
05720512,980310,100,NA,1
05720561,800932,4000,NA,1
05720561,900000,63000,NA,1
05720561,980000,63000,NA,1
05720561,980010,1,NA,1
05720561,980020,56,NA,1
05720561,980030,1,NA,1
05720561,980040,3,NA,1
05720561,980210,100,NA,1
05720561,980260,100,NA,1
05720561,980283,100,NA,1
05720561,980286,100,NA,1
05720561,980300,100,NA,1
05720561,980330,100,NA,1
05720562,800932,4000,NA,1
05720562,900000,63000,NA,1
05720562,980000,63000,NA,1
05720562,980010,1,NA,1
05720562,980020,56,NA,1
05720562,980030,1,NA,1
05720562,980040,3,NA,1
05720562,980210,100,NA,1
05720562,980260,100,NA,1
05720562,980283,100,NA,1
05720562,980286,100,NA,1
05720562,980300,100,NA,1
05720562,980330,100,NA,1
05720581,900000,63462,NA,1
05720581,980000,63462,NA,1
05720581,980010,3,NA,1
05720581,980020,48,NA,1
05720581,980030,2,NA,1
05720581,980040,1,NA,1
05720581,980220,100,NA,1
05720581,980260,100,NA,1
05720581,980281,100,NA,1
05720581,980285,100,NA,1
05720581,980310,100,NA,1
05720581,980330,100,NA,1
05720582,900000,91718,NA,1
05720582,980000,91718,NA,1
05720582,980010,3,NA,1
05720582,980020,48,NA,1
05720582,980030,2,NA,1
05720582,980040,1,NA,1
05720582,980220,100,NA,1
05720582,980260,100,NA,1
05720582,980281,100,NA,1
05720582,980285,100,NA,1
05720582,980310,100,NA,1
05720582,980330,100,NA,1
05720611,800910,3075,NA,1
05720611,800932,20000,NA,1
05720611,900000,95000,NA,1
05720611,980000,95000,NA,1
05720611,980010,4,NA,1
05720611,980020,38,NA,1
05720611,980030,2,NA,1
05720611,980040,1,NA,1
05720611,980050,2,NA,1
05720611,980090,100,NA,1
05720611,980220,100,NA,1
05720611,980230,100,NA,1
05720611,980281,100,NA,1
05720611,980286,100,NA,1
05720611,980310,100,NA,1
05720611,980330,100,NA,1
05720612,800910,3075,NA,1
05720612,800932,20000,NA,1
05720612,900000,95000,NA,1
05720612,980000,95000,NA,1
05720612,980010,4,NA,1
05720612,980020,38,NA,1
05720612,980030,2,NA,1
05720612,980040,1,NA,1
05720612,980050,2,NA,1
05720612,980090,100,NA,1
05720612,980220,100,NA,1
05720612,980230,100,NA,1
05720612,980281,100,NA,1
05720612,980286,100,NA,1
05720612,980310,100,NA,1
05720612,980330,100,NA,1
05720621,900030,28800,NA,1
05720621,900170,700,NA,1
05720621,980000,29500,NA,1
05720621,980010,2,NA,1
05720621,980020,74,NA,1
05720621,980040,3,NA,1
05720621,980060,2,NA,1
05720621,980090,100,NA,1
05720621,980210,100,NA,1
05720621,980240,100,NA,1
05720621,980281,100,NA,1
05720621,980286,100,NA,1
05720621,980310,100,NA,1
05720621,980330,100,NA,1
05720622,900030,28800,NA,1
05720622,900170,700,NA,1
05720622,980000,29500,NA,1
05720622,980010,2,NA,1
05720622,980020,74,NA,1
05720622,980040,3,NA,1
05720622,980060,2,NA,1
05720622,980090,100,NA,1
05720622,980210,100,NA,1
05720622,980240,100,NA,1
05720622,980281,100,NA,1
05720622,980286,100,NA,1
05720622,980310,100,NA,1
05720622,980330,100,NA,1
05720661,800700,75,NA,1
05720661,900000,58000,NA,1
05720661,980000,58000,NA,1
05720661,980010,1,NA,1
05720661,980020,21,NA,1
05720661,980030,1,NA,1
05720661,980040,1,NA,1
05720661,980220,100,NA,1
05720661,980260,100,NA,1
05720661,980281,100,NA,1
05720661,980286,100,NA,1
05720661,980310,100,NA,1
05720661,980330,100,NA,1
05720662,800700,75,NA,1
05720662,900000,58000,NA,1
05720662,980000,58000,NA,1
05720662,980010,1,NA,1
05720662,980020,21,NA,1
05720662,980030,1,NA,1
05720662,980040,1,NA,1
05720662,980220,100,NA,1
05720662,980260,100,NA,1
05720662,980281,100,NA,1
05720662,980286,100,NA,1
05720662,980310,100,NA,1
05720662,980330,100,NA,1
05720701,900000,36000,NA,1
05720701,980000,36000,NA,1
05720701,980010,1,NA,1
05720701,980020,30,NA,1
05720701,980030,1,NA,1
05720701,980040,1,NA,1
05720701,980210,100,NA,1
05720701,980260,100,NA,1
05720701,980281,100,NA,1
05720701,980285,100,NA,1
05720701,980310,100,NA,1
05720701,980330,100,NA,1
05720702,900000,36000,NA,1
05720702,980000,36000,NA,1
05720702,980010,1,NA,1
05720702,980020,30,NA,1
05720702,980030,1,NA,1
05720702,980040,1,NA,1
05720702,980210,100,NA,1
05720702,980260,100,NA,1
05720702,980281,100,NA,1
05720702,980285,100,NA,1
05720702,980310,100,NA,1
05720702,980330,100,NA,1
05720721,800932,300,NA,1
05720721,900000,4200,NA,1
05720721,900030,4016,NA,1
05720721,900090,1341,NA,1
05720721,900170,6800,NA,1
05720721,900180,500,NA,1
05720721,980000,16857,NA,1
05720721,980010,2,NA,1
05720721,980020,63,NA,1
05720721,980030,1,NA,1
05720721,980040,3,NA,1
05720721,980060,1,NA,1
05720721,980090,100,NA,1
05720721,980210,100,NA,1
05720721,980230,100,NA,1
05720721,980281,100,NA,1
05720721,980286,100,NA,1
05720721,980300,100,NA,1
05720721,980330,100,NA,1
05720722,800932,300,NA,1
05720722,900000,4200,NA,1
05720722,900030,4016,NA,1
05720722,900090,1341,NA,1
05720722,900170,6800,NA,1
05720722,900180,500,NA,1
05720722,980000,16857,NA,1
05720722,980010,2,NA,1
05720722,980020,63,NA,1
05720722,980030,1,NA,1
05720722,980040,3,NA,1
05720722,980060,1,NA,1
05720722,980090,100,NA,1
05720722,980210,100,NA,1
05720722,980230,100,NA,1
05720722,980281,100,NA,1
05720722,980286,100,NA,1
05720722,980300,100,NA,1
05720722,980330,100,NA,1
05720751,900030,32424,NA,1
05720751,900140,400,NA,1
05720751,900170,32100,NA,1
05720751,900180,43,NA,1
05720751,980000,64967,NA,1
05720751,980010,2,NA,1
05720751,980020,62,NA,1
05720751,980040,5,NA,1
05720751,980090,100,NA,1
05720751,980220,100,NA,1
05720751,980230,100,NA,1
05720751,980281,100,NA,1
05720751,980286,100,NA,1
05720751,980310,100,NA,1
05720751,980330,100,NA,1
05720752,900030,32424,NA,1
05720752,900140,400,NA,1
05720752,900170,32100,NA,1
05720752,900180,43,NA,1
05720752,980000,64967,NA,1
05720752,980010,2,NA,1
05720752,980020,62,NA,1
05720752,980040,5,NA,1
05720752,980090,100,NA,1
05720752,980220,100,NA,1
05720752,980230,100,NA,1
05720752,980281,100,NA,1
05720752,980286,100,NA,1
05720752,980310,100,NA,1
05720752,980330,100,NA,1
05720761,800932,532,NA,1
05720761,900000,119000,NA,1
05720761,980000,119000,NA,1
05720761,980010,2,NA,1
05720761,980020,51,NA,1
05720761,980030,2,NA,1
05720761,980040,7,NA,1
05720761,980090,100,NA,1
05720761,980220,100,NA,1
05720761,980240,100,NA,1
05720761,980281,100,NA,1
05720761,980286,100,NA,1
05720761,980310,100,NA,1
05720761,980330,100,NA,1
05720762,800932,532,NA,1
05720762,900000,119000,NA,1
05720762,980000,119000,NA,1
05720762,980010,2,NA,1
05720762,980020,51,NA,1
05720762,980030,2,NA,1
05720762,980040,7,NA,1
05720762,980090,100,NA,1
05720762,980220,100,NA,1
05720762,980240,100,NA,1
05720762,980281,100,NA,1
05720762,980286,100,NA,1
05720762,980310,100,NA,1
05720762,980330,100,NA,1
05720781,900030,36592,NA,1
05720781,900180,2332,NA,1
05720781,980000,38924,NA,1
05720781,980010,2,NA,1
05720781,980020,74,NA,1
05720781,980040,2,NA,1
05720781,980060,2,NA,1
05720781,980090,100,NA,1
05720781,980210,100,NA,1
05720781,980240,100,NA,1
05720781,980281,100,NA,1
05720781,980286,100,NA,1
05720781,980310,100,NA,1
05720781,980330,100,NA,1
05720782,900030,36592,NA,1
05720782,900180,2419,NA,1
05720782,980000,39011,NA,1
05720782,980010,2,NA,1
05720782,980020,74,NA,1
05720782,980040,2,NA,1
05720782,980060,2,NA,1
05720782,980090,100,NA,1
05720782,980210,100,NA,1
05720782,980240,100,NA,1
05720782,980281,100,NA,1
05720782,980286,100,NA,1
05720782,980310,100,NA,1
05720782,980330,100,NA,1
05720821,900030,38968,NA,1
05720821,900190,52400,NA,1
05720821,980000,91368,NA,1
05720821,980010,2,NA,1
05720821,980020,67,NA,1
05720821,980040,2,NA,1
05720821,980060,2,NA,1
05720821,980090,100,NA,1
05720821,980220,100,NA,1
05720821,980230,100,NA,1
05720821,980281,100,NA,1
05720821,980286,100,NA,1
05720821,980310,100,NA,1
05720821,980330,100,NA,1
05720822,900030,38968,NA,1
05720822,900190,52400,NA,1
05720822,980000,91368,NA,1
05720822,980010,2,NA,1
05720822,980020,67,NA,1
05720822,980040,2,NA,1
05720822,980060,2,NA,1
05720822,980090,100,NA,1
05720822,980220,100,NA,1
05720822,980230,100,NA,1
05720822,980281,100,NA,1
05720822,980286,100,NA,1
05720822,980310,100,NA,1
05720822,980330,100,NA,1
05720851,800700,15,NA,1
05720851,900000,18000,NA,1
05720851,980000,18000,NA,1
05720851,980010,3,NA,1
05720851,980020,44,NA,1
05720851,980030,2,NA,1
05720851,980050,1,NA,1
05720851,980220,100,NA,1
05720851,980260,100,NA,1
05720851,980281,100,NA,1
05720851,980285,100,NA,1
05720851,980310,100,NA,1
05720852,800700,15,NA,1
05720852,900000,18000,NA,1
05720852,980000,18000,NA,1
05720852,980010,3,NA,1
05720852,980020,44,NA,1
05720852,980030,2,NA,1
05720852,980050,1,NA,1
05720852,980220,100,NA,1
05720852,980260,100,NA,1
05720852,980281,100,NA,1
05720852,980285,100,NA,1
05720852,980310,100,NA,1
05720901,900000,82688,NA,1
05720901,980000,82688,NA,1
05720901,980010,3,NA,1
05720901,980020,36,NA,1
05720901,980030,2,NA,1
05720901,980040,2,NA,1
05720901,980050,1,NA,1
05720901,980090,100,NA,1
05720901,980220,100,NA,1
05720901,980230,100,NA,1
05720901,980281,100,NA,1
05720901,980286,100,NA,1
05720901,980310,100,NA,1
05720901,980330,100,NA,1
05720902,900000,77863,NA,1
05720902,980000,77863,NA,1
05720902,980010,3,NA,1
05720902,980020,36,NA,1
05720902,980030,2,NA,1
05720902,980040,2,NA,1
05720902,980050,1,NA,1
05720902,980090,100,NA,1
05720902,980220,100,NA,1
05720902,980230,100,NA,1
05720902,980281,100,NA,1
05720902,980286,100,NA,1
05720902,980310,100,NA,1
05720902,980330,100,NA,1
05720941,800932,13800,NA,1
05720941,900000,190000,NA,1
05720941,900180,400,NA,1
05720941,900190,4000,NA,1
05720941,980000,194400,NA,1
05720941,980010,4,NA,1
05720941,980020,38,NA,1
05720941,980030,2,NA,1
05720941,980040,2,NA,1
05720941,980050,2,NA,1
05720941,980090,100,NA,1
05720941,980210,100,NA,1
05720941,980230,100,NA,1
05720941,980281,100,NA,1
05720941,980286,100,NA,1
05720941,980310,100,NA,1
05720941,980330,100,NA,1
05720942,800932,13800,NA,1
05720942,900000,190000,NA,1
05720942,900180,400,NA,1
05720942,900190,4000,NA,1
05720942,980000,194400,NA,1
05720942,980010,4,NA,1
05720942,980020,38,NA,1
05720942,980030,2,NA,1
05720942,980040,2,NA,1
05720942,980050,2,NA,1
05720942,980090,100,NA,1
05720942,980210,100,NA,1
05720942,980230,100,NA,1
05720942,980281,100,NA,1
05720942,980286,100,NA,1
05720942,980310,100,NA,1
05720942,980330,100,NA,1
05720951,800700,100,NA,1
05720951,800932,28000,NA,1
05720951,900000,462271,T,1
05720951,980000,462271,T,1
05720951,980010,2,NA,1
05720951,980020,26,NA,1
05720951,980030,2,NA,1
05720951,980040,1,NA,1
05720951,980210,100,NA,1
05720951,980260,100,NA,1
05720951,980281,100,NA,1
05720951,980286,100,NA,1
05720951,980310,100,NA,1
05720951,980330,100,NA,1
05720952,800700,100,NA,1
05720952,800932,28000,NA,1
05720952,900000,462271,T,1
05720952,980000,462271,T,1
05720952,980010,2,NA,1
05720952,980020,26,NA,1
05720952,980030,2,NA,1
05720952,980040,1,NA,1
05720952,980210,100,NA,1
05720952,980260,100,NA,1
05720952,980281,100,NA,1
05720952,980286,100,NA,1
05720952,980310,100,NA,1
05720952,980330,100,NA,1
05720971,900000,171034,NA,1
05720971,900140,9679,NA,1
05720971,900180,17500,NA,1
05720971,980000,198213,NA,1
05720971,980010,2,NA,1
05720971,980020,31,NA,1
05720971,980030,2,NA,1
05720971,980040,3,NA,1
05720971,980210,100,NA,1
05720971,980260,100,NA,1
05720971,980282,100,NA,1
05720971,980286,100,NA,1
05720971,980310,100,NA,1
05720971,980330,100,NA,1
05720972,900000,167164,NA,1
05720972,900140,1663,NA,1
05720972,900180,17500,NA,1
05720972,980000,186327,NA,1
05720972,980010,2,NA,1
05720972,980020,31,NA,1
05720972,980030,2,NA,1
05720972,980040,3,NA,1
05720972,980210,100,NA,1
05720972,980260,100,NA,1
05720972,980282,100,NA,1
05720972,980286,100,NA,1
05720972,980310,100,NA,1
05720972,980330,100,NA,1
05720981,900000,184127,NA,1
05720981,980000,184127,NA,1
05720981,980010,5,NA,1
05720981,980020,39,NA,1
05720981,980030,2,NA,1
05720981,980040,2,NA,1
05720981,980050,3,NA,1
05720981,980090,100,NA,1
05720981,980210,100,NA,1
05720981,980230,100,NA,1
05720981,980281,100,NA,1
05720981,980286,100,NA,1
05720981,980310,100,NA,1
05720981,980330,100,NA,1
05720982,900000,186786,NA,1
05720982,980000,186786,NA,1
05720982,980010,5,NA,1
05720982,980020,39,NA,1
05720982,980030,2,NA,1
05720982,980040,2,NA,1
05720982,980050,3,NA,1
05720982,980090,100,NA,1
05720982,980210,100,NA,1
05720982,980230,100,NA,1
05720982,980281,100,NA,1
05720982,980286,100,NA,1
05720982,980310,100,NA,1
05720982,980330,100,NA,1
05721091,900030,55900,NA,1
05721091,900170,1253,NA,1
05721091,900210,1999,NA,1
05721091,980000,59152,NA,1
05721091,980010,2,NA,1
05721091,980020,58,NA,1
05721091,980040,2,NA,1
05721091,980060,1,NA,1
05721091,980090,100,NA,1
05721091,980210,100,NA,1
05721091,980240,100,NA,1
05721091,980281,100,NA,1
05721091,980286,100,NA,1
05721091,980310,100,NA,1
05721091,980330,100,NA,1
05721092,900030,55900,NA,1
05721092,900170,1253,NA,1
05721092,900210,1999,NA,1
05721092,980000,59152,NA,1
05721092,980010,2,NA,1
05721092,980020,58,NA,1
05721092,980040,2,NA,1
05721092,980060,1,NA,1
05721092,980090,100,NA,1
05721092,980210,100,NA,1
05721092,980240,100,NA,1
05721092,980281,100,NA,1
05721092,980286,100,NA,1
05721092,980310,100,NA,1
05721092,980330,100,NA,1
05721101,900030,24490,NA,1
05721101,900170,6285,NA,1
05721101,980000,30775,NA,1
05721101,980010,1,NA,1
05721101,980020,77,NA,1
05721101,980060,1,NA,1
05721101,980090,100,NA,1
05721101,980220,100,NA,1
05721101,980250,100,NA,1
05721101,980281,100,NA,1
05721101,980286,100,NA,1
05721101,980310,100,NA,1
05721102,900030,16250,NA,1
05721102,900180,2281,NA,1
05721102,900190,6702,NA,1
05721102,980000,25233,NA,1
05721102,980010,1,NA,1
05721102,980020,77,NA,1
05721102,980060,1,NA,1
05721102,980220,100,NA,1
05721102,980260,100,NA,1
05721102,980281,100,NA,1
05721102,980286,100,NA,1
05721102,980310,100,NA,1
05721161,900030,42592,NA,1
05721161,900170,18763,NA,1
05721161,900180,17800,NA,1
05721161,980000,79155,NA,1
05721161,980010,2,NA,1
05721161,980020,70,NA,1
05721161,980040,2,NA,1
05721161,980060,2,NA,1
05721161,980090,100,NA,1
05721161,980220,100,NA,1
05721161,980240,100,NA,1
05721161,980281,100,NA,1
05721161,980286,100,NA,1
05721161,980310,100,NA,1
05721161,980330,100,NA,1
05721162,900030,42592,NA,1
05721162,900170,18763,NA,1
05721162,900180,16496,NA,1
05721162,980000,77851,NA,1
05721162,980010,2,NA,1
05721162,980020,70,NA,1
05721162,980040,2,NA,1
05721162,980060,2,NA,1
05721162,980090,100,NA,1
05721162,980220,100,NA,1
05721162,980240,100,NA,1
05721162,980281,100,NA,1
05721162,980286,100,NA,1
05721162,980310,100,NA,1
05721162,980330,100,NA,1
05721331,900030,38992,NA,1
05721331,900180,7800,NA,1
05721331,900210,300,NA,1
05721331,980000,47092,NA,1
05721331,980010,2,NA,1
05721331,980020,73,NA,1
05721331,980040,5,NA,1
05721331,980060,2,NA,1
05721331,980090,100,NA,1
05721331,980220,100,NA,1
05721331,980240,100,NA,1
05721331,980281,100,NA,1
05721331,980286,100,NA,1
05721331,980310,100,NA,1
05721331,980330,100,NA,1
05721332,900030,38992,NA,1
05721332,900180,7800,NA,1
05721332,900210,300,NA,1
05721332,980000,47092,NA,1
05721332,980010,2,NA,1
05721332,980020,73,NA,1
05721332,980040,5,NA,1
05721332,980060,2,NA,1
05721332,980090,100,NA,1
05721332,980220,100,NA,1
05721332,980240,100,NA,1
05721332,980281,100,NA,1
05721332,980286,100,NA,1
05721332,980310,100,NA,1
05721332,980330,100,NA,1
05721361,800940,9257,NA,1
05721361,900000,115000,NA,1
05721361,900160,3000,NA,1
05721361,900180,9,NA,1
05721361,900220,20000,NA,1
05721361,980000,118009,NA,1
05721361,980010,4,NA,1
05721361,980020,37,NA,1
05721361,980030,1,NA,1
05721361,980040,2,NA,1
05721361,980050,2,NA,1
05721361,980090,100,NA,1
05721361,980210,100,NA,1
05721361,980230,100,NA,1
05721361,980281,100,NA,1
05721361,980286,100,NA,1
05721361,980310,100,NA,1
05721361,980330,100,NA,1
05721362,800940,9257,NA,1
05721362,900000,115000,NA,1
05721362,900160,3000,NA,1
05721362,900180,9,NA,1
05721362,900220,20000,NA,1
05721362,980000,118009,NA,1
05721362,980010,4,NA,1
05721362,980020,37,NA,1
05721362,980030,1,NA,1
05721362,980040,2,NA,1
05721362,980050,2,NA,1
05721362,980090,100,NA,1
05721362,980210,100,NA,1
05721362,980230,100,NA,1
05721362,980281,100,NA,1
05721362,980286,100,NA,1
05721362,980310,100,NA,1
05721362,980330,100,NA,1
05721411,900030,52192,NA,1
05721411,900170,300,NA,1
05721411,900180,10,NA,1
05721411,900190,6000,NA,1
05721411,900200,2000,NA,1
05721411,980000,60502,NA,1
05721411,980010,2,NA,1
05721411,980020,66,NA,1
05721411,980040,2,NA,1
05721411,980060,2,NA,1
05721411,980090,100,NA,1
05721411,980210,100,NA,1
05721411,980240,100,NA,1
05721411,980281,100,NA,1
05721411,980286,100,NA,1
05721411,980310,100,NA,1
05721411,980330,100,NA,1
05721412,900030,52192,NA,1
05721412,900170,300,NA,1
05721412,900180,10,NA,1
05721412,900190,6000,NA,1
05721412,900200,2000,NA,1
05721412,980000,60502,NA,1
05721412,980010,2,NA,1
05721412,980020,66,NA,1
05721412,980040,2,NA,1
05721412,980060,2,NA,1
05721412,980090,100,NA,1
