INC_RNKM,INC_RNK5,INC_RNK4,INC_RNK3,INC_RNK2,INC_RNK1,INC_RANK,NEWID,AGE_REF,AGE_REF_,AGE2,AGE2_,BLS_URBN,CUTENURE,CUTE_URE,DESCRIP,DESCRIP_,EARNCOMP,EARN_OMP,EDUC_REF,EDUC0REF,EDUCA2,EDUCA2_,EMPLTYP1,EMPL_YP1,EMPLTYP2,EMPL_YP2,FAM_SIZE,FAM__IZE,FAM_TYPE,FAM__YPE,FGVX,FGVX_,FINCBEFX,FINC_EFX,FINLWT21,FIRAX,FIRAX_,FJSSDEDX,FJSS_EDX,FPVTX,FPVTX_,FREEMLX,FREEMLX_,FRRX,FRRX_,FS_MTHI,FS_MTHI_,FSS_RRX,FSS_RRX_,FSUPPX,FSUPPX_,FWAGEX,FWAGEX_,HRSPRWK1,HRSP_WK1,HRSPRWK2,HRSP_WK2,JFS_AMT,JFS_AMT_,JGRCFDMV,JGRC_DMV,JGRCFDWK,JGRC_DWK,JGROCYMV,JGRO_YMV,JGROCYWK,JGRO_YWK,LUMPX,LUMPX_,MARITAL1,MARI_AL1,NO_EARNR,NO_E_RNR,OCCEXPNX,OCCE_PNX,OCCULIS2,OCCU_IS2,OTHINX,OTHINX_,OTHRECX,OTHRECX_,PERSLT18,PERS_T18,PERSOT64,PERS_T64,OCCULIS1,OCCU_IS1,POPSIZE,RACE2,RACE2_,REC_FS,REC_FS_,REF_RACE,REF__ACE,REGION,SEX_REF,SEX_REF_,SEX2,SEX2_,SMSASTAT,STRTMNTH,STRTYEAR,TYPOWND,TYPOWND_,VEHQ,VEHQ_,WEEKI,WEEKI_,WEEKN,WELFRX,WELFRX_,WHYNWRK1,WHYN_RK1,WHYNWRK2,WHYN_RK2,WK_WRKD1,WK_W_KD1,WK_WRKD2,WK_W_KD2,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,NUM_VET,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28,WTREP29,WTREP30,WTREP31,WTREP32,WTREP33,WTREP34,WTREP35,WTREP36,WTREP37,WTREP38,WTREP39,WTREP40,WTREP41,WTREP42,WTREP43,WTREP44,FOODTOT,FOODHOME,CEREAL,BAKEPROD,BEEF,PORK,OTHMEAT,POULTRY,SEAFOOD,EGGS,MILKPROD,OTHDAIRY,FRSHFRUT,FRSHVEG,PROCFRVG,SWEETS,NONALBEV,OILS,MISCFOOD,FOODAWAY,ALCBEV,SMOKSUPP,PET_FOOD,PERSPROD,PERSSERV,DRUGSUPP,HOUSKEEP,HH_CU_Q,HH_CU_Q_,HHID,HHID_,CHILDAGE,CHIL_AGE,STATE,INC__ANK,CUID,HORREF1,HORREF1_,HORREF2,HORREF2_,FGVXM,FGVXM_,FINCBEFM,FINC_EFM,FINCBEF1,FINCBEF2,FINCBEF3,FINCBEF4,FINCBEF5,FINCBEFI,FJSSDEDM,FJSS_EDM,FJSSDED1,FJSSDED2,FJSSDED3,FJSSDED4,FJSSDED5,FPVTXM,FPVTXM_,FRRXM,FRRXM_,FS_AMTXM,FS_A_TXM,FS_AMTX1,FS_AMTX2,FS_AMTX3,FS_AMTX4,FS_AMTX5,FS_AMTXI,FSS_RRXM,FSS__RXM,FSS_RRX1,FSS_RRX2,FSS_RRX3,FSS_RRX4,FSS_RRX5,FSS_RRXI,FSUPPXM,FSUPPXM_,FSUPPX1,FSUPPX2,FSUPPX3,FSUPPX4,FSUPPX5,FSUPPXI,FWAGEXM,FWAGEXM_,FWAGEX1,FWAGEX2,FWAGEX3,FWAGEX4,FWAGEX5,FWAGEXI,INC__NKM,JFS_AMTM,JFS__MTM,JFS_AMT1,JFS_AMT2,JFS_AMT3,JFS_AMT4,JFS_AMT5,OTHINXM,OTHINXM_,OTHINX1,OTHINX2,OTHINX3,OTHINX4,OTHINX5,OTHINXI,WELFRXM,WELFRXM_,WELFRX1,WELFRX2,WELFRX3,WELFRX4,WELFRX5,WELFRXI,PICKCODE,LUMPB,LUMPB_,LUMPBX,LUMPBX_,OTHINB,OTHINB_,OTHINBX,OTHINBX_,WELFRB,WELFRB_,WELFRBX,WELFRBX_,PSU,HIGH_EDU,FSMPFRMX,FSMP_RMX,FSMPFRX1,FSMPFRX2,FSMPFRX3,FSMPFRX4,FSMPFRX5,FSMPFRXI,FSMPFRXM,INTRDVB,INTRDVB_,INTRDVBX,INTR_VBX,INTRDVX,INTRDVX_,INTRDVX1,INTRDVX2,INTRDVX3,INTRDVX4,INTRDVX5,INTRDVXI,INTRDVXM,NETRENTB,NETR_NTB,NETRENTX,NETR_NTX,NETRNTBX,NETR_TBX,NETRENT1,NETRENT2,NETRENT3,NETRENT4,NETRENT5,NETRENTI,NETRENTM,OTHREGB,OTHREGB_,OTHREGBX,OTHR_GBX,OTHREGX,OTHREGX_,OTHREGX1,OTHREGX2,OTHREGX3,OTHREGX4,OTHREGX5,OTHREGXI,OTHREGXM,RETSRVBX,RETS_VBX,RETSURVB,RETS_RVB,RETSURVX,RETS_RVX,RETSURV1,RETSURV2,RETSURV3,RETSURV4,RETSURV5,RETSURVI,RETSURVM,ROYESTB,ROYESTB_,ROYESTBX,ROYE_TBX,ROYESTX,ROYESTX_,ROYESTX1,ROYESTX2,ROYESTX3,ROYESTX4,ROYESTX5,ROYESTXI,ROYESTXM,FSMP_RXM,INTR_VXM,NETR_NTM,OTHR_GXM,RETS_RVM,ROYE_TXM,DIVISION,REFGEN,URBAN,HISP_REF,HISP2
0.4051027,0.4108348,0.4047957,0.4052279,0.411724,0.4187139,0.502383,05718851,32,D,NA,A,1,4,D,01,D,1,D,15,D,NA,A,1,D,NA,A,2,D,9,D,0,D,58000,D,28016.178,0,D,4437,D,0,D,NA,A,0,D,NA,A,0,D,0,D,58000,D,40,D,NA,A,0,D,478,D,110,D,544,D,125,D,NA,A,5,NA,1,D,NA,A,NA,A,NA,A,0,D,0,D,0,D,03,D,2,NA,A,2,D,1,D,4,1,D,NA,A,1,03,2024,NA,A,1,D,1,D,2,NA,A,NA,A,NA,A,52,D,NA,A,NA,70996.796,NA,56268.67,NA,52291.227,68653.955,NA,NA,NA,62178.979,NA,NA,NA,NA,NA,66499.476,0,56307.127,52771.47,NA,48630.383,NA,NA,NA,62796.526,58921.119,53742.428,46434.329,49197.673,NA,62145.796,54156.522,50437.489,NA,NA,53367.088,NA,54335.394,NA,NA,61461.944,60616.699,NA,54432.01,70.54,68.38,0,7.02788,14.86106,0,0,0,0,0,3.29439,3.88052,0,0,3.28426,0,8.47842,0,27.55347,2.16,0,0,0,0,0,1.30204,0,1,D,NA,A,0,D,06,D,571885,6,D,NA,A,0,D,58000,D,58000,58000,58000,58000,58000,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,58000,D,58000,58000,58000,58000,58000,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S49E,15,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,9,5,1,1,NA
0.4034208,0.409153,0.4031138,0.403546,0.4100421,0.417032,0.5007011,05718852,32,D,NA,A,1,4,D,01,D,1,D,15,D,NA,A,1,D,NA,A,2,D,9,D,0,D,58000,D,28016.178,0,D,4437,D,0,D,NA,A,0,D,NA,A,0,D,0,D,58000,D,40,D,NA,A,0,D,478,D,110,D,544,D,125,D,NA,A,5,NA,1,D,NA,A,NA,A,NA,A,0,D,0,D,0,D,03,D,2,NA,A,2,D,1,D,4,1,D,NA,A,1,03,2024,NA,A,1,D,2,D,2,NA,A,NA,A,NA,A,52,D,NA,A,NA,70996.796,NA,56268.67,NA,52291.227,68653.955,NA,NA,NA,62178.979,NA,NA,NA,NA,NA,66499.476,0,56307.127,52771.47,NA,48630.383,NA,NA,NA,62796.526,58921.119,53742.428,46434.329,49197.673,NA,62145.796,54156.522,50437.489,NA,NA,53367.088,NA,54335.394,NA,NA,61461.944,60616.699,NA,54432.01,121.85999,121.85999,5.71869,0,0,15.15952,0,24.94212,12.35849,0,0,12.33096,10.49782,2.44052,5.91021,0,14.39079,3.68737,14.4235,0,0,0,28.6,0,0,20.61948,16.36,1,D,NA,A,0,D,06,D,571885,6,D,NA,A,0,D,58000,D,58000,58000,58000,58000,58000,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,58000,D,58000,58000,58000,58000,58000,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S49E,15,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,9,5,1,1,NA
0.438328,0.4449272,0.437722,0.4403348,0.4446628,0.45061,0.5280539,05718901,72,D,70,D,1,2,D,01,D,8,D,15,D,13,D,NA,A,NA,A,2,D,1,D,0,D,62992,D,17612.867,0,D,0,D,0,D,NA,A,0,D,NA,A,62992,D,0,D,0,D,NA,A,NA,A,0,D,NA,B,NA,B,NA,B,NA,B,NA,A,1,NA,0,D,NA,A,NA,A,NA,A,0,D,0,D,2,D,NA,A,4,1,NA,2,D,1,D,4,1,D,2,NA,1,03,2024,1,D,2,D,1,D,2,NA,A,1,D,1,D,0,D,0,D,37212.253,NA,NA,32373.709,NA,34854.532,NA,NA,35645.478,41843.563,32174.923,NA,28350.085,29739.086,34154.719,36460.807,44280.194,0,NA,NA,NA,32733.874,NA,33110.448,39308.847,38810.172,NA,NA,NA,NA,NA,38337.73,NA,NA,NA,33890.346,38397.718,NA,28584.774,NA,37968.455,39055.882,NA,NA,39540.737,737.09,378.98,30.36,27.97,0,0,8.99,0,25.49,7.27228,0,65.55,30.35,27.62994,0,0,65.83207,4.99,84.54571,358.11,256.08,0,28.99,32.7,0,0,168.42,1,D,NA,A,0,D,06,D,571890,NA,A,NA,A,0,D,62992,D,62992,62992,62992,62992,62992,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,62992,D,62992,62992,62992,62992,62992,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,15,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,9,3,1,2,2
0.4381973,0.4447965,0.4375913,0.4402041,0.4445321,0.4504794,0.5279232,05718902,72,D,70,D,1,2,D,01,D,8,D,15,D,13,D,NA,A,NA,A,2,D,1,D,0,D,62992,D,17612.867,0,D,0,D,0,D,NA,A,0,D,NA,A,62992,D,0,D,0,D,NA,A,NA,A,0,D,NA,B,NA,B,NA,B,NA,B,NA,A,1,NA,0,D,NA,A,NA,A,NA,A,0,D,0,D,2,D,NA,A,4,1,NA,2,D,1,D,4,1,D,2,NA,1,03,2024,1,D,2,D,2,D,2,NA,A,1,D,1,D,0,D,0,D,37212.253,NA,NA,32373.709,NA,34854.532,NA,NA,35645.478,41843.563,32174.923,NA,28350.085,29739.086,34154.719,36460.807,44280.194,0,NA,NA,NA,32733.874,NA,33110.448,39308.847,38810.172,NA,NA,NA,NA,NA,38337.73,NA,NA,NA,33890.346,38397.718,NA,28584.774,NA,37968.455,39055.882,NA,NA,39540.737,1052.59844,207.67,4.99,5.69,0,11.69,0,18.77,0,0,0,15.98,51.58,2.49,0,15.98,48.53,0,31.97,844.92844,411.94156,0,0,0,53.62,3.68,96.29,1,D,NA,A,0,D,06,D,571890,NA,A,NA,A,0,D,62992,D,62992,62992,62992,62992,62992,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,62992,D,62992,62992,62992,62992,62992,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,15,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,9,3,1,2,2
0.029296,0.0540161,0.0308837,0.0131326,0.0107424,0.0450885,0.1082404,05718921,64,D,NA,A,1,4,D,01,D,1,D,10,D,NA,A,1,D,NA,A,1,D,8,D,0,D,1538,D,31627.709,0,D,0,D,0,D,NA,A,0,D,NA,A,1538,D,0,D,0,D,30,D,NA,A,0,D,991,D,228,D,1426,D,328,D,NA,A,4,NA,1,D,NA,A,NA,A,NA,A,0,D,0,D,0,D,10,D,2,NA,A,2,D,1,D,3,2,D,NA,A,1,03,2024,NA,A,NA,A,1,D,2,NA,A,NA,A,NA,A,20,D,NA,A,NA,NA,NA,NA,NA,NA,77494.626,77283.579,67013.664,NA,57237.345,NA,NA,NA,57281.565,69911.982,60546.874,0,68244.928,62150.541,NA,62121.128,74252.271,50545.576,NA,NA,56586.697,NA,56958.178,NA,NA,47337.05,71123.913,NA,65625.801,71262.309,NA,52549.377,NA,55546.287,81117.349,NA,NA,NA,43006.432,138.6,138.6,0,2.64,13.75,2.8,3.38,7.77,0,3.4,4.96,0,27.87,5.1,3.72,1.49,38.62,8.06,15.04,0,0,0,0,0,0,0,17.47,1,D,NA,A,0,D,48,D,571892,6,D,NA,A,0,D,5483,D,7596,1831,1903,4547,11538,201,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,1538,D,1538,1538,1538,1538,1538,100,0,D,0,0,0,0,0,100,3945,D,6058,293,365,3009,10000,201,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,10,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,7,3,1,1,NA
0.0161343,0.0245377,0.0372126,0.0128979,0.0100154,0.0141698,0.1080057,05718922,64,D,NA,A,1,4,D,01,D,1,D,10,D,NA,A,1,D,NA,A,1,D,8,D,0,D,1538,D,31627.709,0,D,0,D,0,D,NA,A,0,D,NA,A,1538,D,0,D,0,D,30,D,NA,A,0,D,991,D,228,D,1426,D,328,D,NA,A,4,NA,1,D,NA,A,NA,A,NA,A,0,D,0,D,0,D,10,D,2,NA,A,2,D,1,D,3,2,D,NA,A,1,03,2024,NA,A,NA,A,2,D,2,NA,A,NA,A,NA,A,20,D,NA,A,NA,NA,NA,NA,NA,NA,77494.626,77283.579,67013.664,NA,57237.345,NA,NA,NA,57281.565,69911.982,60546.874,0,68244.928,62150.541,NA,62121.128,74252.271,50545.576,NA,NA,56586.697,NA,56958.178,NA,NA,47337.05,71123.913,NA,65625.801,71262.309,NA,52549.377,NA,55546.287,81117.349,NA,NA,NA,43006.432,103.95,103.95,0,6.76,8.66,4.97,0,4.25,10.06,6.06,0,2.67,7.64,6.13,12.2,0,25,0,9.55,0,18.07,0,0,12.91,0,0,21.98,1,D,NA,A,0,D,48,D,571892,6,D,NA,A,0,D,3097.8,D,1941,1539,1902,6305,3802,201,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,1538,D,1538,1538,1538,1538,1538,100,0,D,0,0,0,0,0,100,1559.8,D,403,1,364,4767,2264,201,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,10,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,7,3,1,1,NA
0.4174464,0.4243341,0.4171825,0.4178503,0.4262499,0.4319051,0.511328,05718961,34,D,34,D,1,1,D,01,D,1,D,12,D,15,D,1,D,NA,A,5,D,3,D,3000,D,60000,D,80000.193,96,D,4590,D,0,D,NA,A,0,D,NA,A,0,D,0,D,60000,D,50,D,NA,A,0,D,870,D,200,D,1304,D,300,D,NA,A,1,NA,1,D,2000,D,NA,A,NA,A,0,D,3,D,0,D,12,D,1,1,NA,2,D,1,D,3,1,D,2,NA,1,03,2024,1,D,2,D,1,D,2,NA,A,NA,A,2,D,50,D,0,D,NA,NA,NA,NA,NA,168470.904,164144.761,249505.748,NA,169169.591,NA,NA,NA,128707.493,140590.7,195919.373,189490.145,0,193466.656,NA,134947.652,128662.325,233147.975,NA,NA,134262.399,NA,173535.423,NA,NA,112878.705,179116.596,NA,161926.664,166580.453,NA,157025.499,NA,170848.589,166704.243,NA,NA,NA,176677.444,NA,754.99996,554.99996,37.77583,43.57832,58.70187,25.77646,5.1005,8.46012,38.11307,12.80297,11.94485,43.56617,28.77174,19.20605,6.11626,29.00966,48.9144,3.80151,133.36018,200,0,0,0,0,0,0,0,1,D,NA,A,2,D,48,D,571896,6,D,6,D,3000,D,60000,D,60000,60000,60000,60000,60000,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,60000,D,60000,60000,60000,60000,60000,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S37B,15,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,7,5,1,1,1
0.4182229,0.4251107,0.4179591,0.4186269,0.4270265,0.4326817,0.5121045,05718962,34,D,34,D,1,1,D,01,D,1,D,12,D,15,D,1,D,NA,A,5,D,3,D,3000,D,60000,D,80000.193,96,D,4590,D,0,D,NA,A,0,D,NA,A,0,D,0,D,60000,D,50,D,NA,A,0,D,870,D,200,D,1304,D,300,D,NA,A,1,NA,1,D,2000,D,NA,A,NA,A,0,D,3,D,0,D,12,D,1,1,NA,2,D,1,D,3,1,D,2,NA,1,03,2024,1,D,2,D,2,D,2,NA,A,NA,A,2,D,50,D,0,D,NA,NA,NA,NA,NA,168470.904,164144.761,249505.748,NA,169169.591,NA,NA,NA,128707.493,140590.7,195919.373,189490.145,0,193466.656,NA,134947.652,128662.325,233147.975,NA,NA,134262.399,NA,173535.423,NA,NA,112878.705,179116.596,NA,161926.664,166580.453,NA,157025.499,NA,170848.589,166704.243,NA,NA,NA,176677.444,NA,749.99998,499.99998,20.94497,66.91369,36.25542,0,13.55753,0,0,3.32953,9.08645,52.75973,29.85169,17.73827,30.0671,37.43001,64.6338,0,117.43179,250,20,0,0,0,0,34.14455,0,1,D,NA,A,2,D,48,D,571896,6,D,6,D,3000,D,60000,D,60000,60000,60000,60000,60000,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,60000,D,60000,60000,60000,60000,60000,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S37B,15,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,7,5,1,1,1
0.2795828,0.2868556,0.2934645,0.2859704,0.2953629,0.3000376,0.3936359,05719001,69,D,69,D,1,2,D,01,D,8,D,15,D,16,D,NA,A,NA,A,2,D,1,D,0,D,43296,D,24625.681,0,D,0,D,0,D,NA,A,0,D,NA,A,40960,D,0,D,0,D,NA,A,NA,A,0,D,522,D,120,D,652,D,150,D,NA,A,1,NA,0,D,NA,A,NA,A,NA,A,0,D,0,D,2,D,NA,A,4,1,NA,2,D,1,D,2,1,D,2,NA,1,03,2024,1,D,1,D,1,D,2,NA,A,1,D,1,D,0,D,0,D,58274.109,62260.063,NA,NA,NA,40760.077,65005.285,NA,54183.112,NA,44194.084,55488.604,NA,NA,51134.998,NA,NA,1,48822.44,NA,55932.432,NA,NA,52187.546,58076.877,60875.145,NA,43789.488,55669.924,43827.488,55431.729,65690.025,NA,NA,NA,55091.985,NA,48930.576,44466.325,45528.98,NA,NA,NA,NA,NA,291.55,123.04,6.87292,14.08791,8.04591,0,0,8.00848,0,3.46841,0,10.79093,4.99752,2.3726,0,4.52236,14.04424,0,45.82872,168.51,0,0,0,0,0,0,40.8,1,D,NA,A,0,D,55,D,571900,NA,A,NA,A,0,D,43296,D,43296,43296,43296,43296,43296,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,40960,D,40960,40960,40960,40960,40960,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,16,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,2336,D,2336,2336,2336,2336,2336,100,2336,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,D,A,3,3,1,2,2
0.2794001,0.2866729,0.2932817,0.2857877,0.2951802,0.2998549,0.3934532,05719002,69,D,69,D,1,2,D,01,D,8,D,15,D,16,D,NA,A,NA,A,2,D,1,D,0,D,43296,D,24625.681,0,D,0,D,0,D,NA,A,0,D,NA,A,40960,D,0,D,0,D,NA,A,NA,A,0,D,522,D,120,D,652,D,150,D,NA,A,1,NA,0,D,NA,A,NA,A,NA,A,0,D,0,D,2,D,NA,A,4,1,NA,2,D,1,D,2,1,D,2,NA,1,03,2024,1,D,1,D,2,D,2,NA,A,1,D,1,D,0,D,0,D,58274.109,62260.063,NA,NA,NA,40760.077,65005.285,NA,54183.112,NA,44194.084,55488.604,NA,NA,51134.998,NA,NA,1,48822.44,NA,55932.432,NA,NA,52187.546,58076.877,60875.145,NA,43789.488,55669.924,43827.488,55431.729,65690.025,NA,NA,NA,55091.985,NA,48930.576,44466.325,45528.98,NA,NA,NA,NA,NA,411.37999,394.61999,13.97255,44.34771,63.58839,11.25047,5.47438,16.92399,13.67499,3.93259,7.03241,24.20153,17.71677,13.44657,22.85255,12.98315,33.90085,10.80684,78.51425,16.76,0,0,0,0,0,0,0,1,D,NA,A,0,D,55,D,571900,NA,A,NA,A,0,D,43296,D,43296,43296,43296,43296,43296,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,40960,D,40960,40960,40960,40960,40960,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,16,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,2336,D,2336,2336,2336,2336,2336,100,2336,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,D,A,3,3,1,2,2
