INC_RNKM,INC_RNK5,INC_RNK4,INC_RNK3,INC_RNK2,INC_RNK1,INC_RANK,NEWID,AGE_REF,AGE_REF_,AGE2,AGE2_,BLS_URBN,CUTENURE,CUTE_URE,DESCRIP,DESCRIP_,EARNCOMP,EARN_OMP,EDUC_REF,EDUC0REF,EDUCA2,EDUCA2_,EMPLTYP1,EMPL_YP1,EMPLTYP2,EMPL_YP2,FAM_SIZE,FAM__IZE,FAM_TYPE,FAM__YPE,FGVX,FGVX_,FINCBEFX,FINC_EFX,FINLWT21,FIRAX,FIRAX_,FJSSDEDX,FJSS_EDX,FPVTX,FPVTX_,FREEMLX,FREEMLX_,FRRX,FRRX_,FS_MTHI,FS_MTHI_,FSS_RRX,FSS_RRX_,FSUPPX,FSUPPX_,FWAGEX,FWAGEX_,HRSPRWK1,HRSP_WK1,HRSPRWK2,HRSP_WK2,JFS_AMT,JFS_AMT_,JGRCFDMV,JGRC_DMV,JGRCFDWK,JGRC_DWK,JGROCYMV,JGRO_YMV,JGROCYWK,JGRO_YWK,LUMPX,LUMPX_,MARITAL1,MARI_AL1,NO_EARNR,NO_E_RNR,OCCEXPNX,OCCE_PNX,OCCULIS2,OCCU_IS2,OTHINX,OTHINX_,OTHRECX,OTHRECX_,PERSLT18,PERS_T18,PERSOT64,PERS_T64,OCCULIS1,OCCU_IS1,POPSIZE,RACE2,RACE2_,REC_FS,REC_FS_,REF_RACE,REF__ACE,REGION,SEX_REF,SEX_REF_,SEX2,SEX2_,SMSASTAT,STRTMNTH,STRTYEAR,TYPOWND,TYPOWND_,VEHQ,VEHQ_,WEEKI,WEEKI_,WEEKN,WELFRX,WELFRX_,WHYNWRK1,WHYN_RK1,WHYNWRK2,WHYN_RK2,WK_WRKD1,WK_W_KD1,WK_WRKD2,WK_W_KD2,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,NUM_VET,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28,WTREP29,WTREP30,WTREP31,WTREP32,WTREP33,WTREP34,WTREP35,WTREP36,WTREP37,WTREP38,WTREP39,WTREP40,WTREP41,WTREP42,WTREP43,WTREP44,FOODTOT,FOODHOME,CEREAL,BAKEPROD,BEEF,PORK,OTHMEAT,POULTRY,SEAFOOD,EGGS,MILKPROD,OTHDAIRY,FRSHFRUT,FRSHVEG,PROCFRVG,SWEETS,NONALBEV,OILS,MISCFOOD,FOODAWAY,ALCBEV,SMOKSUPP,PET_FOOD,PERSPROD,PERSSERV,DRUGSUPP,HOUSKEEP,HH_CU_Q,HH_CU_Q_,HHID,HHID_,CHILDAGE,CHIL_AGE,STATE,INC__ANK,CUID,HORREF1,HORREF1_,HORREF2,HORREF2_,FGVXM,FGVXM_,FINCBEFM,FINC_EFM,FINCBEF1,FINCBEF2,FINCBEF3,FINCBEF4,FINCBEF5,FINCBEFI,FJSSDEDM,FJSS_EDM,FJSSDED1,FJSSDED2,FJSSDED3,FJSSDED4,FJSSDED5,FPVTXM,FPVTXM_,FRRXM,FRRXM_,FS_AMTXM,FS_A_TXM,FS_AMTX1,FS_AMTX2,FS_AMTX3,FS_AMTX4,FS_AMTX5,FS_AMTXI,FSS_RRXM,FSS__RXM,FSS_RRX1,FSS_RRX2,FSS_RRX3,FSS_RRX4,FSS_RRX5,FSS_RRXI,FSUPPXM,FSUPPXM_,FSUPPX1,FSUPPX2,FSUPPX3,FSUPPX4,FSUPPX5,FSUPPXI,FWAGEXM,FWAGEXM_,FWAGEX1,FWAGEX2,FWAGEX3,FWAGEX4,FWAGEX5,FWAGEXI,INC__NKM,JFS_AMTM,JFS__MTM,JFS_AMT1,JFS_AMT2,JFS_AMT3,JFS_AMT4,JFS_AMT5,OTHINXM,OTHINXM_,OTHINX1,OTHINX2,OTHINX3,OTHINX4,OTHINX5,OTHINXI,WELFRXM,WELFRXM_,WELFRX1,WELFRX2,WELFRX3,WELFRX4,WELFRX5,WELFRXI,PICKCODE,LUMPB,LUMPB_,LUMPBX,LUMPBX_,OTHINB,OTHINB_,OTHINBX,OTHINBX_,WELFRB,WELFRB_,WELFRBX,WELFRBX_,PSU,HIGH_EDU,FSMPFRMX,FSMP_RMX,FSMPFRX1,FSMPFRX2,FSMPFRX3,FSMPFRX4,FSMPFRX5,FSMPFRXI,FSMPFRXM,INTRDVB,INTRDVB_,INTRDVBX,INTR_VBX,INTRDVX,INTRDVX_,INTRDVX1,INTRDVX2,INTRDVX3,INTRDVX4,INTRDVX5,INTRDVXI,INTRDVXM,NETRENTB,NETR_NTB,NETRENTX,NETR_NTX,NETRNTBX,NETR_TBX,NETRENT1,NETRENT2,NETRENT3,NETRENT4,NETRENT5,NETRENTI,NETRENTM,OTHREGB,OTHREGB_,OTHREGBX,OTHR_GBX,OTHREGX,OTHREGX_,OTHREGX1,OTHREGX2,OTHREGX3,OTHREGX4,OTHREGX5,OTHREGXI,OTHREGXM,RETSRVBX,RETS_VBX,RETSURVB,RETS_RVB,RETSURVX,RETS_RVX,RETSURV1,RETSURV2,RETSURV3,RETSURV4,RETSURV5,RETSURVI,RETSURVM,ROYESTB,ROYESTB_,ROYESTBX,ROYE_TBX,ROYESTX,ROYESTX_,ROYESTX1,ROYESTX2,ROYESTX3,ROYESTX4,ROYESTX5,ROYESTXI,ROYESTXM,FSMP_RXM,INTR_VXM,NETR_NTM,OTHR_GXM,RETS_RVM,ROYE_TXM,DIVISION,REFGEN,URBAN,HISP_REF,HISP2
0.2934459,0.3009761,0.2996461,0.2997808,0.3011183,0.2990095,0.3874779,05752792,41,D,41,D,1,4,D,01,D,2,D,12,D,12,D,1,D,1,D,3,D,3,D,0,D,46000,D,32154.522,0,D,3596,D,0,D,NA,A,0,D,NA,A,0,D,0,D,45000,D,45,D,25,D,0,D,NA,NA,NA,NA,870,D,200,D,NA,A,1,NA,2,D,3600,D,04,D,NA,A,0,D,1,D,0,D,10,D,1,1,NA,2,D,1,D,4,1,D,2,NA,1,05,2024,NA,A,2,D,2,D,2,NA,A,NA,A,NA,A,45,D,30,D,NA,NA,62311.47,69503.737,NA,NA,NA,78645.26,NA,NA,NA,NA,NA,67604.64,70739.628,64677.176,NA,0,72317.051,NA,NA,NA,60476.463,54917.699,60485.37,76958.903,49776.108,NA,69526.534,74348.623,67800.161,NA,NA,78407.941,NA,51915.978,NA,NA,96870.264,54463.314,NA,79315.321,59525.842,NA,45983.992,439.4,199.48,2.67,2.32,21.98,0,0,15.99,0,15.98,0,1.89,10,9.12,0,0,24.61,0,94.92,239.92,24.45,0,0,47.68,0,64.47,57.39,1,D,NA,A,5,D,06,D,575279,6,D,6,D,0,D,46000,D,46000,46000,46000,46000,46000,100,2066,D,2066,2066,2066,2066,2066,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,45000,D,45000,45000,45000,45000,45000,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S49A,12,1000,D,1000,1000,1000,1000,1000,100,1000,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,9,5,1,1,1
0.8064801,0.8067468,0.8079587,0.8065515,0.8027257,0.8063673,0.8505212,05752811,64,D,NA,A,1,1,D,01,D,8,D,15,D,NA,A,NA,A,NA,A,1,D,8,D,0,D,163405,D,116547.474,0,D,0,D,0,D,NA,A,0,D,NA,A,2305,D,0,D,0,D,NA,A,NA,A,0,D,NA,NA,NA,NA,217,D,50,D,NA,A,4,NA,0,D,NA,A,NA,A,NA,A,0,D,0,D,0,D,NA,A,2,NA,A,2,D,1,D,1,1,D,NA,A,1,05,2024,1,D,5,D,1,D,2,NA,A,1,D,NA,A,0,D,NA,A,227595.245,NA,216266.46,NA,285001.236,240463.017,NA,NA,247345.025,NA,NA,228603.768,NA,239444.522,NA,NA,246935.245,0,247474.938,213955.504,NA,226561.529,272517.604,197769.703,183697.6,251003.727,NA,NA,NA,211690.126,NA,249687.051,210759.19,201413.688,NA,NA,NA,NA,NA,228585.5,NA,NA,NA,223334.547,199509.808,143.10191,48.26,7,4.5,14.5,0,0,0,0,0,4.59,4.5,0,4.5,0,0,8.67,0,0,94.84191,12.15809,0,0,0,0,0,0,4,D,7,D,0,D,36,D,575281,NA,A,NA,A,0,D,163405,D,163405,163405,163405,163405,163405,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,2305,D,2305,2305,2305,2305,2305,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,15,0,D,0,0,0,0,0,100,0,NA,A,NA,A,100,D,100,100,100,100,100,100,100,NA,A,100000,D,NA,A,100000,100000,100000,100000,100000,100,100000,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,61000,D,61000,61000,61000,61000,61000,100,61000,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,D,D,A,D,A,2,3,1,2,NA
0.8073418,0.8076085,0.8088204,0.8074132,0.8035873,0.8072289,0.8513828,05752812,64,D,NA,A,1,1,D,01,D,8,D,15,D,NA,A,NA,A,NA,A,1,D,8,D,0,D,163405,D,116547.474,0,D,0,D,0,D,NA,A,0,D,NA,A,2305,D,0,D,0,D,NA,A,NA,A,0,D,NA,NA,NA,NA,217,D,50,D,NA,A,4,NA,0,D,NA,A,NA,A,NA,A,0,D,0,D,0,D,NA,A,2,NA,A,2,D,1,D,1,1,D,NA,A,1,05,2024,1,D,5,D,2,D,2,NA,A,1,D,NA,A,0,D,NA,A,227595.245,NA,216266.46,NA,285001.236,240463.017,NA,NA,247345.025,NA,NA,228603.768,NA,239444.522,NA,NA,246935.245,0,247474.938,213955.504,NA,226561.529,272517.604,197769.703,183697.6,251003.727,NA,NA,NA,211690.126,NA,249687.051,210759.19,201413.688,NA,NA,NA,NA,NA,228585.5,NA,NA,NA,223334.547,199509.808,292.20082,57.99,7,5,0,0,0,0,0,0,5,6,7,3,0,0,24.99,0,0,234.21082,68.78918,0,0,0,0,0,32.53,4,D,37,D,0,D,36,D,575281,NA,A,NA,A,0,D,163405,D,163405,163405,163405,163405,163405,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,2305,D,2305,2305,2305,2305,2305,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,15,0,D,0,0,0,0,0,100,0,NA,A,NA,A,100,D,100,100,100,100,100,100,100,NA,A,100000,D,NA,A,100000,100000,100000,100000,100000,100,100000,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,61000,D,61000,61000,61000,61000,61000,100,61000,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,D,D,A,D,A,2,3,1,2,NA
0.3407651,0.3495566,0.3465797,0.3474497,0.3498259,0.3478791,0.4324599,05752841,70,D,70,D,1,2,D,01,D,8,D,16,D,16,D,NA,A,NA,A,2,D,1,D,0,D,52992,D,29436.993,0,D,0,D,0,D,NA,A,0,D,NA,A,52192,D,0,D,0,D,NA,A,NA,A,0,D,NA,NA,NA,NA,1304,D,300,D,NA,A,1,NA,0,D,NA,A,NA,A,NA,A,0,D,0,D,2,D,NA,A,2,1,NA,2,D,1,D,4,2,D,1,NA,1,05,2024,1,D,2,D,1,D,2,NA,A,1,D,1,D,0,D,0,D,NA,68068.479,NA,51089.216,46104.701,NA,NA,NA,47514.666,NA,NA,NA,NA,NA,55568.704,58824.29,60360.234,0,NA,47833.572,NA,NA,NA,61536.287,60924.687,56261.678,54834.932,55942.322,NA,55803.989,38900.392,41235.744,NA,NA,55827.675,NA,40252.674,NA,NA,56239.343,42431.596,NA,62135.779,54706.894,NA,279.95,274.95,4.63,3.69,0,22.42,6.46,0,0,0,0,64.39,46.3,64.91,0,0,55.1,0,7.05,5,0,0,6.68,102.12,0,6.06,24.28,1,D,NA,A,0,D,06,D,575284,NA,A,NA,A,0,D,52876,D,52871,52921,52866,52823,52899,301,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,52192,D,52192,52192,52192,52192,52192,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S49B,16,0,D,0,0,0,0,0,100,0,01,D,200,D,NA,C,79,129,74,31,107,301,84,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,600,D,600,600,600,600,600,100,600,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,D,A,A,D,A,9,3,1,2,2
0.3409827,0.3501977,0.3482788,0.3479268,0.3523886,0.3472784,0.4322422,05752842,70,D,70,D,1,2,D,01,D,8,D,16,D,16,D,NA,A,NA,A,2,D,1,D,0,D,52992,D,29436.993,0,D,0,D,0,D,NA,A,0,D,NA,A,52192,D,0,D,0,D,NA,A,NA,A,0,D,NA,NA,NA,NA,1304,D,300,D,NA,A,1,NA,0,D,NA,A,NA,A,NA,A,0,D,0,D,2,D,NA,A,2,1,NA,2,D,1,D,4,2,D,1,NA,1,05,2024,1,D,2,D,2,D,2,NA,A,1,D,1,D,0,D,0,D,NA,68068.479,NA,51089.216,46104.701,NA,NA,NA,47514.666,NA,NA,NA,NA,NA,55568.704,58824.29,60360.234,0,NA,47833.572,NA,NA,NA,61536.287,60924.687,56261.678,54834.932,55942.322,NA,55803.989,38900.392,41235.744,NA,NA,55827.675,NA,40252.674,NA,NA,56239.343,42431.596,NA,62135.779,54706.894,NA,172.29,153.15,61.99,0,0,0,0,0,0,0,4.58,8.97,11.98,9.71,0,19.96,0,0,35.96,19.14,0,0,5.99,0,0,57.0385,118.92,1,D,NA,A,0,D,06,D,575284,NA,A,NA,A,0,D,53039.8,D,52815,53490,52943,52970,52981,301,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,52192,D,52192,52192,52192,52192,52192,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S49B,16,0,D,0,0,0,0,0,100,0,01,D,200,D,NA,C,23,698,151,178,189,301,248,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,600,D,600,600,600,600,600,100,600,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,D,A,A,D,A,9,3,1,2,2
0.9287167,0.9269428,0.9276133,0.92691,0.9253563,0.9273725,0.9552697,05752851,51,D,47,D,1,4,D,01,D,1,D,12,D,12,D,1,D,NA,A,3,D,4,D,0,D,280000,D,55313.398,0,D,22330,T,0,D,NA,A,0,D,NA,A,0,D,0,D,140000,D,60,D,NA,A,0,D,NA,NA,NA,NA,1522,D,350,D,NA,A,1,NA,1,D,NA,A,NA,A,NA,A,0,D,0,D,0,D,06,D,1,1,NA,2,D,1,D,3,1,D,2,NA,1,05,2024,NA,A,1,D,1,D,2,NA,A,NA,A,2,D,1,D,0,D,NA,NA,131961.087,102692.297,129725.039,99000.387,133377.146,NA,120122.553,81348.898,86316.774,NA,NA,98690.979,NA,76532.714,NA,0,NA,115670.85,145458.088,NA,133839.302,101799.643,NA,115841.804,NA,149133.374,129194.755,NA,NA,NA,102635.698,NA,NA,NA,NA,NA,138347.659,111210.918,131111.93,NA,130215.502,NA,NA,187.32,187.32,7.59,14.99,24.16,27.57,0,0,10.29,0,0,27.33,20.08,20.04,0,0,13.6994,0,21.5706,0,0,0,0,8.56,0,5.54,8.52,1,D,NA,A,7,D,12,D,575285,6,D,6,D,0,D,280000,D,280000,280000,280000,280000,280000,100,17650.8,T,17651,17651,17651,17651,17651,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,140000,D,140000,140000,140000,140000,140000,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S35B,13,140000,D,140000,140000,140000,140000,140000,100,140000,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,5,4,1,1,1
0.9283077,0.9265338,0.9272044,0.9265011,0.9249474,0.9269635,0.9548608,05752852,51,D,47,D,1,4,D,01,D,1,D,12,D,12,D,1,D,NA,A,3,D,4,D,0,D,280000,D,55313.398,0,D,22330,T,0,D,NA,A,0,D,NA,A,0,D,0,D,140000,D,60,D,NA,A,0,D,NA,NA,NA,NA,1522,D,350,D,NA,A,1,NA,1,D,NA,A,NA,A,NA,A,0,D,0,D,0,D,06,D,1,1,NA,2,D,1,D,3,1,D,2,NA,1,05,2024,NA,A,1,D,2,D,2,NA,A,NA,A,2,D,1,D,0,D,NA,NA,131961.087,102692.297,129725.039,99000.387,133377.146,NA,120122.553,81348.898,86316.774,NA,NA,98690.979,NA,76532.714,NA,0,NA,115670.85,145458.088,NA,133839.302,101799.643,NA,115841.804,NA,149133.374,129194.755,NA,NA,NA,102635.698,NA,NA,NA,NA,NA,138347.659,111210.918,131111.93,NA,130215.502,NA,NA,162.49,162.49,0,23.48,0,0,0,16.49,13.99,0,0,5,18.97,25.68,2.69,17.08,23.13,0,15.98,0,0,0,0,0,0,0,17.71,1,D,NA,A,7,D,12,D,575285,6,D,6,D,0,D,280000,D,280000,280000,280000,280000,280000,100,17650.8,T,17651,17651,17651,17651,17651,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,140000,D,140000,140000,140000,140000,140000,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S35B,13,140000,D,140000,140000,140000,140000,140000,100,140000,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,5,4,1,1,1
0.6615486,0.5827137,0.6712996,0.6703494,0.6802406,0.6559935,0.6879115,05752911,37,D,34,D,1,1,D,01,D,1,D,13,D,12,D,1,D,NA,A,4,D,3,D,0,D,100000,D,69396.574,1600,D,7650,D,20000,D,NA,A,0,D,NA,A,0,D,0,D,100000,D,50,D,NA,A,0,D,NA,NA,NA,NA,1087,D,250,D,NA,A,1,NA,1,D,4000,D,NA,A,NA,A,0,D,2,D,0,D,12,D,2,1,NA,2,D,1,D,2,1,D,2,NA,1,05,2024,1,D,3,D,1,D,1,NA,A,NA,A,2,D,52,D,0,D,NA,256092.104,252583.824,NA,125437.27,156058.536,244971.497,NA,NA,92729.339,NA,126775.545,NA,NA,90255.988,178052.901,NA,0,114537.213,156711.717,NA,147332.808,NA,118694.489,152467.045,NA,NA,NA,75319.903,NA,NA,NA,NA,NA,115724.234,161489.168,275867.273,NA,139605.75,NA,NA,NA,81715.996,153733.546,250135.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,NA,A,4,D,17,D,575291,NA,A,NA,A,0,D,110079.6,D,109518,118255,115438,113967,93220,301,0,D,0,0,0,0,0,34173,T,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,110079.6,D,109518,118255,115438,113967,93220,301,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S24B,13,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,3,5,2,2,2
0.6483167,0.6538823,0.6507594,0.6446045,0.6490213,0.6490657,0.7075099,05752941,34,D,38,D,1,1,D,01,D,2,D,15,D,14,D,1,D,1,D,2,D,1,D,0,D,107000,D,21322.362,0,D,8186,D,0,D,NA,A,0,D,NA,A,0,D,0,D,107000,D,45,D,35,D,0,D,NA,NA,NA,NA,870,D,200,D,NA,A,1,NA,2,D,NA,A,12,D,NA,A,0,D,0,D,0,D,04,D,2,1,NA,2,D,1,D,4,2,D,1,NA,1,05,2024,1,D,2,D,1,D,2,NA,A,NA,A,NA,A,50,D,50,D,NA,30716.111,NA,70375.685,NA,68947.934,31254.528,NA,NA,NA,22340.466,NA,NA,NA,NA,NA,33241.452,0,42975.782,102470.495,NA,81569.071,NA,NA,NA,26150.799,37640.47,102352.813,106672.499,101598.124,NA,80450.687,22340.466,102374.293,NA,NA,36220.081,NA,74416.938,NA,NA,25834.339,27123.317,NA,77173.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,129.56,1,D,NA,A,0,D,06,D,575294,NA,A,NA,A,0,D,107000,D,107000,107000,107000,107000,107000,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,107000,D,107000,107000,107000,107000,107000,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S49E,15,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,9,5,2,2,2
0.6484743,0.65404,0.6509171,0.6447622,0.649179,0.6492234,0.7076675,05752942,34,D,38,D,1,1,D,01,D,2,D,15,D,14,D,1,D,1,D,2,D,1,D,0,D,107000,D,21322.362,0,D,8186,D,0,D,NA,A,0,D,NA,A,0,D,0,D,107000,D,45,D,35,D,0,D,NA,NA,NA,NA,870,D,200,D,NA,A,1,NA,2,D,NA,A,12,D,NA,A,0,D,0,D,0,D,04,D,2,1,NA,2,D,1,D,4,2,D,1,NA,1,05,2024,1,D,2,D,2,D,2,NA,A,NA,A,NA,A,50,D,50,D,NA,30716.111,NA,70375.685,NA,68947.934,31254.528,NA,NA,NA,22340.466,NA,NA,NA,NA,NA,33241.452,0,42975.782,102470.495,NA,81569.071,NA,NA,NA,26150.799,37640.47,102352.813,106672.499,101598.124,NA,80450.687,22340.466,102374.293,NA,NA,36220.081,NA,74416.938,NA,NA,25834.339,27123.317,NA,77173.982,268.92,244.92,1.49,11.47,18.97,23.76,5.99,5.09,0,0,3.79,32.37,7.98,21.77,19.75,0,19.1,0,73.39,24,0,0,0,0,0,0,0,1,D,NA,A,0,D,06,D,575294,NA,A,NA,A,0,D,107000,D,107000,107000,107000,107000,107000,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,107000,D,107000,107000,107000,107000,107000,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S49E,15,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,9,5,2,2,2
